name,country,age,wealth,residence,year
Friede Springer,Germany,65,2.4,Germany,2008
Eugen Viehof & family,Germany,91,2.4,Germany,2008
Alexei Ananyev,Russia,43,2.3,Russia,2008
Dmitry Ananyev,Russia,39,2.3,Russia,2008
Semahat Arsel,Turkey,79,2.3,Turkey,2008
Thomas Barrack,United States,60,2.3,United States,2008
Charles Butt & family,United States,70,2.3,United States,2008
John Caudwell,United Kingdom,55,2.3,United Kingdom,2008
Subhash Chandra,India,57,2.3,India,2008
Shalva Chigirinsky,Russia,58,2.3,Russia,2008
Venugopal Dhoot,India,56,2.3,India,2008
Gustaf Douglas,Sweden,70,2.3,Sweden,2008
Philippe Foriel-Destezet,France,72,2.3,United Kingdom,2008
Aymin Hariri,Saudi Arabia,29,2.3,Saudi Arabia,2008
Fahd Hariri,Lebanon,27,2.3,France,2008
William Hilton,United States,80,2.3,United States,2008
Martha Ingram & family,United States,72,2.3,United States,2008
Carl Lindner Jr & family,United States,88,2.3,United States,2008
Stefano Pessina,Italy,66,2.3,Monaco,2008
John Pritzker,United States,55,2.3,United States,2008
Quek Leng Chan,Malaysia,67,2.3,Malaysia,2008
Edward Roski Jr,United States,69,2.3,United States,2008
Carlos Alberto Sicupira,Brazil,60,2.3,Brazil,2008
Sylvia Stroher,Germany,53,2.3,Germany,2008
"Robert E ""Ted"" Turner",United States,69,2.3,United States,2008
Albert Ueltschi,United States,90,2.3,United States,2008
Albert von Thurn und Taxis,Germany,24,2.3,Germany,2008
Jerry Yang,United States,39,2.3,United States,2008
Zhong Sheng Jian,Singapore,49,2.3,Singapore,2008
Ahmet Nazif Zorlu,Turkey,63,2.3,Turkey,2008
Mortimer Zuckerman,United States,70,2.3,United States,2008
John Anderson,United States,90,2.2,United States,2008
Pierre Bellon & family,France,78,2.2,France,2008
Phillip Frost,United States,71,2.2,United States,2008
Barbara Carlson Gage & family,United States,65,2.2,United States,2008
Tom Gores,United States,43,2.2,United States,2008
Masatoshi Ito,Japan,83,2.2,Japan,2008
Jess Jackson,United States,78,2.2,United States,2008
H Fisk Johnson,United States,49,2.2,United States,2008
Imogene Powers Johnson,United States,78,2.2,United States,2008
S Curtis Johnson,United States,52,2.2,United States,2008
Helen Johnson-Leipold,United States,51,2.2,United States,2008
Winnie Johnson-Marquart,United States,48,2.2,United States,2008
Omid Kordestani,United States,44,2.2,United States,2008
John Malone,United States,67,2.2,United States,2008
Mary Alice Dorrance Malone,United States,58,2.2,United States,2008
Alfred Mann,United States,82,2.2,United States,2008
Marilyn Carlson Nelson & family,United States,68,2.2,United States,2008
Denis O'Brien,Ireland,55,2.2,Ireland,2008
Eduard Shifrin,United Kingdom,47,2.2,United Kingdom,2008
Alexander Shnaider,Canada,39,2.2,Canada,2008
S Daniel Abraham,United States,83,2.1,United States,2008
Mohamed Al-Bahar,Kuwait,n/a,2.1,Kuwait,2008
David Azrieli & family,Canada,85,2.1,Canada,2008
Neil Bluhm,United States,70,2.1,United States,2008
Emilio Botin,Spain,73,2.1,Spain,2008
John Catsimatidis,United States,59,2.1,United States,2008
Phoebe Hearst Cooke,United States,81,2.1,United States,2008
Ennio Doris & family,Italy,67,2.1,Italy,2008
Bennett Dorrance,United States,59,2.1,United States,2008
"Archie Aldis ""Red"" Emmerson",United States,78,2.1,United States,2008
Austin Hearst,United States,55,2.1,United States,2008
David Hearst Jr,United States,62,2.1,United States,2008
George Hearst Jr,United States,80,2.1,United States,2008
Niranjan Hiranandani,India,58,2.1,India,2008
Elie Horn,Brazil,62,2.1,Brazil,2008
Daryl Katz,Canada,46,2.1,Canada,2008
Rahmi Koc,Turkey,77,2.1,Turkey,2008
James Leprino,United States,70,2.1,United States,2008
Lui Che Woo,Hong Kong,78,2.1,Hong Kong,2008
Clayton Mathile,United States,67,2.1,United States,2008
Kazuo Okada & family,Japan,65,2.1,Japan,2008
Gregorio Perez Companc & family,Argentina,73,2.1,Argentina,2008
Richard Pratt,Australia,73,2.1,Australia,2008
Nicholas Pritzker II,United States,64,2.1,United States,2008
Rajan Raheja,India,53,2.1,India,2008
Phillip Ruffin,United States,73,2.1,United States,2008
Isaac Saba Raffoul & family,Mexico,84,2.1,Mexico,2008
Ferit Sahenk,Turkey,44,2.1,Turkey,2008
Helmut Sohmen,Austria,n/a,2.1,Hong Kong,2008
Jon Stryker,United States,49,2.1,United States,2008
Toichi Takenaka,Japan,65,2.1,Japan,2008
Yeoh Tiong Lay & family,Malaysia,78,2.1,Malaysia,2008
Reji Abraham,India,41,2,India,2008
Abdulla Al Futtaim,United Arab Emirates,n/a,2,United Arab Emirates,2008
Syed Mokhtar AlBukhary,Malaysia,56,2,Malaysia,2008
Herbert Allen Jr & family,United States,68,2,United States,2008
Gary Burrell,United States,70,2,United States,2008
Alan Casden,United States,62,2,United States,2008
Chen Fashu,China,47,2,China,2008
Belmiro de Azevedo,Portugal,70,2,Portugal,2008
Richard Desmond,United Kingdom,56,2,United Kingdom,2008
Abilio dos Santos Diniz,Brazil,71,2,Brazil,2008
Aydin Dogan,Turkey,71,2,Turkey,2008
J Christopher Flowers,United States,50,2,United States,2008
John Gandel,Australia,73,2,Australia,2008
Rolf Gerling,Germany,53,2,Switzerland,2008
Frits Goldschmeding,Netherlands,74,2,Netherlands,2008
Donald Gordon,South Africa,77,2,United Kingdom,2008
Guo Guangchang,China,41,2,China,2008
Joshua Harris,United States,43,2,United States,2008
Michael Hartono,Indonesia,68,2,Indonesia,2008
R Budi Hartono,Indonesia,67,2,Indonesia,2008
Hans-Werner Hector,Germany,68,2,Germany,2008
Ingeburg Herz,Germany,88,2,Germany,2008
Huang Rulun,China,57,2,China,2008
James Jannard,United States,58,2,United States,2008
Danil Khachaturov,Russia,36,2,Russia,2008
Suna Kirac,Turkey,66,2,Turkey,2008
William Koch,United States,68,2,United States,2008
Leslie Lampton,United States,83,2,United States,2008
Lee Kun-Hee,South Korea,66,2,South Korea,2008
Lee Myung-Hee,South Korea,64,2,South Korea,2008
Thomas Lee,United States,63,2,United States,2008
Lu Guanqiu,China,63,2,China,2008
Margaret Magerko,United States,42,2,United States,2008
Frederik GH Meijer & family,United States,88,2,United States,2008
Kerr Neilson,Australia,58,2,Australia,2008
Or Wai Sheun,Hong Kong,56,2,Hong Kong,2008
Liselott Persson,Sweden,58,2,Sweden,2008
Peter Peterson,United States,81,2,United States,2008
Sergei Pugachev,Russia,45,2,Russia,2008
Frederick Smith,United States,63,2,United States,2008
Sheldon Solow,United States,79,2,United States,2008
Jerry Speyer,United States,67,2,United States,2008
R Allen Stanford,United States,58,2,United States,2008
David Tepper,United States,49,2,United States,2008
Martin Viessmann,Germany,54,2,Germany,2008
Andreas von Bechtolsheim,Germany,52,2,United States,2008
William Wrigley Jr,United States,44,2,United States,2008
Igor Altushkin,Russia,37,1.9,Russia,2008
Yan Cheung,Hong Kong,50,1.9,Hong Kong,2008
Chu Lam Yiu,Hong Kong,38,1.9,Hong Kong,2008
Mark Coombs,United Kingdom,47,1.9,United Kingdom,2008
Thomas Frist Jr & family,United States,69,1.9,United States,2008
Sergei Galitsky,Russia,40,1.9,Russia,2008
Jean-Claude Gandur,Switzerland,59,1.9,Switzerland,2008
Maurice Greenberg,United States,82,1.9,United States,2008
Donald Hall,United States,79,1.9,United States,2008
He Xiangjian & family,China,65,1.9,China,2008
Michael Jaharis,United States,79,1.9,United States,2008
Yuri Kovalchuk,Russia,56,1.9,Russia,2008
Liu Ming Chung,Brazil,45,1.9,Hong Kong,2008
Liu Yongxing,China,59,1.9,Hong Kong,2008
Joseph Mansueto,United States,51,1.9,United States,2008
Tuncay Ozilhan,Turkey,60,1.9,Turkey,2008
Hans Riegel,Germany,85,1.9,Germany,2008
Paul Riegel,Germany,81,1.9,Germany,2008
Henry Samueli,United States,53,1.9,United States,2008
Shin Dong-Bin,South Korea,53,1.9,South Korea,2008
Thomas Siebel,United States,55,1.9,United States,2008
Martua Sitorus,Indonesia,48,1.9,Singapore,2008
Michal Solowow,Poland,45,1.9,Poland,2008
Pat Stryker,United States,51,1.9,United States,2008
Mehmet Sinan Tara,Turkey,49,1.9,Turkey,2008
Jose Berardo,Portugal,63,1.8,Portugal,2008
Amar Bose,United States,78,1.8,United States,2008
William Connor II,United States,58,1.8,Hong Kong,2008
Charles Dunstone,United Kingdom,44,1.8,United Kingdom,2008
Kenneth Fisher,United States,57,1.8,United States,2008
Yoshitaka Fukuda,Japan,60,1.8,Japan,2008
David Green,United States,66,1.8,United States,2008
Jon Huntsman,United States,70,1.8,United States,2008
Fukuzo Iwasaki,Japan,83,1.8,Japan,2008
Baba Kalyani,India,59,1.8,India,2008
Alexander Knaster,United States,49,1.8,United Kingdom,2008
Pyotr Kondrashev,Russia,58,1.8,Russia,2008
Michael Lee-Chin,Canada,57,1.8,Canada,2008
George Lindemann & family,United States,71,1.8,United States,2008
Masahiro Miki,Japan,52,1.8,Japan,2008
Henry Nicholas III,United States,48,1.8,United States,2008
Anthony O'Reilly,Ireland,71,1.8,Ireland,2008
Florentino Perez,Spain,61,1.8,Spain,2008
Stanley Perron,Australia,85,1.8,Australia,2008
Stewart Rahr,United States,62,1.8,United States,2008
Filiz Sahenk,Turkey,41,1.8,Turkey,2008
Anatoly Sedykh,Russia,43,1.8,Russia,2008
Shin Dong-Joo,South Korea,54,1.8,Japan,2008
Kavitark Ram Shriram,United States,51,1.8,United States,2008
Ralph Sonnenberg,Netherlands,73,1.8,Switzerland,2008
Nurzhan Subkhanberdin,Kazakhstan,42,1.8,Kazakhstan,2008
Katsumi Tada,Japan,62,1.8,Japan,2008
Dean White,United States,84,1.8,United States,2008
Igor Yakovlev,Russia,42,1.8,Russia,2008
Kamil Yazici,Turkey,78,1.8,Turkey,2008
Juan Abello,Spain,66,1.7,Spain,2008
Edmund Ansin,United States,72,1.7,United States,2008
George Argyros,United States,71,1.7,United States,2008
Louis Bacon,United States,52,1.7,United Kingdom,2008
Julio Bozano,Brazil,72,1.7,Brazil,2008
Christopher Chandler,New Zealand,48,1.7,New Zealand,2008
Richard Chandler,New Zealand,49,1.7,New Zealand,2008
Edward Debartolo Jr,United States,61,1.7,United States,2008
L John Doerr,United States,57,1.7,United States,2008
Alexander Dzhaparidze,Russia,52,1.7,Russia,2008
George Economou,Greece,55,1.7,Greece,2008
Philip Falcone,United States,45,1.7,United States,2008
Lindsay Fox,Australia,69,1.7,Australia,2008
Han Chang-Woo & family,Japan,77,1.7,Japan,2008
Timothy Headington,United States,57,1.7,United States,2008
Roberto Hernandez Ramirez,Mexico,66,1.7,Mexico,2008
Douglas Hsu,Taiwan,66,1.7,Taiwan,2008
Erman Ilicak,Turkey,41,1.7,Turkey,2008
James Kim & family,United States,72,1.7,United States,2008
Andrei Kosogov,Russia,47,1.7,Russia,2008
Michael Krasny,United States,54,1.7,United States,2008
Guy Laliberte,Canada,48,1.7,Canada,2008
Jay Y Lee,South Korea,39,1.7,South Korea,2008
John Marriott Jr,United States,75,1.7,United States,2008
Richard Marriott,United States,69,1.7,United States,2008
Robert McNair,United States,71,1.7,United States,2008
Vikas Oberoi,India,37,1.7,India,2008
Sergei Petrov,Russia,53,1.7,Russia,2008
Michael Price,United States,55,1.7,United States,2008
Wilbur Ross Jr,United States,70,1.7,United States,2008
David Sainsbury,United Kingdom,67,1.7,United Kingdom,2008
Dieter Schnabel,Germany,62,1.7,Germany,2008
John Sperling,United States,87,1.7,United States,2008
Peter Sperling,United States,48,1.7,United States,2008
A Alfred Taubman,United States,84,1.7,United States,2008
Faruk Yalcin,Turkey,84,1.7,Turkey,2008
Mohammed Al Rajhi,Saudi Arabia,n/a,1.6,Saudi Arabia,2008
Emilio Azcarraga Jean,Mexico,40,1.6,Mexico,2008
Peter Buck,United States,77,1.6,United States,2008
John Calamos & family,United States,67,1.6,United States,2008
Chen Yihong,China,50,1.6,China,2008
David Cheriton,Canada,56,1.6,United States,2008
Fred DeLuca,United States,60,1.6,United States,2008
Anurag Dikshit,India,36,1.6,Gibraltar,2008
Ralph Dommermuth,Germany,44,1.6,Germany,2008
James Dyson,United Kingdom,60,1.6,United Kingdom,2008
John J Fisher,United States,46,1.6,United States,2008
Thomas Friedkin,United States,72,1.6,United States,2008
Alan Gerry,United States,78,1.6,United States,2008
B Thomas Golisano,United States,66,1.6,United States,2008
Marguerite Harbert,United States,84,1.6,United States,2008
Alfredo Harp Helu & family,Mexico,64,1.6,Mexico,2008
Richard Hayne,United States,60,1.6,United States,2008
Stanley Stub Hubbard,United States,74,1.6,United States,2008
Michael Ilitch,United States,78,1.6,United States,2008
Irwin Jacobs,United States,74,1.6,United States,2008
Brad Kelley,United States,51,1.6,United States,2008
Randal Kirk,United States,54,1.6,United States,2008
Andrei Kozitsyn,Russia,47,1.6,Russia,2008
Patrick Lee,Hong Kong,n/a,1.6,Hong Kong,2008
Bernard Marcus,United States,78,1.6,United States,2008
John Morgridge,United States,74,1.6,United States,2008
Kenneth Morrison,United Kingdom,76,1.6,United Kingdom,2008
Igor Olenicoff,United States,65,1.6,United States,2008
Richard Peery,United States,67,1.6,United States,2008
Ernest Rady,United States,70,1.6,United States,2008
Bernard Saul II,United States,75,1.6,United States,2008
Melker Schorling,Sweden,60,1.6,Sweden,2008
Walter Scott Jr,United States,76,1.6,United States,2008
Shen Wenrong,China,62,1.6,China,2008
Phyllis Taylor,United States,66,1.6,United States,2008
Tsai Eng Meng,Taiwan,51,1.6,Taiwan,2008
Peter Unger,Germany,63,1.6,Germany,2008
Murat Vargi,Turkey,59,1.6,Turkey,2008
Roger Wang,United States,58,1.6,China,2008
Arne Wilhelmsen & family,Norway,77,1.6,Norway,2008
Xian Yang,China,34,1.6,China,2008
Zhang Guiping & family,China,56,1.6,China,2008
John Abele,United States,71,1.5,United States,2008
Dennis Albaugh,United States,58,1.5,United States,2008
Roland Arnall,United States,68,1.5,United States,2008
John Arnold,United States,34,1.5,United States,2008
John Arrillaga,United States,70,1.5,United States,2008
Ronald Baron,United States,64,1.5,United States,2008
Andrew Beal,United States,55,1.5,United States,2008
Oleg Boyko,Russia,43,1.5,Russia,2008
John Brown,United States,73,1.5,United States,2008
Thomas Bruch,Germany,57,1.5,Germany,2008
Ahmet Calik,Turkey,49,1.5,Turkey,2008
Chu Mang Yee,China,49,1.5,China,2008
Bharat Desai & family,United States,55,1.5,United States,2008
Dou Zhenggang,China,54,1.5,China,2008
Israel Englander,United States,60,1.5,United States,2008
Gabriel Escarrer,Spain,73,1.5,Spain,2008
Christopher Goldsbury,United States,65,1.5,United States,2008
Alec Gores,United States,55,1.5,United States,2008
Jeffrey Hildebrand,United States,49,1.5,United States,2008
Jeremy Jacobs Sr,United States,68,1.5,United States,2008
Joseph Jamail Jr,United States,82,1.5,United States,2008
Hamilton James,United States,56,1.5,United States,2008
Ryoichi Jinnai,Japan,81,1.5,Japan,2008
Vinod Khosla,United States,53,1.5,United States,2008
Jerome Kohlberg Jr,United States,82,1.5,United States,2008
Lev Kvetnoi,Russia,42,1.5,Russia,2008
Marc Lasry,United States,48,1.5,United States,2008
Nancy Lerner,United States,47,1.5,United States,2008
Norma Lerner,United States,71,1.5,United States,2008
Randolph Lerner,United States,46,1.5,United States,2008
Thomas Marsico,United States,53,1.5,United States,2008
"Billy Joe ""Red"" McCombs",United States,80,1.5,United States,2008
Gary Michelson,United States,59,1.5,United States,2008
William Moncrief Jr,United States,87,1.5,United States,2008
Jorge Perez,United States,58,1.5,United States,2008
James Ratcliffe,United Kingdom,55,1.5,United Kingdom,2008
GV Krishna Reddy,India,71,1.5,India,2008
Trevor Rees-Jones,United States,57,1.5,United States,2008
David Rich,United States,63,1.5,United States,2008
Marc Rich,United States,73,1.5,Switzerland,2008
Andrei Rogachev,Russia,44,1.5,Russia,2008
Marc Rowan,United States,46,1.5,United States,2008
Gracias Saldanha,India,71,1.5,India,2008
Tamir Sapir,United States,60,1.5,United States,2008
Emanuele (Lino) Saputo,Canada,71,1.5,Canada,2008
Nikolai Sarkisov,Russia,39,1.5,Russia,2008
Sergei Sarkisov,Russia,48,1.5,Russia,2008
Fayez Sarofim,United States,79,1.5,United States,2008
Joseph Steinberg,United States,64,1.5,United States,2008
Kerry Stokes,Australia,66,1.5,Australia,2008
Alexander Svetakov,Russia,40,1.5,Russia,2008
Lucio Tan & family,Philippines,73,1.5,Philippines,2008
Murat Ulker,Turkey,48,1.5,Turkey,2008
Todd Wagner,United States,47,1.5,United States,2008
Theodore Waitt,United States,45,1.5,United States,2008
Lorenzo Zambrano & family,Mexico,63,1.5,Mexico,2008
Zhang Keqiang,China,47,1.5,China,2008
Mark Zuckerberg,United States,23,1.5,United States,2008
Ali Ibrahim Agaoglu,Turkey,54,1.4,Turkey,2008
Farkhad Akhmedov,Russia,52,1.4,Russia,2008
Carl Berg,United States,70,1.4,United States,2008
Maxim Blazhko,Russia,39,1.4,Russia,2008
Vincent Bollore,France,55,1.4,France,2008
Cha Yong-Keu,South Korea,51,1.4,South Korea,2008
Cheung Chung Kiu,China,43,1.4,Hong Kong,2008
James Clark,United States,64,1.4,United States,2008
Jean Coutu,Canada,80,1.4,Canada,2008
Horacio da Silva Roque,Portugal,63,1.4,Portugal,2008
Robert Day,United States,64,1.4,United States,2008
James Dinan,United States,49,1.4,United States,2008
Lloyd Dorfman,United Kingdom,55,1.4,United Kingdom,2008
N Murray Edwards,Canada,48,1.4,Canada,2008
Richard Egan,United States,72,1.4,United States,2008
Robert Fisher,United States,54,1.4,United States,2008
William Fisher,United States,50,1.4,United States,2008
James France,United States,63,1.4,United States,2008
Douglas Fregin,Canada,47,1.4,Canada,2008
Robert Friedland,United States,57,1.4,Singapore,2008
Soichiro Fukutake,Japan,62,1.4,Japan,2008
Jayme Garfinkel,Brazil,61,1.4,Brazil,2008
Louis Gonda,United States,59,1.4,United States,2008
Naresh Goyal,India,58,1.4,United Kingdom,2008
Nazek Hariri,Lebanon,n/a,1.4,France,2008
Gerald Harvey,Australia,68,1.4,Australia,2008
Huang Maoru,Belize,n/a,1.4,China,2008
Vladimir Iorikh,Russia,49,1.4,Russia,2008
Jerral Jones,United States,65,1.4,United States,2008
Bruce Karsh,United States,53,1.4,United States,2008
Robert Kraft,United States,66,1.4,United States,2008
Tracy Krohn,United States,53,1.4,United States,2008
Richard Li,Hong Kong,41,1.4,Hong Kong,2008
Robin Li,China,39,1.4,China,2008
Ma Huateng,China,36,1.4,China,2008
Anne Windfohr Marion,United States,68,1.4,United States,2008
Howard Marks,United States,61,1.4,United States,2008
Robert McLane Jr,United States,71,1.4,United States,2008
NR Narayana Murthy,India,61,1.4,India,2008
Shigenobu Nagamori,Japan,54,1.4,Japan,2008
Alexander Ponomarenko,Russia,43,1.4,Russia,2008
Leandro Rizzuto,United States,70,1.4,United States,2008
David Ross,United Kingdom,42,1.4,United Kingdom,2008
Patrick Ryan,United States,70,1.4,United States,2008
Richard Scaife,United States,75,1.4,United States,2008
Alexander Skorobogatko,Russia,40,1.4,Russia,2008
Thomas Straumann,Switzerland,44,1.4,Switzerland,2008
Henry Sy & family,Philippines,83,1.4,Philippines,2008
Gautam Thapar,India,47,1.4,India,2008
Joop van den Ende,Netherlands,66,1.4,Netherlands,2008
Sergei Veremeenko,Russia,56,1.4,Russia,2008
Sanford Weill,United States,75,1.4,United States,2008
Arthur Williams Jr,United States,65,1.4,United States,2008
Dmitry Zelenov,Russia,35,1.4,Russia,2008
Thomas Bailey,United States,71,1.3,United States,2008
Enrique Banuelos,Spain,42,1.3,Spain,2008
Boris Berezovsky,Russia,62,1.3,United Kingdom,2008
Stephen Bisciotti,United States,47,1.3,United States,2008
Arthur Blank,United States,65,1.3,United States,2008
Timothy Blixseth,United States,57,1.3,United States,2008
Anneliese Brost,Germany,87,1.3,Germany,2008
S Truett Cathy,United States,87,1.3,United States,2008
Dhanin Chearavanont,Thailand,68,1.3,Thailand,2008
Francis Choi,Hong Kong,60,1.3,Hong Kong,2008
Scott Cook,United States,55,1.3,United States,2008
Ian M Cumming,United States,67,1.3,United States,2008
David Davidovich,Russia,45,1.3,Russia,2008
Barry Diller,United States,66,1.3,United States,2008
Glenn Dubin,United States,51,1.3,United States,2008
David Duffield,United States,67,1.3,United States,2008
Bulent Eczacibasi,Turkey,58,1.3,Turkey,2008
Faruk Eczacibasi,Turkey,54,1.3,Turkey,2008
Frank Fertitta III,United States,46,1.3,United States,2008
Lorenzo Fertitta,United States,39,1.3,United States,2008
Mario Gabelli,United States,65,1.3,United States,2008
William Gross,United States,63,1.3,United States,2008
Mubariz Gurbanoglu,Turkey,40,1.3,Turkey,2008
Michael Heisley Sr,United States,71,1.3,United States,2008
Thomas Hicks,United States,62,1.3,United States,2008
Thomas Hunter,United Kingdom,46,1.3,Scotland,2008
Nimesh Kampani,India,61,1.3,India,2008
Nasser Khalili,United Kingdom,62,1.3,United Kingdom,2008
Andrei Komarov,Russia,41,1.3,Russia,2008
Kong Jian Min,China,40,1.3,China,2008
Ryszard Krauze,Poland,51,1.3,Poland,2008
Kuok Khoon Hong,Singapore,59,1.3,Singapore,2008
Barry Lam,Taiwan,58,1.3,Taiwan,2008
PNC Menon,Oman,59,1.3,India,2008
Michael Moritz,United States,53,1.3,United States,2008
Robert Naify,United States,86,1.3,United States,2008
Gabriel Panayotides & family,Greece,n/a,1.3,Greece,2008
Nelson Peltz,United States,65,1.3,United States,2008
Sebastian Pinera,Chile,58,1.3,Chile,2008
Clayton Riddell,Canada,70,1.3,Canada,2008
Julian Robertson Jr,United States,76,1.3,United States,2008
Barry Rosenstein,United States,49,1.3,United States,2008
Steven Roth,United States,66,1.3,United States,2008
Monika Schoeller,Germany,69,1.3,Germany,2008
Walter Shorenstein & family,United States,93,1.3,United States,2008
Herbert Siegel,United States,79,1.3,United States,2008
Herbert Simon,United States,73,1.3,United States,2008
Daniel Snyder,United States,43,1.3,United States,2008
George Steinbrenner III,United States,77,1.3,United States,2008
Ernest Stempel,United States,91,1.3,Bermuda,2008
Henry Swieca,United States,51,1.3,United States,2008
Girish Tanti,India,38,1.3,India,2008
Jitendra Tanti,India,43,1.3,India,2008
Kenny Troutt,United States,60,1.3,United States,2008
Hope Hill van Beuren,United States,74,1.3,United States,2008
Ruben Vardanian,Russia,39,1.3,Russia,2008
Dieter von Holtzbrinck,Germany,66,1.3,Germany,2008
Stefan von Holtzbrinck,Germany,44,1.3,Germany,2008
Charlotte Colket Weber,United States,65,1.3,United States,2008
Jan Wejchert,Poland,58,1.3,Poland,2008
Margaret Whitman,United States,51,1.3,United States,2008
Yang Erzhu,China,57,1.3,China,2008
Tadahiro Yoshida & family,Japan,61,1.3,Japan,2008
Zhang Cheng Fei,China,38,1.3,China,2008
Olgun Zorlu,Turkey,44,1.3,Turkey,2008
Aras Agalarov,Russia,52,1.2,Russia,2008
Alberto Alcocer,Spain,65,1.2,Spain,2008
Marc Benioff,United States,43,1.2,United States,2008
Peter Briger Jr,United States,44,1.2,United States,2008
Stephen Case,United States,49,1.2,United States,2008
Richard Chilton,United States,50,1.2,United States,2008
Hasan Colakoglu,Turkey,52,1.2,Turkey,2008
Leon G Cooperman,United States,64,1.2,United States,2008
Alberto Cortina,Spain,62,1.2,Spain,2008
John Coustas,Greece,51,1.2,Greece,2008
Wesley Edens,United States,46,1.2,United States,2008
John Edson,United States,75,1.2,United States,2008
Thomas Flatley,United States,75,1.2,United States,2008
Gao Dekang,China,56,1.2,China,2008
Sameer Gehlaut,India,34,1.2,India,2008
Pincus Green,United States,72,1.2,Israel,2008
Suat Gunsel,Cyprus,56,1.2,Cyprus,2008
Marvin Herb,United States,71,1.2,United States,2008
Huh Chang-Soo,South Korea,59,1.2,South Korea,2008
Johnelle Hunt,United States,76,1.2,United States,2008
George Joseph,United States,86,1.2,United States,2008
William Kellogg,United States,64,1.2,United States,2008
Igor Kesaev,Russia,41,1.2,Russia,2008
Said Khoury,Lebanon,85,1.2,Greece,2008
Jimmy Lai,Hong Kong,n/a,1.2,Hong Kong,2008
Guilherme Peirao Leal,Brazil,57,1.2,Brazil,2008
Lin Li,China,44,1.2,China,2008
Vijay Mallya,India,52,1.2,India,2008
Alexander Mamut,Russia,47,1.2,Russia,2008
Miao Liansheng,China,51,1.2,China,2008
Arturo Moreno,United States,61,1.2,United States,2008
Michael Novogratz,United States,43,1.2,United States,2008
Ahsen Ozokur,Turkey,n/a,1.2,Turkey,2008
Richard Perry,United States,53,1.2,United States,2008
Sergei Polonsky,Russia,35,1.2,Russia,2008
Luis Portillo,Spain,46,1.2,Spain,2008
J Joseph Ricketts,United States,66,1.2,United States,2008
Sevket Sabanci,Turkey,72,1.2,Turkey,2008
Silvio Scaglia,Italy,49,1.2,Italy,2008
Antonio Luiz Seabra,Brazil,65,1.2,United Kingdom,2008
Yasumitsu Shigeta,Japan,43,1.2,Japan,2008
Rajendra Singh,United States,53,1.2,United States,2008
O Bruton Smith,United States,81,1.2,United States,2008
Peter Sondakh,Indonesia,56,1.2,Indonesia,2008
Thomas Steyer,United States,50,1.2,United States,2008
Vinod Tanti,India,45,1.2,India,2008
Joyce Raley Teel,United States,77,1.2,United States,2008
Peter Thiel,United States,40,1.2,United States,2008
Ion Tiriac,Romania,68,1.2,Romania,2008
Samuel Wyly,United States,72,1.2,United States,2008
Xu Jiayin,China,50,1.2,China,2008
Jerry Zucker,United States,58,1.2,United States,2008
Anu Aga,India,65,1.1,India,2008
Mary Anselmo,United States,79,1.1,United States,2008
Turgay Ciner,Turkey,52,1.1,Turkey,2008
Luis del Rivero,Spain,59,1.1,Spain,2008
Michael Eisner,United States,66,1.1,United States,2008
Richard Elman & family,United Kingdom,n/a,1.1,Hong Kong,2008
Paul Fireman,United States,64,1.1,United States,2008
Leslie Gonda,United States,87,1.1,United States,2008
John Grill,Australia,62,1.1,Australia,2008
Albert Gubay,United Kingdom,79,1.1,United Kingdom,2008
Bjorgolfur Gudmundsson,Iceland,67,1.1,Iceland,2008
Dorrance Hamilton,United States,79,1.1,United States,2008
Hind Hariri,Lebanon,24,1.1,Lebanon,2008
Jonathan Harmsworth,United Kingdom,40,1.1,United Kingdom,2008
Stephen Jennings,New Zealand,47,1.1,Russia,2008
Morris Kahn,Israel,78,1.1,Israel,2008
Roman Karkosik,Poland,57,1.1,Poland,2008
Viktor Kharitonin,Russia,35,1.1,Russia,2008
Habil Khorakiwala,India,65,1.1,India,2008
Sidney Kimmel,United States,80,1.1,United States,2008
Koo Bon-Moo,South Korea,63,1.1,South Korea,2008
Marc Ladreit de Lacharriere,France,67,1.1,France,2008
Peter Lewis,United States,74,1.1,United States,2008
Li San Yim,China,56,1.1,China,2008
Leonard Litwin,United States,93,1.1,United States,2008
Jose Manuel Loureda,Spain,68,1.1,Spain,2008
Jack Ma,China,44,1.1,China,2008
Gary Magness,United States,54,1.1,United States,2008
Marc Nathanson,United States,62,1.1,United States,2008
Peter Nicholas,United States,66,1.1,United States,2008
Nandan Nilekani,India,52,1.1,India,2008
Dwight Opperman,United States,85,1.1,United States,2008
Megdet Rahimkulov & family,Russia,62,1.1,Hungary,2008
Paul Raymond,United Kingdom,83,1.1,United Kingdom,2008
Arthur Rock,United States,81,1.1,United States,2008
Serra Sabanci,Turkey,35,1.1,Turkey,2008
Jignesh Shah,India,41,1.1,India,2008
Charles Simonyi,United States,60,1.1,United States,2008
Alexander Spanos & family,United States,84,1.1,United States,2008
Michael Spencer,United Kingdom,52,1.1,United Kingdom,2008
Oakleigh Thorne,United States,75,1.1,United States,2008
Tiong Hiew King,Malaysia,72,1.1,Malaysia,2008
Norman Waitt Jr,United States,53,1.1,United States,2008
Alfred West Jr,United States,65,1.1,United States,2008
Gary West,United States,62,1.1,United States,2008
Mary West,United States,62,1.1,United States,2008
Gavril Yushvaev,Russia,50,1.1,Russia,2008
Zhang Zhixiang,China,41,1.1,China,2008
