name,country,age,wealth,residence,year
Antonia Johnson,Sweden,64,7,Sweden,2008
Ng Teng Fong,Singapore,79,7,Singapore,2008
Galen Weston & family,Canada,67,7,Canada,2008
Harold Simmons,United States,76,6.9,United States,2008
Steven Cohen,United States,52,6.8,United States,2008
Stefan Quandt,Germany,42,6.8,Germany,2008
Sumner Redstone,United States,84,6.8,United States,2008
"James, Arthur & John Irving",Canada,n/a,6.7,Canada,2008
Sammy Ofer & family,Israel,86,6.7,Monaco,2008
Eike Batista,Brazil,51,6.6,Brazil,2008
Curt Engelhorn,Germany,81,6.6,Switzerland,2008
Eric Schmidt,United States,52,6.6,United States,2008
Eli Broad,United States,74,6.5,United States,2008
Andrew Forrest,Australia,46,6.5,Australia,2008
Kjeld Kirk Kristiansen,Denmark,60,6.5,Denmark,2008
Stephen Schwarzman,United States,61,6.5,United States,2008
Leonid Fedun,Russia,51,6.4,Russia,2008
Boris Ivanishvili,Russia,52,6.4,Georgia,2008
Klaus-Michael Kuhne,Germany,70,6.4,Switzerland,2008
Sergei Popov,Russia,36,6.4,Russia,2008
Hiroshi Yamauchi,Japan,80,6.4,Japan,2008
James Kennedy,United States,60,6.3,United States,2008
Karl-Heinz Kipp,Germany,84,6.3,Switzerland,2008
Blair Parry-Okedon,United States,57,6.3,Australia,2008
Ricardo Salinas Pliego & family,Mexico,52,6.3,Mexico,2008
Andrey Melnichenko,Russia,36,6.2,Russia,2008
Robert Rowling,United States,54,6.2,United States,2008
Terry Gou,Taiwan,57,6.1,Taiwan,2008
Kirill Pisarev,Russia,38,6.1,Russia,2008
Dorothea Steinbruch & family,Brazil,n/a,6.1,Brazil,2008
Yuri Zhukov,Russia,38,6.1,Russia,2008
Anil Agarwal,India,54,6,United Kingdom,2008
David Geffen,United States,65,6,United States,2008
Dmitry Pumpyansky,Russia,44,6,Russia,2008
Johanna Quandt,Germany,81,6,Germany,2008
Sean Quinn & family,Ireland,61,6,Ireland,2008
Hansjorg Wyss,Switzerland,72,6,United States,2008
Samuel Zell,United States,66,6,United States,2008
Jean-Claude Decaux & family,France,70,5.9,France,2008
Jorge Paulo Lemann,Brazil,68,5.8,Brazil,2008
Lee Shin Cheng,Malaysia,68,5.7,Malaysia,2008
Nicky Oppenheimer & family,South Africa,62,5.7,South Africa,2008
James Packer,Australia,40,5.7,Australia,2008
Edward Rogers,Canada,74,5.7,Canada,2008
Charles Schwab,United States,70,5.6,United States,2008
Pyotr Aven,Russia,53,5.5,Russia,2008
Robert Bass,United States,60,5.5,United States,2008
Alexander Frolov,Russia,43,5.5,Russia,2008
Adi Godrej & family,India,65,5.5,India,2008
Henry Kravis,United States,64,5.5,United States,2008
Jim Pattison,Canada,79,5.5,Canada,2008
David & Simon Reuben,United Kingdom,n/a,5.5,United Kingdom,2008
George Roberts,United States,64,5.5,United States,2008
Luis Carlos Sarmiento,Colombia,75,5.5,Colombia,2008
James Simons,United States,70,5.5,United States,2008
YC Wang & family,Taiwan,91,5.5,Taiwan,2008
Micky Arison,United States,58,5.4,United States,2008
Steven Jobs,United States,53,5.4,United States,2008
Michael Kadoorie & family,Hong Kong,67,5.4,Hong Kong,2008
Hasso Plattner,Germany,64,5.4,Germany,2008
Julio Mario Santo Domingo,Colombia,84,5.4,Colombia,2008
Mohamed Bin Issa Al Jaber,Saudi Arabia,49,5.3,Saudi Arabia,2008
Hubert Burda,Germany,68,5.3,Germany,2008
Kunio Busujima & family,Japan,82,5.3,Japan,2008
Rafael del Pino & family,Spain,87,5.3,Spain,2008
Alicia Koplowitz,Spain,55,5.2,Spain,2008
G M Rao,India,57,5.2,India,2008
Thomas Schmidheiny,Switzerland,62,5.2,Switzerland,2008
Graeme Hart,New Zealand,52,5.1,New Zealand,2008
Masayoshi Son,Japan,50,5.1,Japan,2008
Giorgio Armani,Italy,73,5,Italy,2008
Otto Beisheim,Germany,84,5,Switzerland,2008
Michael Herz,Germany,62,5,Germany,2008
Robert Holding,United States,81,5,United States,2008
Saleh Kamel,Saudi Arabia,66,5,Saudi Arabia,2008
Lorenzo Mendoza & family,Venezuela,42,5,Venezuela,2008
Pallonji Mistry,Ireland,78,5,India,2008
Victor Pinchuk,Ukraine,47,5,Ukraine,2008
Wolfgang Herz,Germany,57,4.9,Germany,2008
Karl Wlaschek,Austria,90,4.9,Austria,2008
Michael & Rainer Schmidt-Ruthenbeck,Germany,n/a,4.8,Germany,2008
Saleh Al Rajhi,Saudi Arabia,96,4.7,Saudi Arabia,2008
Charles Cadogan & family,United Kingdom,71,4.7,United Kingdom,2008
Vladimir Kim,Kazakhstan,47,4.7,Kazakhstan,2008
Patrick McGovern,United States,70,4.7,United States,2008
Leonid Mikhelson,Russia,52,4.7,Russia,2008
David Murdock,United States,84,4.7,United States,2008
Andreas Strungmann,Germany,58,4.7,Germany,2008
Thomas Strungmann,Germany,58,4.7,Germany,2008
Gustavo Cisneros & family,Venezuela,62,4.6,Venezuela,2008
Lester Crown & family,United States,82,4.6,United States,2008
Paul Desmarais,Canada,81,4.6,Canada,2008
Frank Lowy & family,Australia,77,4.6,Australia,2008
Stef Wertheimer & family,Israel,82,4.6,Israel,2008
Martin & Olivier Bouygues,France,55/57,4.5,France,2008
William Cook,United States,76,4.5,United States,2008
William Davidson,United States,85,4.5,United States,2008
Charles Johnson,United States,75,4.5,United States,2008
Lev Leviev,Israel,52,4.5,United Kingdom,2008
Paul Milstein & family,United States,85,4.5,United States,2008
Stephen Ross,United States,67,4.5,United States,2008
Nobutada Saji & family,Japan,62,4.5,Japan,2008
Zhang Jindong,China,45,4.5,China,2008
Richard Branson,United Kingdom,57,4.4,United Kingdom,2008
Harold Hamm,United States,62,4.4,United States,2008
Eitaro Itoyama,Japan,65,4.4,Japan,2008
Indu Jain,India,71,4.4,India,2008
Pauline MacMillan Keinath,United States,76,4.4,United States,2008
Cargill MacMillan Jr,United States,80,4.4,United States,2008
John MacMillan III,United States,80,4.4,United States,2008
Whitney MacMillan,United States,79,4.4,United States,2008
Marion MacMillan Pictet,United States,76,4.4,Bermuda,2008
John Sall,United States,58,4.4,United States,2008
Peter Woo & family,Hong Kong,62,4.4,Hong Kong,2008
Jeronimo Arango,Mexico,82,4.3,Mexico,2008
Stein Erik Hagen & family,Norway,51,4.3,Norway,2008
Mehmet Emin Karamehmet,Turkey,63,4.3,Turkey,2008
Joseph Lau,Hong Kong,56,4.3,Hong Kong,2008
Henry Ross Perot,United States,77,4.3,United States,2008
Tsai Wan-Tsai & family,Taiwan,78,4.3,Taiwan,2008
Elena Baturina,Russia,45,4.2,Russia,2008
Ihor Kolomoyskyy,Ukraine,n/a,4.2,Ukraine,2008
Ralph Lauren,United States,68,4.2,United States,2008
Shari Arison,Israel,50,4.1,Israel,2008
Leonard Stern,United States,69,4.1,United States,2008
Sarik Tara,Turkey,77,4.1,Turkey,2008
Ty Warner,United States,64,4.1,United States,2008
Vasily Anisimov,Russia,56,4,Russia,2008
Mikhail Balakin,Russia,46,4,Russia,2008
Leon Black,United States,57,4,United States,2008
Henadiy Boholyubov,Ukraine,46,4,Ukraine,2008
Ray Dalio,United States,58,4,United States,2008
Simon Halabi,United Kingdom,58,4,United Kingdom,2008
Hui Wing Mau,Hong Kong,57,4,Hong Kong,2008
Ray Hunt,United States,65,4,United States,2008
Herbert Kohler & family,United States,69,4,United States,2008
Dietrich Mateschitz,Austria,63,4,Austria,2008
Andrei Molchanov,Russia,36,4,Russia,2008
Husnu Ozyegin,Turkey,63,4,Turkey,2008
Anton Schlecker,Germany,63,4,Germany,2008
Dilip Shanghvi,India,52,4,India,2008
Eliezer Steinbruch & family,Brazil,n/a,4,Brazil,2008
Joan Tisch,United States,82,4,United States,2008
Chaleo Yoovidhya,Thailand,76,4,Thailand,2008
Gleb Fetisov,Russia,41,3.9,Russia,2008
Jaiprakash Gaur,India,77,3.9,India,2008
Lu Zhiqiang,China,55,3.9,China,2008
George Lucas,United States,63,3.9,United States,2008
Shiv Nadar,India,62,3.9,India,2008
Madeleine Schickedanz,Germany,64,3.9,Switzerland,2008
Stephen Wynn,United States,66,3.9,United States,2008
Rupert Johnson Jr,United States,66,3.8,United States,2008
Johann Rupert & family,South Africa,57,3.8,South Africa,2008
John Simplot & family,United States,99,3.8,United States,2008
Sukanto Tanoto,Indonesia,58,3.8,Singapore,2008
Richard DeVos,United States,82,3.7,United States,2008
Bernard Ecclestone & family,United Kingdom,77,3.7,United Kingdom,2008
Aloysio de Andrade Faria,Brazil,87,3.7,Brazil,2008
Heidi Horten,Austria,67,3.7,Austria,2008
Uday Kotak,India,49,3.7,India,2008
Gordon Moore,United States,79,3.7,United States,2008
Stephan Schmidheiny,Switzerland,60,3.7,Switzerland,2008
Steven Udvar-Hazy,United States,62,3.7,United States,2008
Walter Haefner,Switzerland,97,3.6,Switzerland,2008
Otto Happel,Germany,60,3.6,Switzerland,2008
Nicolas Hayek,Switzerland,79,3.6,Switzerland,2008
Bradley Hughes,United States,74,3.6,United States,2008
Mike Lazaridis,Canada,47,3.6,Canada,2008
Daniel Och,United States,47,3.6,United States,2008
Richard Schulze,United States,67,3.6,United States,2008
Jeffrey Skoll,Canada,43,3.6,United States,2008
John Sobrato & family,United States,68,3.6,United States,2008
Beny Steinmetz,Israel,51,3.6,Israel,2008
Tadashi Yanai & family,Japan,59,3.6,Japan,2008
Riley Bechtel,United States,55,3.5,United States,2008
Stephen Bechtel Jr,United States,82,3.5,United States,2008
Bjorgolfur Thor Bjorgolfsson,Iceland,41,3.5,United Kingdom,2008
Ronald Burkle,United States,55,3.5,United States,2008
Ray Dolby,United States,75,3.5,United States,2008
Stanley Druckenmiller,United States,54,3.5,United States,2008
Manuel Jove,Spain,66,3.5,Spain,2008
Bruce Kovner,United States,63,3.5,United States,2008
Edward Lampert,United States,45,3.5,United States,2008
Cyrus Poonawalla,India,66,3.5,India,2008
Ira Rennert,United States,74,3.5,United States,2008
Stefan Schorghuber,Germany,46,3.5,Germany,2008
Charoen Sirivadhanabhakdi,Thailand,63,3.5,Thailand,2008
Patrick Soon-Shiong,United States,56,3.5,United States,2008
Roustam Tariko,Russia,46,3.5,Russia,2008
Yitzhak Tshuva,Israel,59,3.5,Israel,2008
Wong Kwong Yu,China,38,3.5,China,2008
Daniel Ziff,United States,36,3.5,United States,2008
Dirk Ziff,United States,43,3.5,United States,2008
Robert Ziff,United States,41,3.5,United States,2008
James Balsillie,Canada,47,3.4,Canada,2008
Chen Din Hwa,Hong Kong,85,3.4,Hong Kong,2008
Huang Wei & family,China,48,3.4,China,2008
Anand Jain,India,51,3.4,India,2008
Haim Saban,United States,63,3.4,United States,2008
Dennis Washington,United States,73,3.4,United States,2008
Kostyantin Zhevago,Ukraine,34,3.4,Ukraine,2008
David Bonderman,United States,65,3.3,United States,2008
Clive Calder,United Kingdom,61,3.3,Cayman Islands,2008
Patokh Chodiev,Belgium,55,3.3,Kazakhstan,2008
Aliko Dangote,Nigeria,n/a,3.3,Nigeria,2008
Saad Hariri,Saudi Arabia,37,3.3,Saudi Arabia,2008
Alijan Ibragimov,Kazakhstan,54,3.3,Kazakhstan,2008
Paul Tudor Jones II,United States,53,3.3,United States,2008
Peter Kellogg,United States,65,3.3,United States,2008
Esther Koplowitz,Spain,57,3.3,Spain,2008
Leonard Lauder,United States,75,3.3,United States,2008
Alexander Machkevich,Israel,54,3.3,Kazakhstan,2008
Bernard (Barry) Sherman,Canada,66,3.3,Canada,2008
Evgeny (Eugene) Shvidler,United States,44,3.3,United Kingdom,2008
Andrei Skoch,Russia,42,3.3,Russia,2008
Teh Hong Piow,Malaysia,78,3.3,Malaysia,2008
Abdullah Al Rajhi,Saudi Arabia,n/a,3.2,Saudi Arabia,2008
Edgar Bronfman Sr,United States,78,3.2,United States,2008
Albert Frere,Belgium,82,3.2,Belgium,2008
Bahaa Hariri,Switzerland,41,3.2,Switzerland,2008
Ronald Lauder,United States,64,3.2,United States,2008
Robert Miller,Canada,62,3.2,Canada,2008
George Mitchell,United States,88,3.2,United States,2008
Klaus Tschira,Germany,67,3.2,Germany,2008
Michael Ying,Hong Kong,58,3.2,Hong Kong,2008
David & Frederick Barclay,United Kingdom,74,3.1,United Kingdom,2008
Filaret Galchev,Russia,45,3.1,Russia,2008
Min Kao,United States,59,3.1,United States,2008
Alexander Lebedev,Russia,48,3.1,Russia,2008
Sergio Mantegazza,Switzerland,80,3.1,Switzerland,2008
Wallace McCain,Canada,78,3.1,Canada,2008
Arnon Milchan,Israel,63,3.1,Israel,2008
A Jerrold Perenchio,United States,77,3.1,United States,2008
Carl Pohlad,United States,92,3.1,United States,2008
Zhang Li,China,55,3.1,China,2008
Majid Al Futtaim,United Arab Emirates,n/a,3,United Arab Emirates,2008
Sulaiman Algosaibi,Saudi Arabia,n/a,3,Saudi Arabia,2008
Isak Andic,Spain,53,3,Spain,2008
Lee Bass,United States,51,3,United States,2008
Sid Bass,United States,65,3,United States,2008
Heinz-Horst Deichmann,Germany,81,3,Germany,2008
Kenneth Griffin,United States,39,3,United States,2008
Diane Hendricks,United States,61,3,United States,2008
Gunter Herz,Germany,67,3,Germany,2008
Joachim Herz,Germany,65,3,Germany,2008
Henry Hillman,United States,89,3,United States,2008
Richard LeFrak & family,United States,62,3,United States,2008
Joseph Lewis,United Kingdom,71,3,Bahamas,2008
Liang Wengen,China,51,3,China,2008
Hugo Mann & family,Germany,94,3,Germany,2008
Rosalia Mera,Spain,64,3,Spain,2008
John Paulson,United States,52,3,United States,2008
T Boone Pickens,United States,79,3,United States,2008
Chandru Raheja,India,67,3,India,2008
Richard Rainwater,United States,63,3,United States,2008
Donald Schneider,United States,72,3,United States,2008
Steven Spielberg,United States,61,3,United States,2008
Ronda Stryker,United States,53,3,United States,2008
Tulsi Tanti,India,50,3,India,2008
Olav Thon,Norway,84,3,Norway,2008
Donald Trump,United States,61,3,United States,2008
Larry Yung,Hong Kong,66,3,Hong Kong,2008
Zhang Xin & family,China,43,3,China,2008
Nadhmi Auchi,United Kingdom,70,2.9,United Kingdom,2008
Heinz Bauer,Germany,68,2.9,Germany,2008
Carlo Benetton,Italy,64,2.9,Italy,2008
Gilberto Benetton,Italy,66,2.9,Italy,2008
Giuliana Benetton,Italy,70,2.9,Italy,2008
Luciano Benetton,Italy,72,2.9,Italy,2008
Daniela Herz,Germany,54,2.9,Germany,2008
Richard Kinder,United States,63,2.9,United States,2008
Li Sze Lim,Hong Kong,51,2.9,China,2008
Mario Moretti Polegato,Italy,55,2.9,Italy,2008
Axel Oberwelland,Germany,41,2.9,Germany,2008
Didier Primat,France,63,2.9,Switzerland,2008
Kjell Inge Rokke,Norway,49,2.9,Norway,2008
Samih Sawiris,Egypt,51,2.9,Egypt,2008
Shi Zhengrong,Australia,45,2.9,China,2008
Wee Cho Yaw & family,Singapore,79,2.9,Singapore,2008
Saif Al Ghurair & family,United Arab Emirates,n/a,2.8,United Arab Emirates,2008
Bassam Alghanim,Kuwait,n/a,2.8,Kuwait,2008
Kutayba Alghanim,Kuwait,61,2.8,Kuwait,2008
Gianluigi & Rafaela Aponte,Switzerland,n/a,2.8,Switzerland,2008
Khalid Bin Mahfouz & family,Saudi Arabia,79,2.8,Saudi Arabia,2008
Chung Mong-Joon,South Korea,56,2.8,South Korea,2008
Chung Mong-Koo,South Korea,70,2.8,South Korea,2008
James Coulter,United States,48,2.8,United States,2008
Ann Walton Kroenke,United States,58,2.8,United States,2008
Aubrey McClendon,United States,48,2.8,United States,2008
Alain Merieux & family,France,70,2.8,France,2008
Mitchell Rales,United States,51,2.8,United States,2008
Moise Safra,Brazil,73,2.8,Brazil,2008
T Denny Sanford,United States,72,2.8,United States,2008
Shi Yuzhu,China,46,2.8,China,2008
Tom Ward,United States,48,2.8,United States,2008
John Dorrance III,Ireland,64,2.7,Ireland,2008
William Fung,Hong Kong,60,2.7,Hong Kong,2008
David Gottesman,United States,81,2.7,United States,2008
Vitaliy Hayduk,Ukraine,50,2.7,Ukraine,2008
Barbara Piasecka Johnson,United States,71,2.7,Monaco,2008
E Stanley Kroenke,United States,60,2.7,United States,2008
Timur Kulibaev,Kazakhstan,41,2.7,Kazakhstan,2008
Dinara Kulibaeva,Kazakhstan,40,2.7,Kazakhstan,2008
Liu Yonghao,China,56,2.7,China,2008
Roger Penske,United States,71,2.7,United States,2008
Thomas Pritzker,United States,57,2.7,United States,2008
David Rockefeller Sr,United States,92,2.7,United States,2008
Takemitsu Takizaki,Japan,62,2.7,Japan,2008
Serhiy Taruta,Ukraine,53,2.7,Ukraine,2008
Glen Taylor,United States,66,2.7,United States,2008
Harry Triguboff,Australia,75,2.7,Australia,2008
Rakesh Wadhawan & family,India,56,2.7,India,2008
Romain Zaleski,France,75,2.7,Italy,2008
Jose Maria Aristrain,Spain,45,2.6,Spain,2008
Vladimir Bogdanov,Russia,56,2.6,Russia,2008
Francesco Gaetano Caltagirone,Italy,65,2.6,Italy,2008
Mark Cuban,United States,49,2.6,United States,2008
Leszek Czarnecki,Poland,46,2.6,Poland,2008
Mikhail Gutseriev,Russia,50,2.6,United Kingdom,2008
Amos Hostetter Jr,United States,71,2.6,United States,2008
Vyacheslav Kantor,Russia,54,2.6,Switzerland,2008
Kalanithi Maran,India,42,2.6,India,2008
Najib Mikati,Lebanon,52,2.6,Lebanon,2008
Taha Mikati,Lebanon,n/a,2.6,Lebanon,2008
Hiroshi Mikitani,Japan,43,2.6,Japan,2008
Steven Rales,United States,56,2.6,United States,2008
Melvin Simon,United States,81,2.6,United States,2008
Clemmie Spangler Jr,United States,75,2.6,United States,2008
Leslie Wexner,United States,70,2.6,United States,2008
Khalaf Al Habtoor,United Arab Emirates,58,2.5,United Arab Emirates,2008
Leonore Annenberg,United States,90,2.5,United States,2008
Michael Ashley,United Kingdom,48,2.5,United Kingdom,2008
Edward Bass,United States,63,2.5,United States,2008
Franklin Booth Jr,United States,84,2.5,United States,2008
Charles Brandes,United States,65,2.5,United States,2008
Cho Tak Wong,Hong Kong,62,2.5,China,2008
William Conway Jr,United States,58,2.5,United States,2008
Daniel D'Aniello,United States,61,2.5,United States,2008
Jim Davis & family,United States,64,2.5,United States,2008
Dermot Desmond,Ireland,58,2.5,Ireland,2008
Charles Dolan & family,United States,81,2.5,United States,2008
David Filo,United States,41,2.5,United States,2008
Victor Fung,United States,62,2.5,Hong Kong,2008
Malcolm Glazer & family,United States,79,2.5,United States,2008
Laurence Graff,United Kingdom,69,2.5,Switzerland,2008
Mohammed Ibrahim,United Kingdom,n/a,2.5,United Kingdom,2008
Micky Jagtiani,India,56,2.5,United Arab Emirates,2008
Stephen Jarislowsky,Canada,82,2.5,Canada,2008
Theodore Lerner,United States,82,2.5,United States,2008
Vincent Lo,Hong Kong,59,2.5,Hong Kong,2008
Craig McCaw,United States,58,2.5,United States,2008
Michael Milken,United States,61,2.5,United States,2008
Dinu Patriciu,Romania,57,2.5,Romania,2008
Xiaofeng Peng,China,33,2.5,China,2008
Penny Pritzker,United States,48,2.5,United States,2008
Robert Rich Jr,United States,67,2.5,United States,2008
David Rubenstein,United States,58,2.5,United States,2008
Hermann Schnabel,Germany,86,2.5,Germany,2008
Bruno Schroder & family,United Kingdom,75,2.5,United Kingdom,2008
Lynn Schusterman,United States,69,2.5,United States,2008
David Shaw,United States,56,2.5,United States,2008
Malvinder & Shivinder Singh,India,35/33,2.5,India,2008
David Sun,United States,57,2.5,United States,2008
Tang Yiu & family,Hong Kong,n/a,2.5,Hong Kong,2008
Marcel Herrmann Telles,Brazil,58,2.5,Brazil,2008
Gennady Timchenko,Russia,55,2.5,Switzerland,2008
Wilma Tisch,United States,80,2.5,United States,2008
John Tu,United States,68,2.5,United States,2008
John Whittaker,United Kingdom,66,2.5,United Kingdom,2008
Oprah Winfrey,United States,54,2.5,United States,2008
Frank Batten Sr,United States,81,2.4,United States,2008
Charles Bronfman,Canada,76,2.4,Canada,2008
Matthew Bucksbaum & family,United States,82,2.4,United States,2008
John de Mol,Netherlands,53,2.4,Netherlands,2008
Gordon Getty,United States,74,2.4,United States,2008
William Randolph Hearst III,United States,58,2.4,United States,2008
H Wayne Huizenga,United States,70,2.4,United States,2008
Nancy Walton Laurie,United States,56,2.4,United States,2008
Fredrik Lundberg,Sweden,56,2.4,Sweden,2008
Patrice Motsepe,South Africa,46,2.4,South Africa,2008
Charles Munger,United States,84,2.4,United States,2008
Anthony Pritzker,United States,47,2.4,United States,2008
Daniel Pritzker,United States,49,2.4,United States,2008
James Pritzker,United States,56,2.4,United States,2008
Jay Robert (JB) Pritzker,United States,43,2.4,United States,2008
Jean (Gigi) Pritzker,United States,46,2.4,United States,2008
Karen Pritzker,United States,50,2.4,United States,2008
Linda Pritzker,United States,54,2.4,United States,2008
Gina Rinehart,Australia,54,2.4,Australia,2008
