"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","headquarters","state","title.company","position","rank","net_worth.millions","is.government","pay.millions","assets_under_management.millions","salary.millions","url.bio.forbes","url.image"
"898",2014,"Billionaires","Howard Marks","Marks",-1.703,71,"private equity","Investments","M","United States",2018-02-13 23:10:01,1941.133,1250,1250,"//specials-images.forbesimg.com/imageserve/59de733931358e542c039e6f/416x416.jpg?background=000000&cropX1=817&cropX2=2143&cropY1=263&cropY2=1588","CA","California","Chairman, Oaktree Capital Group LLC",898,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/howard-marks","http://i.forbesimg.com/media/lists/people/howard-marks_200x200.jpg"
"899",2014,"Billionaires","Clayton Mathile","Mathile",0,77,"pet food","Food and Beverage","M","United States",2018-02-13 23:10:01,2339,1050,1050,"http://specials-images.forbesimg.com/imageserve/6baeba7b35427c8c258c195dd674a0f7/416x416.jpg?background=000000&cropX1=10&cropX2=744&cropY1=31&cropY2=766","OH","Ohio",NA,899,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/clayton-mathile","http://i.forbesimg.com/media/lists/people/clayton-mathile_200x200.jpg"
"900",2014,"Billionaires","Drayton McLane, Jr.","McLane",20.849,81,"Wal-Mart, logistics","Fashion and Retail","M","United States",2018-02-13 23:10:01,2413.498,1010,1010,"//specials-images.forbesimg.com/imageserve/59de73b04bbe6f37dda057e7/416x416.jpg?background=000000&cropX1=819&cropX2=2165&cropY1=347&cropY2=1693","TX","Texas",NA,900,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/drayton-mclane-jr","http://i.forbesimg.com/media/lists/people/drayton-mclane-jr_200x200.jpg"
"901",2014,"Billionaires","Robert McNair","McNair",0,81,"energy, sports","Sports","M","United States",2018-02-13 23:10:01,3754.72,596,596,"//specials-images.forbesimg.com/imageserve/59dbcffd4bbe6f37dda03488/416x416.jpg?background=000000&cropX1=770&cropX2=4228&cropY1=0&cropY2=3456","TX","Texas",NA,901,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/robert-mcnair","http://i.forbesimg.com/media/lists/people/robert-mcnair_200x200.jpg"
"902",2014,"Billionaires","Erwin Franz Mueller","Mueller",0,85,"drug stores","Fashion & Retail","M","Germany",2018-02-13 23:10:01,2938.927,809,809,"//specials-images.forbesimg.com/imageserve/58a1d103a7ea431f321964a5/416x416.jpg?background=000000&cropX1=13&cropX2=664&cropY1=27&cropY2=678",NA,NA,NA,902,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/erwin-franz-mueller","http://i.forbesimg.com/media/lists/people/erwin-franz-mueller_200x200.jpg"
"903",2014,"Billionaires","Or Wai Sheun","Or",11.688,66,"real estate","Real Estate","M","Hong Kong",2018-02-13 23:10:01,2489.115,972,972,"//specials-images.forbesimg.com/imageserve/5877c684a7ea431d601ca180/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=371&cropY2=1115",NA,NA,NA,903,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/or-wai-sheun","http://i.forbesimg.com/media/lists/people/or-wai-sheun_200x200.jpg"
"904",2014,"Billionaires","Florentino Perez","Perez",-46.838,70,"construction","Construction & Engineering","M","Spain",2018-02-13 23:10:01,1953.214,1246,1246,"//specials-images.forbesimg.com/imageserve/58a27b4fa7ea431f321975ec/416x416.jpg?background=000000&cropX1=158&cropX2=744&cropY1=129&cropY2=716",NA,NA,NA,904,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/florentino-perez","http://i.forbesimg.com/media/lists/people/florentino-perez_200x200.jpg"
"905",2014,"Billionaires","Jorge Perez","Perez",0,68,"condos","Real Estate","M","United States",2018-02-13 23:10:01,2991.26,797,797,"//specials-images.forbesimg.com/imageserve/57e084a331358e16c589ba3c/416x416.jpg?background=000000&cropX1=140&cropX2=647&cropY1=102&cropY2=610","FL","Florida",NA,905,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/jorge-perez","http://i.forbesimg.com/media/lists/people/jorge-perez_200x200.jpg"
"906",2014,"Billionaires","Daniel Pritzker","Pritzker",6.387,59,"hotels, investments","Service","M","United States",2018-02-13 23:10:01,2369.769,1036,1036,"http://specials-images.forbesimg.com/imageserve/1788ff3eca5d8941d3b38c5bb28f8f6c/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=56&cropY2=800","CA","California",NA,906,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/daniel-pritzker","http://i.forbesimg.com/media/lists/people/daniel-pritzker_200x200.jpg"
"907",2014,"Billionaires","John Pritzker","Pritzker",0,65,"hotels, investments","Investments","M","United States",2018-02-13 23:10:01,2429,1006,1006,"//specials-images.forbesimg.com/imageserve/59dd9070a7ea436b47b3aff2/416x416.jpg?background=000000&cropX1=467&cropX2=1318&cropY1=77&cropY2=928","CA","California",NA,907,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/john-pritzker","http://i.forbesimg.com/media/lists/people/john-pritzker_200x200.jpg"
"908",2014,"Billionaires","Nicolas Puech","Puech",2.553,75,"Hermes","Fashion & Retail","M","France",2018-02-13 23:10:01,2916.523,821,821,"//specials-images.forbesimg.com/imageserve/58a1c06fa7ea431f321962ec/416x416.jpg?background=000000&cropX1=211&cropX2=585&cropY1=469&cropY2=843",NA,NA,NA,908,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/nicolas-puech","http://i.forbesimg.com/media/lists/people/nicolas-puech_200x200.jpg"
"909",2014,"Billionaires","Dmitry Pumpyansky","Pumpyansky",2.318,53,"steel pipes","Metals & Mining","M","Russia",2018-02-13 23:10:01,1660.207,1428,1428,"//specials-images.forbesimg.com/imageserve/58a2599c31358e1a35ab518b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=242&cropY2=986",NA,NA,NA,909,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dmitry-pumpyansky","http://i.forbesimg.com/media/lists/people/dmitry-pumpyansky_200x200.jpg"
"910",2014,"Billionaires","Chanchai Ruayrungruang","Ruayrungruang",NA,64,"beverages","Real Estate","M","China",2017-04-04 23:06:20,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589ce07aa7ea431f321925bd/416x416.jpg?background=000000&cropX1=106&cropX2=708&cropY1=110&cropY2=713",NA,NA,NA,910,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chanchai-ruayrungruang","http://i.forbesimg.com/media/lists/people/chanchai-ruayrungruang_200x200.jpg"
"911",2014,"Billionaires","Shen Guojun","Shen",-1.284,55,"retail","Fashion & Retail","M","China",2018-02-13 23:10:01,2179.865,1116,1116,"//specials-images.forbesimg.com/imageserve/589da87a4bbe6f0e5586701e/416x416.jpg?background=000000&cropX1=69&cropX2=517&cropY1=166&cropY2=614",NA,NA,NA,911,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/shen-guojun","http://i.forbesimg.com/media/lists/people/shen-guojun_200x200.jpg"
"912",2014,"Billionaires","Shin Chang-Jae","Shin",0,64,"Kyobo Life Insurance","Finance and Investments","M","South Korea",2018-02-13 23:10:01,2204.751,1093,1093,"http://specials-images.forbesimg.com/imageserve/571a7081a7ea43722d781fcd/416x416.jpg?background=000000&cropX1=82&cropX2=741&cropY1=55&cropY2=714",NA,NA,"Kyobo Life Insurance",912,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/shin-chang-jae","http://i.forbesimg.com/media/lists/people/shin-chang-jae_200x200.jpg"
"913",2014,"Billionaires","Thomas Siebel","Siebel",0,65,"business software","Technology","M","United States",2018-02-13 23:10:01,2857.6,831,831,"//specials-images.forbesimg.com/imageserve/59dd498a4bbe6f37dda04a90/416x416.jpg?background=000000&cropX1=2563&cropX2=6000&cropY1=609&cropY2=4046","CA","California",NA,913,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/thomas-siebel","http://i.forbesimg.com/media/lists/people/thomas-siebel_200x200.jpg"
"914",2014,"Billionaires","Sit Kwong Lam","Sit",NA,49,"oil, transportation","Energy","M","Hong Kong",2017-04-04 23:06:00,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589f6df331358e1a35ab2b27/416x416.jpg?background=000000&cropX1=187&cropX2=553&cropY1=208&cropY2=574",NA,NA,NA,914,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/sit-kwong-lam","http://i.forbesimg.com/media/lists/people/sit-kwong-lam_200x200.jpg"
"915",2014,"Billionaires","Sun Weijie","Sun",NA,54,"manufacturing","Manufacturing","M","China",2017-04-04 23:07:02,NA,NA,NA,NA,NA,NA,NA,915,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/sun-weijie","http://i.forbesimg.com/media/lists/people/sun-weijie_200x200.jpg"
"916",2014,"Billionaires","Roustam Tariko","Tariko",NA,55,"banking","Finance","M","Russia",2015-03-01 23:14:48,NA,NA,NA,NA,NA,NA,NA,916,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/roustam-tariko","http://i.forbesimg.com/media/lists/people/roustam-tariko_200x200.jpg"
"917",2014,"Billionaires","Tsai Hong-tu","Tsai",0,65,"finance","Finance and Investments","M","Taiwan",2018-02-13 23:10:01,2961.594,801,801,"//specials-images.forbesimg.com/imageserve/58a0a923a7ea431f321958c0/416x416.jpg?background=000000&cropX1=110&cropX2=598&cropY1=16&cropY2=504",NA,NA,NA,917,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/tsai-hong-tu","http://i.forbesimg.com/media/lists/people/tsai-hong-tu_200x200.jpg"
"918",2014,"Billionaires","Georg von Opel","von Opel",0,51,"real estate/investments","Finance and Investments","M","Germany",2018-02-13 23:10:01,2100,1156,1157,"//specials-images.forbesimg.com/imageserve/5a81bee54bbe6f2652f55107/416x416.jpg?background=000000&cropX1=431&cropX2=2653&cropY1=122&cropY2=2343",NA,NA,NA,918,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/georg-von-opel","http://i.forbesimg.com/media/lists/people/georg-von-opel_200x200.jpg"
"919",2014,"Billionaires","Heloise Waislitz","Waislitz",1.923,55,"packaging","Manufacturing","F","Australia",2018-02-13 23:10:01,2137.31,1137,1137,"//specials-images.forbesimg.com/imageserve/59f747a5a7ea436b47b48971/416x416.jpg?background=000000&cropX1=14&cropX2=3263&cropY1=154&cropY2=3403",NA,NA,NA,919,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/heloise-pratt","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"920",2014,"Billionaires","Matt & Dan Walsh","Walsh",NA,NA,"construction","Construction & Engineering","M","United States",2014-03-13 20:40:37,NA,NA,NA,NA,"IL","Illinois",NA,920,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/matt-dan-walsh","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"921",2014,"Billionaires","Wang Wenxue","Wang",278.678,50,"real estate","Real Estate","M","China",2018-02-13 23:10:01,7671.927,213,213,"//specials-images.forbesimg.com/imageserve/5a05f56531358e542c051956/416x416.jpg?background=000000&cropX1=223&cropX2=1506&cropY1=3&cropY2=1285",NA,NA,NA,921,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/wang-wenxue","http://i.forbesimg.com/media/lists/people/wang-wenxue_200x200.jpg"
"922",2014,"Billionaires","Dean White","White",NA,94,"billboards, hotels","Service","M","United States",2014-03-13 20:41:04,NA,NA,NA,NA,"IN","Indiana",NA,922,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dean-white","http://i.forbesimg.com/media/lists/people/dean-white_200x200.jpg"
"923",2014,"Billionaires","Meg Whitman","Whitman",-18.791,61,"Ebay","Technology","F","United States",2018-02-13 23:10:01,3219.144,731,731,"//specials-images.forbesimg.com/imageserve/59f23feba7ea436b47b468e9/416x416.jpg?background=000000&cropX1=830&cropX2=2755&cropY1=90&cropY2=2013","CA","California","CEO, Hewlett-Packard",923,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/meg-whitman","http://i.forbesimg.com/media/lists/people/meg-whitman_200x200.jpg"
"924",2014,"Billionaires","Arne Wilhelmsen","Wilhelmsen",-5.244,87,"Royal Caribbean","Logistics","M","Norway",2018-02-13 23:10:01,3697.528,610,610,"//specials-images.forbesimg.com/imageserve/58a386e64bbe6f0e5586cff9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=63&cropY2=807",NA,NA,NA,924,869,2000,FALSE,NA,NA,NA,"http://www.forbes.com/profile/arne-wilhelmsen","http://i.forbesimg.com/media/lists/people/arne-wilhelmsen_200x200.jpg"
"925",2014,"Billionaires","S. Daniel Abraham","Abraham",0,93,"Slim-Fast","Food and Beverage","M","United States",2018-02-13 23:10:01,2034,1200,1200,"//specials-images.forbesimg.com/imageserve/face056db8f0401bbb4ab99b79acfefb/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791","FL","Florida","Chairman, S. Daniel Abraham Center for Middle East Peace",925,925,1950,FALSE,NA,NA,NA,"http://www.forbes.com/profile/s-daniel-abraham","http://i.forbesimg.com/media/lists/people/s-daniel-abraham_200x200.jpg"
"926",2014,"Billionaires","Alex Beard","Beard",40.322,50,"Glencore International","Metals & Mining","M","United Kingdom",2018-02-13 23:10:01,1875.739,1282,1282,"//specials-images.forbesimg.com/imageserve/590b52ffa7ea437ada26ed34/416x416.jpg?background=000000&cropX1=0&cropX2=1632&cropY1=77&cropY2=1710",NA,NA,NA,926,925,1950,FALSE,NA,NA,NA,"http://www.forbes.com/profile/alex-beard","http://i.forbesimg.com/media/lists/people/alex-beard_200x200.jpg"
"927",2014,"Billionaires","Nevaldo Rocha","Rocha",-0.001,88,"retail","Fashion & Retail","M","Brazil",2018-02-13 23:10:01,2383.116,1025,1025,"//specials-images.forbesimg.com/imageserve/20107223316710d6afbd0e97ce816916/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=121&cropY2=865",NA,NA,NA,927,925,1950,FALSE,NA,NA,NA,"http://www.forbes.com/profile/nevaldo-rocha","http://i.forbesimg.com/media/lists/people/nevaldo-rocha_200x200.jpg"
"928",2014,"Billionaires","Henry Samueli","Samueli",13.956,63,"semiconductors","Technology","M","United States",2018-02-13 23:10:01,3849.176,577,577,"//specials-images.forbesimg.com/imageserve/59dbd08231358e542c03805c/416x416.jpg?background=000000&cropX1=428&cropX2=1083&cropY1=88&cropY2=744","CA","California","Cofounder, Chief Technology Officer and Chairman, Broadcom",928,925,1950,FALSE,NA,NA,NA,"http://www.forbes.com/profile/henry-samueli","http://i.forbesimg.com/media/lists/people/henry-samueli_200x200.jpg"
"929",2014,"Billionaires","Shin Dong-Bin","Shin",-22.029,62,"Lotte","Fashion & Retail","M","South Korea",2018-02-13 23:10:01,1347.2,1681,1681,"//specials-images.forbesimg.com/imageserve/58f8e3b231358e58f07a994f/416x416.jpg?background=000000&cropX1=105&cropX2=720&cropY1=50&cropY2=666",NA,NA,"Lotte Shopping",929,925,1950,FALSE,NA,NA,NA,"http://www.forbes.com/profile/shin-dong-bin","http://i.forbesimg.com/media/lists/people/shin-dong-bin_200x200.jpg"
"930",2014,"Billionaires","Wu Yiling","Wu",0,68,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,1248.485,1766,1766,NA,NA,NA,NA,930,925,1950,FALSE,NA,NA,NA,"http://www.forbes.com/profile/wu-yiling","http://i.forbesimg.com/media/lists/people/wu-yiling_200x200.jpg"
"931",2014,"Billionaires","Mohamed Al Fayed","Al Fayed",0,89,"retail, investments","Fashion & Retail","M","Egypt",2018-02-13 23:10:01,1640.457,1438,1438,"//specials-images.forbesimg.com/imageserve/589f4c8f4bbe6f0e55868b8c/416x416.jpg?background=000000&cropX1=237&cropX2=572&cropY1=226&cropY2=561",NA,NA,NA,931,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/mohamed-al-fayed","http://i.forbesimg.com/media/lists/people/mohamed-al-fayed_200x200.jpg"
"932",2014,"Billionaires","Sulaiman Al Rajhi","Al Rajhi",NA,90,"banking","Finance","M","Saudi Arabia",2015-03-01 23:07:38,NA,NA,NA,NA,NA,NA,NA,932,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/sulaiman-al-rajhi","http://i.forbesimg.com/media/lists/people/sulaiman-al-rajhi_200x200.jpg"
"933",2014,"Billionaires","John Arrillaga","Arrillaga",0,80,"real estate","Real Estate","M","United States",2018-02-13 23:10:01,2449.595,996,996,"http://specials-images.forbesimg.com/imageserve/945fe0ddbac172f5cc502aa692162731/416x416.jpg?background=000000&cropX1=243&cropX2=612&cropY1=44&cropY2=413","CA","California",NA,933,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/john-arrillaga","http://i.forbesimg.com/media/lists/people/john-arrillaga_200x200.jpg"
"934",2014,"Billionaires","Mikhail Balakin","Balakin",NA,56,"construction","Construction & Engineering","M","Russia",2015-03-01 23:09:52,NA,NA,NA,NA,NA,NA,NA,934,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/mikhail-balakin","http://i.forbesimg.com/media/lists/people/mikhail-balakin_200x200.jpg"
"935",2014,"Billionaires","Sid Bass","Bass",-3.96,75,"oil, investments","Energy","M","United States",2018-02-13 23:10:01,3317.9,699,699,"//specials-images.forbesimg.com/imageserve/480c54a2945f8faefb9d7ecc7c558370/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=84&cropY2=827","TX","Texas",NA,935,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/sid-bass","http://i.forbesimg.com/media/lists/people/sid-bass_200x200.jpg"
"936",2014,"Billionaires","Norman Braman","Braman",0,85,"art, car dealerships","Automotive","M","United States",2018-02-13 23:10:01,2549.612,940,940,"//specials-images.forbesimg.com/imageserve/55fb0f60e4b0ffa7afe4b42f/416x416.jpg?background=000000&cropX1=148&cropX2=652&cropY1=218&cropY2=722","FL","Florida",NA,936,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/norman-braman","http://i.forbesimg.com/media/lists/people/norman-braman_200x200.jpg"
"937",2014,"Billionaires","Miloud Chaabi","Chaabi",NA,89,"diversified","Real Estate","M","Morocco",2017-04-04 23:02:48,NA,NA,NA,NA,NA,NA,NA,937,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/miloud-chaabi","http://i.forbesimg.com/media/lists/people/miloud-chaabi_200x200.jpg"
"938",2014,"Billionaires","Subhash Chandra","Chandra",-0.001,67,"media","Media & Entertainment","M","India",2018-02-13 23:10:01,5074.998,391,391,"//specials-images.forbesimg.com/imageserve/59d3d6ce31358e542c0344be/416x416.jpg?background=000000&cropX1=1886&cropX2=4500&cropY1=9&cropY2=2624",NA,NA,NA,938,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/subhash-chandra","http://i.forbesimg.com/media/lists/people/subhash-chandra_200x200.jpg"
"939",2014,"Billionaires","Dulce Pugliese de Godoy Bueno","de Godoy Bueno",0,70,"hospitals, health care","Healthcare","F","Brazil",2018-02-13 23:10:01,2241.411,1078,1078,NA,NA,NA,NA,939,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/dulce-pugliese-de-godoy-bueno","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"940",2014,"Billionaires","Fritz Draexlmaier","Draexlmaier",0,NA,"auto parts","Automotive","M","Germany",2018-02-13 23:10:01,2019.067,1203,1203,NA,NA,NA,NA,940,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/fritz-draexlmaier","http://i.forbesimg.com/media/lists/people/fritz-draexlmaier_200x200.jpg"
"941",2014,"Billionaires","Robert Duggan","Duggan",0.276,73,"pharmaceuticals","Health care","M","United States",2018-02-13 23:10:01,1983.08,1228,1228,"http://specials-images.forbesimg.com/imageserve/e3fd6b2d18ee5fda5cb316a7cea561d6/416x416.jpg?background=000000&cropX1=161&cropX2=514&cropY1=56&cropY2=409","CA","California",NA,941,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/robert-duggan","http://i.forbesimg.com/media/lists/people/robert-duggan_200x200.jpg"
"942",2014,"Billionaires","Eduardo Eurnekian","Eurnekian",0,85,"airports, investments","Diversified","M","Argentina",2018-02-13 23:10:01,2740.472,872,872,"//specials-images.forbesimg.com/imageserve/58c2f0c231358e1a35acc7b9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=247&cropY2=991",NA,NA,NA,942,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/eduardo-eurnekian","http://i.forbesimg.com/media/lists/people/eduardo-eurnekian_200x200.jpg"
"943",2014,"Billionaires","Fu Meicheng","Fu",-7.377,60,"entertainment","Media & Entertainment","M","China",2018-02-13 23:10:01,1347.018,1682,1682,NA,NA,NA,NA,943,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/fu-meicheng","http://i.forbesimg.com/media/lists/people/fu-meicheng_200x200.jpg"
"944",2014,"Billionaires","David Gottesman","Gottesman",-9.253,91,"investments","Finance and Investments","M","United States",2018-02-13 23:10:01,2294.003,1062,1062,NA,"NY","New York","Chief Executive Officer, First Manhattan Co.",944,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/david-gottesman","http://i.forbesimg.com/media/lists/people/david-gottesman_200x200.jpg"
"945",2014,"Billionaires","Jonathan Harmsworth","Harmsworth",-1.274,50,"publishing","Media","M","United Kingdom",2018-02-13 23:10:01,1263.978,1756,1756,NA,NA,NA,NA,945,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/jonathan-harmsworth","http://i.forbesimg.com/media/lists/people/jonathan-harmsworth_200x200.jpg"
"946",2014,"Billionaires","John Kapoor","Kapoor",-12.937,74,"healthcare","Health care","M","United States",2018-02-13 23:10:01,1786.604,1325,1325,"//specials-images.forbesimg.com/imageserve/59dd31e4a7ea436b47b3ac5b/416x416.jpg?background=000000&cropX1=560&cropX2=1413&cropY1=249&cropY2=1101","AZ","Arizona",NA,946,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/john-kapoor","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"947",2014,"Billionaires","Michael Klein","Klein",NA,67,"retail","Retail","M","Brazil",2015-03-01 23:12:32,NA,NA,NA,NA,NA,NA,NA,947,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/michael-klein-5","http://i.forbesimg.com/media/lists/people/michael-klein-5_200x200.jpg"
"948",2014,"Billionaires","Andrei Klyamko","Klyamko",NA,56,"steel","Metals & Mining","M","Russia",2014-03-13 20:41:35,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a2534c4bbe6f0e5586b9cc/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=161&cropY2=905",NA,NA,NA,948,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/andrei-klyamko","http://i.forbesimg.com/media/lists/people/andrei-klyamko_200x200.jpg"
"949",2014,"Billionaires","Andrei Kozitsyn","Kozitsyn",0,57,"metals","Metals & Mining","M","Russia",2018-02-13 23:10:01,4875.614,421,421,"//specials-images.forbesimg.com/imageserve/58a253a631358e1a35ab516a/416x416.jpg?background=000000&cropX1=114&cropX2=731&cropY1=50&cropY2=667",NA,NA,NA,949,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/andrei-kozitsyn","http://i.forbesimg.com/media/lists/people/andrei-kozitsyn_200x200.jpg"
"950",2014,"Billionaires","Lev Kvetnoi","Kvetnoi",NA,52,"cement, airport","Finance and Investments","M","Russia",2017-04-03 20:49:45,NA,NA,NA,NA,NA,NA,NA,950,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/lev-kvetnoi","http://i.forbesimg.com/media/lists/people/lev-kvetnoi_200x200.jpg"
"951",2014,"Billionaires","Wolfgang Leitner","Leitner",-15.134,64,"engineering","Construction & Engineering","M","Austria",2018-02-13 23:10:01,2003.408,1211,1211,"//specials-images.forbesimg.com/imageserve/589cc321a7ea431f32192398/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=10&cropY2=754",NA,NA,NA,951,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/wolfgang-leitner","http://i.forbesimg.com/media/lists/people/wolfgang-leitner_200x200.jpg"
"952",2014,"Billionaires","Richard Li","Li",8.55,51,"telecoms","Telecom","M","Hong Kong",2018-02-13 23:10:01,4433.951,483,483,"//specials-images.forbesimg.com/imageserve/5a57a469a7ea431690109d2b/416x416.jpg?background=000000&cropX1=1549&cropX2=3240&cropY1=977&cropY2=2667",NA,NA,NA,952,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/richard-li","http://i.forbesimg.com/media/lists/people/richard-li_200x200.jpg"
"953",2014,"Billionaires","Liao Long-Shing","Liao",0,65,"petrochemicals","Manufacturing","M","Taiwan",2018-02-13 23:10:01,1974.571,1232,1232,"//specials-images.forbesimg.com/imageserve/f4cb868a137553c6a43b596e943a94c4/416x416.jpg?background=000000&cropX1=52&cropX2=717&cropY1=34&cropY2=700",NA,NA,NA,953,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/liao-long-shing","http://i.forbesimg.com/media/lists/people/liao-long-shing_200x200.jpg"
"954",2014,"Billionaires","Hans Melchers","Melchers",-12.358,79,"chemicals, investments","Finance and Investments","M","Netherlands",2018-02-13 23:10:01,2926.958,820,820,NA,NA,NA,NA,954,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/hans-melchers","http://i.forbesimg.com/media/lists/people/hans-melchers_200x200.jpg"
"955",2014,"Billionaires","Mo Tianquan","Mo",NA,54,"internet information provider","Service","M","China",2017-04-04 23:07:41,NA,NA,NA,NA,NA,NA,NA,955,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/mo-tianquan","http://i.forbesimg.com/media/lists/people/mo-tianquan_200x200.jpg"
"956",2014,"Billionaires","Rubens Ometto Silveira Mello","Ometto Silveira Mello",-8.868,68,"sugar, ethanol","Energy","M","Brazil",2018-02-13 23:10:01,1369.598,1662,1662,NA,NA,NA,NA,956,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/rubens-ometto-silveira-mello","http://i.forbesimg.com/media/lists/people/rubens-ometto-silveira-mello_200x200.jpg"
"957",2014,"Billionaires","Lirio Parisotto","Parisotto",0,64,"investments","Finance and Investments","M","Brazil",2018-02-13 23:10:01,1583.637,1474,1474,NA,NA,NA,NA,957,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/lirio-parisotto","http://i.forbesimg.com/media/lists/people/lirio-parisotto_200x200.jpg"
"958",2014,"Billionaires","Bob Parsons","Parsons",13.671,67,"web hosting","Technology","M","United States",2018-02-13 23:10:01,2768.874,861,861,"//specials-images.forbesimg.com/imageserve/59dd825ba7ea436b47b3af35/416x416.jpg?background=000000&cropX1=1595&cropX2=4619&cropY1=330&cropY2=3352","AZ","Arizona",NA,958,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/bob-parsons","http://i.forbesimg.com/media/lists/people/bob-parsons_200x200.jpg"
"959",2014,"Billionaires","Chandru Raheja","Raheja",0,77,"real estate","Real Estate","M","India",2018-02-13 23:10:01,2791.853,854,854,"http://specials-images.forbesimg.com/imageserve/b1bde4b8d73f0d81377ba1c1a1f1c9d1/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746",NA,NA,NA,959,931,1900,FALSE,NA,NA,NA,"http://www.forbes.com/profile/chandru-raheja","http://i.forbesimg.com/media/lists/people/chandru-raheja_200x200.jpg"
