name,wealth,country,year,age
"Wang, Nina",3.7,Hong Kong,2001,
"Simplot, John R.",3.6,United States,2001,
"Ermirio de Moraes, Jos_ & Antonio",3.5,Brazil,2001,
"Hayek, Nicolas",3.5,Switzerland,2001,
"McCaw, Craig O.",3.5,United States,2001,
NgÊTeng Fong & family,3.5,Singapore,2001,
"Okada, Kazuo",3.5,Japan,2001,
"Sabançi, Sakip & family",3.5,Turkey,2001,
"Schmidheiny, Stephan",3.5,Switzerland,2001,
"Worth, Reinhold",3.5,Germany,2001,
"Ambani, Dhirubhai & family",3.4,India,2001,
"Bronfman, Charles R.",3.4,Canada,2001,
"Geffen, David",3.4,United States,2001,
"Kroenke, Ann Walton",3.4,United States,2001,
"Louis-Dreyfus, Gerard & family",3.4,France,2001,
"Sorenson, James L.",3.4,United States,2001,
"Bronfman, Edgar M. Sr.",3.3,United States,2001,
"Ebner, Martin",3.3,Switzerland,2001,
"Hostetter, Amos Barr Jr.",3.3,United States,2001,
"Itoyama, Eitaro",3.3,Japan,2001,
"Jinnai, Ryoichi",3.3,Japan,2001,
"Marcus, Bernard",3.3,United States,2001,
"Mori, Akira",3.3,Japan,2001,
"Perelman, Ronald Owen",3.3,United States,2001,
"Fisher, Donald George",3.2,United States,2001,
"Fisher, Doris Feigenbaum",3.2,United States,2001,
"Foriel-Destezet, Phillipe",3.2,France,2001,
"Kipp, Karl-Heinz",3.2,Germany,2001,
"Koch, Charles De Ganahl",3.2,United States,2001,
"Koch, David Hamilton",3.2,United States,2001,
"Lauder, Ronald Steven",3.2,United States,2001,
"Tisch, Preston Robert",3.2,United States,2001,
"Agnelli, Giovanni & family",3.1,Italy,2001,
"Al-Hariri, Rafik & family",3.1,Lebanon,2001,
"Crown, Lester & family",3.1,United States,2001,
"Doris, Ennio",3.1,Italy,2001,
"Wrigley, William Jr.",3.1,United States,2001,
"Azc‡rraga Jean, Emilio",3,Mexico,2001,
"Bass, Robert Muse",3,United States,2001,
"Bechtel, Riley P.",3,United States,2001,
"Bechtel, Stephen Davison Jr.",3,United States,2001,
"Hillman, Henry Lea",3,United States,2001,
"Jameel, Mohammed & family",3,Saudi Arabia,2001,
"Kamel, Saleh",3,Saudi Arabia,2001,
KhooÊTeck Puat,3,Singapore,2001,
"Lucas, George",3,United States,2001,
"Perrenchio, Andrew Jerrold",3,United States,2001,
"Salinas Pliego, Ricardo & family",3,Mexico,2001,
"Hopp, Dietmar & family",2.9,Germany,2001,
"Safra, Joseph & Moise",2.9,Brazil,2001,
"Wexner, Leslie Herbert",2.9,United States,2001,
"Yamauchi, Hiroshi",2.9,Japan,2001,
"Zambrano, Lorenzo & family",2.9,Mexico,2001,
"Dolan, Charles Francis",2.8,United States,2001,
"Faria, Aloysio de Andrade",2.8,Brazil,2001,
"Jacobs, Klaus",2.8,Switzerland,2001,
"Sall, John",2.8,United States,2001,
"Taylor, Jack Crawford",2.8,United States,2001,
"Tsutsumi, Yoshiaki",2.8,Japan,2001,
"Udvar-Hazy, Steven Ferencz",2.8,United States,2001,
ChengÊYu-tung,2.7,Hong Kong,2001,
"Lefrak, Samuel Jayson",2.7,United States,2001,
"Schroder, Bruno",2.7,United Kingdom,2001,
"Skoll, Jeff",2.7,Canada,2001,
"Wang, Y.C.",2.7,Taiwan,2001,
"Fujita, Den",2.6,Japan,2001,
"Schmidheiny, Thomas",2.6,Switzerland,2001,
"Tschira, Klaus",2.6,Germany,2001,
"Beisheim, Otto",2.5,Germany,2001,
"Ecclestone, Bernard",2.5,United Kingdom,2001,
"Garza LagŸera, Eugenio & family",2.5,Mexico,2001,
"Gerry, Alan",2.5,United States,2001,
"Koç, Rahmi & family",2.5,Turkey,2001,
"Kroc, Joan Beverly & family",2.5,United States,2001,
"Malone, John C.",2.5,United States,2001,
"Packer, Kerry",2.5,Australia,2001,
"Rockefeller, David Sr.",2.5,United States,2001,
"Rowling, Robert",2.5,United States,2001,
"Schmidt-Ruthenbeck, Rainer & Michael",2.5,Germany,2001,
"Takizaki, Takemitsu",2.5,Japan,2001,
"Khodorkovsky, Mikhail",2.4,Russia,2001,
"Nicholas, Henry T.",2.4,United States,2001,
"Stern, Leonard Norman",2.4,United States,2001,
"Tisch, Laurence Alan",2.4,United States,2001,
"Bosch, Robert Jr. & family",2.3,Germany,2001,
"Bouygues, Martin & family",2.3,France,2001,
"Buffett, Susan Thompson",2.3,United States,2001,
"Davidson, William Morse",2.3,United States,2001,
"Getty, Gordon Peter",2.3,United States,2001,
"Hunt, Ray Lee",2.3,United States,2001,
"Kaiser, George B.",2.3,United States,2001,
"Kuo, Terry",2.3,Taiwan,2001,
"Lauren, Ralph",2.3,United States,2001,
"Samueli, Henry",2.3,United States,2001,
"Schulze, Richard M.",2.3,United States,2001,
"Decaux, Jean-Claude",2.2,France,2001,
"Duffield, David A.",2.2,United States,2001,
"Huizenga, H. Wayne",2.2,United States,2001,
"Ingram, Martha Robinson Rivers",2.2,United States,2001,
"Johnson, Barbara Piasecka",2.2,United States,2001,
"Kim, James",2.2,United States,2001,
"Laurie, Nancy Walton",2.2,United States,2001,
"Lowy, Frank",2.2,Australia,2001,
"M¿ller, Maersk Mc-Kinney",2.2,Denmark,2001,
"Nadar, Shiv",2.2,India,2001,
"Sherman, Bernard (Barry)",2.2,Canada,2001,
"Siebel, Thomas M.",2.2,United States,2001,
"Yoshida, Tadahiro",2.2,Japan,2001,
"Al Rajhi, Sulaiman bin Abdul Aziz",2.1,Saudi Arabia,2001,
"Dorrance, John T. III",2.1,Ireland,2001,
"Gonda, Louis L.",2.1,United States,2001,
"Johnson, Charles Bartlett",2.1,United States,2001,
"Littlefield, Edmund Wattis",2.1,United States,2001,
"Mantegazza, Sergio",2.1,Switzerland,2001,
"Maramotti, Achille",2.1,Italy,2001,
"Merckle, Adolf",2.1,Germany,2001,
"Ofer, Sammy & Yuli",2.1,Israel,2001,
"Spielberg, Steven Allen",2.1,United States,2001,
"Stempel, Ernest E.",2.1,Bermuda,2001,
"Swire, Adrian & family",2.1,United Kingdom,2001,
"Bezos, Jeffrey P.",2,United States,2001,
"Burda, Hubert",2,Germany,2001,
"Champalimaud, Antonio",2,Portugal,2001,
"Egan, Richard J.",2,United States,2001,
"Gaylord, Edward Lewis",2,United States,2001,
"Kellogg, Peter R.",2,United States,2001,
"Li, Richard",2,Hong Kong,2001,
"Mann, Hugo & family",2,Germany,2001,
"McGovern, Patrick Joseph",2,United States,2001,
"Menard, John R. Jr.",2,United States,2001,
"Morgridge, John P.",2,United States,2001,
"Naify, Robert Allen",2,United States,2001,
"Sahenk, Ferit & family",2,Turkey,2001,
"Sarofim, Fayez Shalaby",2,United States,2001,
"Thyssen-Bornemisza, Georg",2,Switzerland,2001,
"Waitt, Theodore W.",2,United States,2001,
"Winnick, Gary",2,United States,2001,
"Al Ghurair, Abdul Aziz",1.9,UAE,2001,
"Bailleres, Alberto",1.9,Mexico,2001,
"Bin Mahfouz, Khalid",1.9,Saudi Arabia,2001,
"Blank, Arthur M.",1.9,United States,2001,
"Bulgari, Paolo & family",1.9,Italy,2001,
"Fisher, Robert J.",1.9,United States,2001,
"Hargreaves, John & family",1.9,United Kingdom,2001,
"Helmsley, Leona",1.9,United States,2001,
"Jahr, John & family",1.9,Germany,2001,
"Krasny, Michael",1.9,United States,2001,
"Kristiansen, Kjeld Kirk",1.9,Denmark,2001,
"Matthews, Terry",1.9,Canada,2001,
"Mays, L. Lowry",1.9,United States,2001,
"Morita, Masao & family",1.9,Japan,2001,
"Nambu, Yasuyuki",1.9,Japan,2001,
"Otsuka, Akihiko & family",1.9,Japan,2001,
"Pattison, Jim",1.9,Canada,2001,
"Rainwater, Richard Edward",1.9,United States,2001,
"Sch_rghuber, Stefan",1.9,Germany,2001,
"Taylor, Glen",1.9,United States,2001,
"Zell, Samuel",1.9,United States,2001,
"Abraham, S. Daniel",1.8,United States,2001,
"Allen, Herbert A. Jr.",1.8,United States,2001,
"Aramburuzabala, Maria Asunci—n & family",1.8,Mexico,2001,
"Arango, Jer—nimo",1.8,Mexico,2001,
"Bozano, Julio",1.8,Brazil,2001,
"Branson, Richard",1.8,United Kingdom,2001,
"Burkle, Ronald",1.8,United States,2001,
"Butt, Charles C.",1.8,United States,2001,
"Farmer, Richard T.",1.8,United States,2001,
"Fisher, John J.",1.8,United States,2001,
"Golisano, Blase Thomas",1.8,United States,2001,
"Gonda, Leslie L.",1.8,United States,2001,
"Hall, Donald Joyce",1.8,United States,2001,
"Jacobs, Irwin Mark",1.8,United States,2001,
"Mabuchi, Kenichi & family",1.8,Japan,2001,
"Malone, Mary Alice Dorrance",1.8,United States,2001,
"March, Juan & Carlos",1.8,Spain,2001,
"Mittal, Lakshmi",1.8,United Kingdom,2001,
"Pohlad, Carl",1.8,United States,2001,
"Potanin, Vladimir",1.8,Russia,2001,
"Armani, Giorgio",1.7,Italy,2001,
"Arrillaga, John",1.7,United States,2001,
"Birla, Kumar Mangalam",1.7,India,2001,
"Ferrero, Michele",1.7,Italy,2001,
"Flinn, Lawrence Jr.",1.7,United States,2001,
"Halim, Rachman & family",1.7,Indonesia,2001,
"Jackson, Jess Stonestreet",1.7,United States,2001,
"Jannard, Jim",1.7,United States,2001,
"Johnson, Rupert Jr.",1.7,United States,2001,
"Kudelski, Andr_",1.7,Switzerland,2001,
"Mathile, Clayton Lee",1.7,United States,2001,
"McNealy, Scott G.",1.7,United States,2001,
"Melnyk, Eugene",1.7,Canada,2001,
"Morrison, Kenneth & family",1.7,United Kingdom,2001,
"Peery, Richard Taylor",1.7,United States,2001,
"Perez Companc, Gregorio",1.7,Argentina,2001,
"Rich, Robert Edward Sr.",1.7,United States,2001,
"Sant, Roger W.",1.7,United States,2001,
"Spangler, Clemmie Dixon Jr.",1.7,United States,2001,
"Trump, Donald John",1.7,United States,2001,
"Bakke, Dennis",1.6,United States,2001,
"Bass, Perry Richardson",1.6,United States,2001,
"Birck, Michael",1.6,United States,2001,
"Bogdanov, Vladimir",1.6,Russia,2001,
ChenÊDin Hwa,1.6,Hong Kong,2001,
"DeVos, Richard M.",1.6,United States,2001,
"Diniz, Ab’lio dos Santos & family",1.6,Brazil,2001,
"Dumas, Jean-Louis & family",1.6,France,2001,
"Funai, Tetsuro",1.6,Japan,2001,
"Hubbard, Stanley Stub",1.6,United States,2001,
"Johnson, Robert L.",1.6,United States,2001,
KwekÊLeng Beng,1.6,Singapore,2001,
LeeÊKun Hee & family,1.6,South Korea,2001,
"Magness, Gary",1.6,United States,2001,
"McKelvey, Andrew",1.6,United States,2001,
"Mitchell, George Phydias",1.6,United States,2001,
"Morean, William",1.6,United States,2001,
"Primat, Didier",1.6,France,2001,
"Rocca, Roberto & family",1.6,Argentina,2001,
"Shwed, Gil",1.6,Israel,2001,
"Stephens, Jackson Thomas",1.6,United States,2001,
"Uzan, Kemal & family",1.6,Turkey,2001,
"Washington, Dennis",1.6,United States,2001,
"Weill, Sanford",1.6,United States,2001,
"Al Jeraisy, Abdul Al Rahman",1.5,Saudi Arabia,2001,
"Batten, Frank",1.5,United States,2001,
"Berg, Carl Edwin",1.5,United States,2001,
"Bernat, Enric",1.5,Spain,2001,
"Blocher, Christoph",1.5,Switzerland,2001,
"Dorrance, Bennett",1.5,United States,2001,
"Goldman, Richard N.",1.5,United States,2001,
"Haji-Ioannou, Stelios",1.5,Greece,2001,
"Kinder, Richard D.",1.5,United States,2001,
"Kravis, Henry R.",1.5,United States,2001,
"Magness, Kim",1.5,United States,2001,
"Marinho, Roberto & family",1.5,Brazil,2001,
"Marriott, Richard Edwin",1.5,United States,2001,
"McCombs, Billy Joe ""Red""",1.5,United States,2001,
"Nacht, Marius",1.5,Israel,2001,
"Peralta, Carlos & family",1.5,Mexico,2001,
"Rales, Mitchell",1.5,United States,2001,
"Rales, Steven",1.5,United States,2001,
"Roberts, George R.",1.5,United States,2001,
"Rockefeller, Laurance Spelman",1.5,United States,2001,
"Sarmiento Angulo, Luis Carlos",1.5,Colombia,2001,
"Simmons, Harold Clark",1.5,United States,2001,
"Sobrato, John Albert",1.5,United States,2001,
TiongÊHiew King,1.5,Malaysia,2001,
"Troutt, Kenny A.",1.5,United States,2001,
"Viakhirev, Rem",1.5,Russia,2001,
"Yuen, Henry C.",1.5,United States,2001,
"Abramovich, Roman",1.4,Russia,2001,
"Bellon, Pierre",1.4,France,2001,
"Booth, Franklin Otis Jr.",1.4,United States,2001,
"Bot’n, Emilio & family",1.4,Spain,2001,
"Case, Stephen M.",1.4,United States,2001,
"Cuban, Mark",1.4,United States,2001,
"Druckenmiller, Stanley",1.4,United States,2001,
"Fentener van Vlissingen, John A.",1.4,Netherlands,2001,
"Ford, William Clay",1.4,United States,2001,
"Frist, Thomas F. Jr.",1.4,United States,2001,
"Fukutake, Soichiro",1.4,Japan,2001,
"Gage, Barbara Carlson",1.4,United States,2001,
"Hagen, Stein-Erik",1.4,Norway,2001,
"Hilti, Michael & family",1.4,Liechtenstein,2001,
"Kellogg, William S.",1.4,United States,2001,
KooÊChen-fu & family,1.4,Taiwan,2001,
"Liebherr, Willi & Isolde",1.4,Switzerland,2001,
"Lindemann, George L. & family",1.4,United States,2001,
"McNair, Robert C.",1.4,United States,2001,
"Nelson,Marilyn Carlson",1.4,United States,2001,
"Prada, Miuccia Bianchi",1.4,Italy,2001,
Rafael del Pino & family,1.4,Spain,2001,
"Van Andel, Jay",1.4,United States,2001,
"von Thurn und Taxis, Gloria",1.4,Germany,2001,
"Alekperov, Vagit",1.3,Russia,2001,
"Al Rajhi, Saleh Bin Abdul",1.3,Saudi Arabia,2001,
"Bamford, Anthony & family",1.3,United Kingdom,2001,
"De Benedetti, Carlo",1.3,Italy,2001,
"Guerrand-Hermès, Patrick",1.3,France,2001,
"Harp Helœ, Alfredo",1.3,Mexico,2001,
"Hector, Hans-Werner",1.3,Germany,2001,
"Hernandez, Roberto",1.3,Mexico,2001,
"Hughes, Bradley Wayne",1.3,United States,2001,
"Jobs, Steven Paul",1.3,United States,2001,
"Lamonde, Germain",1.3,Canada,2001,
"Langone, Kenneth G.",1.3,United States,2001,
"Levine, William S.",1.3,United States,2001,
"Luksic, Andronico & family",1.3,Chile,2001,
"Marshall, E. Pierce",1.3,United States,2001,
"Matte, Eliodoro and family",1.3,Chile,2001,
"McCain, Wallace",1.3,Canada,2001,
"Micheli, Francesco",1.3,Italy,2001,
"Fridman, Mikhail",1.3,Russia,2001,
"Moran, James Martin",1.3,United States,2001,
"Moreno, Arturo",1.3,United States,2001,
"Munger, Charles",1.3,United States,2001,
"Pratt, Richard",1.3,Australia,2001,
RongÊYiren & family,1.3,China,2001,
"Rupert, Johann & family",1.3,South Africa,2001,
"Saban, Haim",1.3,United States,2001,
"Saba Raffoul, Isaac & family",1.3,Mexico,2001,
"Sampoerna, Putera",1.3,Indonesia,2001,
"Scaglia, Silvio",1.3,Italy,2001,
"Smith, Vincent C.",1.3,United States,2001,
"Sturm, Donald L.",1.3,United States,2001,
"Sy, Henry & family",1.3,Philippines,2001,
"Tanzi, Calisto",1.3,Italy,2001,
"Williams, Arthur L. Jr.",1.3,United States,2001,
"Bass, Edward Perry",1.2,United States,2001,
"Bromilow, David",1.2,Thailand,2001,
"Busujima, Kunio",1.2,Japan,2001,
"Emmerson, Archie Aldis ""Red""",1.2,United States,2001,
"Field, Frederick Woodruff",1.2,United States,2001,
"Fredriksen, John",1.2,Norway,2001,
"Harbert, Marguerite",1.2,United States,2001,
"Jamail, Joseph Dahr Jr.",1.2,United States,2001,
"Kokkalis, Socrates",1.2,Greece,2001,
"Krehbiel, John Hammond Jr.",1.2,United States,2001,
LeeÊSeng Wee and family,1.2,Singapore,2001,
"Lenfest, Harold Fitzgerald",1.2,United States,2001,
"Mannix, Ron & Fred",1.2,Canada,2001,
"Marriott, John Willard Jr.",1.2,United States,2001,
"Miller, Sydell",1.2,United States,2001,
"Nicholas, Peter M.",1.2,United States,2001,
"O'Reilly, Anthony",1.2,Ireland,2001,
"Rich, Marc David",1.2,Switzerland,2001,
"Roberts, Brian L.",1.2,United States,2001,
"Rockefeller, Winthrop Paul",1.2,United States,2001,
"Scaife, Richard Mellon",1.2,United States,2001,
"Shinawatra, Thaksin",1.2,Thailand,2001,
"Siegel, Herbert",1.2,United States,2001,
"Soru, Renato",1.2,Italy,2001,
"Stryker, Jon L.",1.2,United States,2001,
"Tan, Lucio",1.2,Philippines,2001,
"Ziff, Daniel Morton",1.2,United States,2001,
"Ziff, Dirk Edward",1.2,United States,2001,
"Ziff, Robert David",1.2,United States,2001,
"Zobel de Ayala, Jamie & family",1.2,Philippines,2001,
"Zuckerman, Mortimer Benjamin",1.2,United States,2001,
"Abele, John E.",1.1,United States,2001,
"Anselmo, Mary",1.1,United States,2001,
"Caltagirone, Francesco Gaetano",1.1,Italy,2001,
"Chernomyrdin, Viktor",1.1,Russia,2001,
"Cook, William Alfred",1.1,United States,2001,
"Coutu, Jean",1.1,Canada,2001,
"Dedman, Robert Henry",1.1,United States,2001,
"Disney, Roy Edward",1.1,United States,2001,
"Flatley, Thomas John",1.1,United States,2001,
"Fok, Henry",1.1,Hong Kong,2001,
"Fung, Victor",1.1,Hong Kong,2001,
"Fung, William",1.1,Hong Kong,2001,
"Goldsbury, Christopher",1.1,United States,2001,
"Ho, Stanley",1.1,Hong Kong,2001,
"Kimmel, Sidney",1.1,United States,2001,
"Kozuki, Kagemasa",1.1,Japan,2001,
"Lam, Barry",1.1,Taiwan,2001,
"McCain, Harrison",1.1,Canada,2001,
"McCaw, Bruce R.",1.1,United States,2001,
"McCaw, John Elroy Jr.",1.1,United States,2001,
"McCaw, Keith W.",1.1,United States,2001,
"McLane, Robert Drayton Jr.",1.1,United States,2001,
"Murdock, David Howard",1.1,United States,2001,
"Nakajima, Kenkichi",1.1,Japan,2001,
"Ogihara, Ikuo",1.1,Japan,2001,
"Provera, Marco Tronchetti",1.1,Italy,2001,
QuekÊLeng Chan,1.1,Malaysia,2001,
"Ricketts, J. Joe",1.1,United States,2001,
"Rock, Arthur J.",1.1,United States,2001,
"Rogers, Edward S. (Ted)",1.1,Canada,2001,
"Ryan, Patrick George",1.1,United States,2001,
"Scott, Walter Jr.",1.1,United States,2001,
"Short, Patricia A.",1.1,United States,2001,
"Stryker, Ronda E.",1.1,United States,2001,
"Ueltschi, Albert Lee",1.1,United States,2001,
Viscount Rothermere,1.1,United Kingdom,2001,
"Weber, Charlotte Colket",1.1,United States,2001,
"Woo, Peter & family",1.1,Hong Kong,2001,
"Adelson, Sheldon",1,United States,2001,
"Azevedo, Belmiro de",1,Portugal,2001,
"Bailey, Thomas",1,United States,2001,
"Cadogan, Gerald",1,United Kingdom,2001,
"Chace, Malcolm Green III",1,United States,2001,
CheyÊTaeWon,1,South Korea,2001,
"de Fortabat, Amalia Lacroze",1,Argentina,2001,
"de Rothschild, Benjamin",1,Switzerland,2001,
"Diller, Barry",1,United States,2001,
"Dixon, Mark",1,United Kingdom,2001,
"Doerr, L. John",1,United States,2001,
"Escarrer, Gabriel",1,Spain,2001,
"Filo, David",1,United States,2001,
"France, James C.",1,United States,2001,
"France, William C. Jr.",1,United States,2001,
"Frère, Albert",1,Belgium,2001,
"Gores, Tom T.",1,United States,2001,
"Green, Pincus",1,Switzerland,2001,
"Hamilton, Dorrance Hill",1,United States,2001,
"Hearst, William Randolph III",1,United States,2001,
"Herrera de Noble, Ernestina",1,Argentina,2001,
"Johnson, Antonia",1,Sweden,2001,
"Khosla, Vinod",1,United States,2001,
"Kohlberg, Jerome Spiegel Jr.",1,United States,2001,
"Koplowitz, Alicia",1,Spain,2001,
"Koplowitz, Esther",1,Spain,2001,
"Kovner, Bruce",1,United States,2001,
"Kriens, Scott",1,United States,2001,
"Krishnan, T. Ananda",1,Malaysia,2001,
"Larrea Mota-Velasco, Germ‡n",1,Mexico,2001,
"Lee-Chin, Michael",1,Canada,2001,
LeeÊHon Chiu,1,Hong Kong,2001,
"Levinson, Frank",1,United States,2001,
"Lien, George Ying Chow",1,Singapore,2001,
"Richter, Jacob (Kobi) & Yehudith (Jud)",1,Israel,2001,
"Robertson, Julian H. Jr.",1,United States,2001,
"Sawiris, Onsi & family",1,Egypt,2001,
"Schneider, Donald J.",1,United States,2001,
"Servier, Jacques",1,France,2001,
"Simonyi, Charles",1,United States,2001,
"Takenaka, Toichi",1,Japan,2001,
"Todd, John & family",1,New Zealand,2001,
"Uehara, Shoji",1,Japan,2001,
"Van Beuren, Hope Hill",1,United States,2001,
"Vilar, Alberto",1,United States,2001,
"Waitt, Norman W.",1,United States,2001,
WeeÊCho Yaw,1,Singapore,2001,
"White, Dean",1,United States,2001,
"Yang, Jerry",1,United States,2001,
