name,country,age,wealth,residence,year
Jean (Gigi) Pritzker,United States,45,2,United States,2007
John Pritzker,United States,54,2,United States,2007
Karen Pritzker,United States,49,2,United States,2007
Linda Pritzker,United States,53,2,United States,2007
Ural Rakhimov,Russia,45,2,Russia,2007
Tamir Sapir,United States,59,2,United States,2007
Carlos Alberto Sicupira,Brazil,59,2,Brazil,2007
Malvinder & Shivinder Singh,India,n/a,2,India,2007
Sarik Tara,Turkey,76,2,Turkey,2007
Serhiy Taruta,Ukraine,52,2,Ukraine,2007
A Alfred Taubman,United States,83,2,United States,2007
"Robert E ""Ted"" Turner",United States,68,2,United States,2007
Albert von Thurn und Taxis,Germany,23,2,Germany,2007
Romain Zaleski,France,74,2,Italy,2007
Zhang Jindong,China,44,2,China,2007
S Daniel Abraham,United States,82,1.9,United States,2007
John Anderson,United States,89,1.9,United States,2007
Julio Bozano,Brazil,71,1.9,Brazil,2007
Patokh Chodiev,Belgium,54,1.9,Kazakhstan,2007
Abilio dos Santos Diniz,Brazil,70,1.9,Brazil,2007
Gustaf Douglas,Sweden,69,1.9,Sweden,2007
Rachman Halim & family,Indonesia,59,1.9,Indonesia,2007
Hans-Werner Hector,Germany,67,1.9,Germany,2007
Alijan Ibragimov,Kazakhstan,53,1.9,Kazakhstan,2007
Stephen Jarislowsky,Canada,81,1.9,Canada,2007
Daryl Katz,Canada,45,1.9,Canada,2007
Alexander Machkevich,Israel,53,1.9,Kazakhstan,2007
Charles Munger,United States,83,1.9,United States,2007
Peter Nicholas,United States,65,1.9,United States,2007
Florentino P_rez,Spain,60,1.9,Spain,2007
Bernard Saul II,United States,74,1.9,United States,2007
Eduard Shifrin,United Kingdom,46,1.9,United Kingdom,2007
Sylvia Str_her,Germany,52,1.9,Germany,2007
Andreas von Bechtolsheim,Germany,51,1.9,United States,2007
Jos_ Maria Aristrain,Spain,44,1.8,Spain,2007
Dermot Desmond,Ireland,57,1.8,Ireland,2007
Thomas Frist Jr & family,United States,68,1.8,United States,2007
John Gandel,Australia,72,1.8,Australia,2007
B Thomas Golisano,United States,65,1.8,United States,2007
Ingeburg Herz,Germany,87,1.8,Germany,2007
Roman Karkosik,Poland,56,1.8,Poland,2007
Robert Kauffman,United States,43,1.8,United Kingdom,2007
Lee Myung-Hee,South Korea,63,1.8,South Korea,2007
Maersk Mc-Kinney Moller,Denmark,93,1.8,Denmark,2007
John Morgridge,United States,73,1.8,United States,2007
NR Narayana Murthy,India,60,1.8,India,2007
Randal Nardone,United States,51,1.8,United States,2007
Jorge Perez,United States,58,1.8,United States,2007
Stanley Perron,Australia,84,1.8,Australia,2007
Edward Roski Jr,United States,68,1.8,United States,2007
Isaac Saba Raffoul & family,Mexico,83,1.8,Mexico,2007
Emanuele (Lino) Saputo,Canada,70,1.8,Canada,2007
Shin Dong-Bin,South Korea,52,1.8,South Korea,2007
Alexander Shnaider,Canada,38,1.8,Canada,2007
Doroth_a Steinbruch & family,Brazil,n/a,1.8,Brazil,2007
Ernest Stempel,United States,90,1.8,Bermuda,2007
Pat Stryker,United States,50,1.8,United States,2007
Albert Ueltschi,United States,89,1.8,United States,2007
William Wrigley Jr,United States,43,1.8,United States,2007
Ahmet Zorlu,Turkey,62,1.8,Turkey,2007
Alexei Ananyev,Russia,42,1.7,Russia,2007
Dmitry Ananyev,Russia,38,1.7,Russia,2007
George Argyros,United States,70,1.7,United States,2007
Chu Mang Yee,China,48,1.7,China,2007
Gerald J Ford,United States,62,1.7,United States,2007
Sergei Galitsky,Russia,39,1.7,Russia,2007
Rolf Gerling,Germany,52,1.7,Switzerland,2007
Louis Gonda,United States,58,1.7,United States,2007
Kenneth Griffin,United States,38,1.7,United States,2007
Stanley Stub Hubbard,United States,73,1.7,United States,2007
Irwin Jacobs,United States,73,1.7,United States,2007
Michael Jaharis,United States,79,1.7,United States,2007
James Jannard,United States,57,1.7,United States,2007
Pauline MacMillan Keinath,United States,73,1.7,United States,2007
Michael Krasny,United States,53,1.7,United States,2007
Mike Lazaridis,Canada,46,1.7,Canada,2007
Lee Jay-Yong,South Korea,38,1.7,South Korea,2007
Patrick Lee,Hong Kong,n/a,1.7,Hong Kong,2007
Cargill MacMillan Jr,United States,79,1.7,United States,2007
John MacMillan III,United States,79,1.7,United States,2007
Whitney MacMillan,United States,78,1.7,United States,2007
Anthony O'Reilly,Ireland,70,1.7,Ireland,2007
Gregorio Perez Companc & family,Argentina,72,1.7,Argentina,2007
Marion MacMillan Pictet,United States,75,1.7,Bermuda,2007
Joaqu’n Rivero,Spain,64,1.7,Spain,2007
Shin Dong-Joo,South Korea,53,1.7,Japan,2007
Kavitark Shriram,United States,51,1.7,United States,2007
Andrei Skoch,Russia,41,1.7,Russia,2007
Sheldon Solow,United States,78,1.7,United States,2007
Benny Steinmetz,Israel,50,1.7,Israel,2007
Theodore Waitt,United States,44,1.7,United States,2007
Arthur Williams Jr,United States,64,1.7,United States,2007
Yeoh Tiong Lay & family,Malaysia,77,1.7,Malaysia,2007
Lorenzo Zambrano & family,Mexico,62,1.7,Mexico,2007
Zhong Shen Jian,Singapore,48,1.7,Singapore,2007
Bassam Alghanim,Kuwait,n/a,1.6,Kuwait,2007
Kutayba Alghanim,Kuwait,60,1.6,Kuwait,2007
James Balsillie,Canada,46,1.6,Canada,2007
Neil Bluhm,United States,69,1.6,United States,2007
Gary Burrell,United States,69,1.6,United States,2007
Alan Casden,United States,61,1.6,United States,2007
Shalva Chigirinsky,Russia,57,1.6,Russia,2007
Jean Coutu,Canada,79,1.6,Canada,2007
Venugopal Dhoot,India,55,1.6,India,2007
Anurag Dikshit,India,35,1.6,Gibraltar,2007
Aydin Dogan,Turkey,70,1.6,Turkey,2007
James Dyson,United Kingdom,59,1.6,United Kingdom,2007
"Archie Aldis ""Red"" Emmerson",United States,77,1.6,United States,2007
Tetsuro Funai,Japan,80,1.6,Japan,2007
Donald Hall,United States,78,1.6,United States,2007
Ayman Hariri,Saudi Arabia,28,1.6,Saudi Arabia,2007
Fahd Hariri,Lebanon,26,1.6,France,2007
Jonathan Harmsworth,United Kingdom,39,1.6,United Kingdom,2007
Alfredo Harp Helu,Mexico,63,1.6,Mexico,2007
Elie Horn,Brazil,61,1.6,Brazil,2007
Jon Huntsman,United States,69,1.6,United States,2007
H Fisk Johnson,United States,48,1.6,United States,2007
Imogene Powers Johnson,United States,77,1.6,United States,2007
S Curtis Johnson,United States,51,1.6,United States,2007
Helen Johnson-Leipold,United States,50,1.6,United States,2007
Winnie Johnson-Marquart,United States,47,1.6,United States,2007
Michael Lee-Chin,Canada,56,1.6,Canada,2007
Nancy Lerner,United States,46,1.6,United States,2007
Norma Lerner,United States,70,1.6,United States,2007
Randolph Lerner,United States,44,1.6,United States,2007
George Lindemann & family,United States,71,1.6,United States,2007
Manuel Manrique,Spain,53,1.6,Spain,2007
Kenneth Morrison,United Kingdom,75,1.6,United Kingdom,2007
Igor Olenicoff,United States,64,1.6,United States,2007
Nicholas Pritzker II,United States,63,1.6,United States,2007
Steven Roth,United States,65,1.6,United States,2007
Dieter Schnabel,Germany,61,1.6,Germany,2007
Antonio Luiz Seabra,Brazil,64,1.6,United Kingdom,2007
Yasumitsu Shigeta,Japan,42,1.6,Japan,2007
O Bruton Smith,United States,80,1.6,United States,2007
Phyllis Taylor,United States,65,1.6,United States,2007
Tom Ward,United States,48,1.6,United States,2007
Sanford Weill,United States,74,1.6,United States,2007
Arne Wilhelmsen & family,Norway,76,1.6,Norway,2007
Igor Yakovlev,Russia,41,1.6,Russia,2007
Zhang Cheng Fei,China,39,1.6,China,2007
Farkhad Akhmedov,Russia,51,1.5,Russia,2007
Mohammed Al Rajhi,Saudi Arabia,n/a,1.5,Saudi Arabia,2007
Leslie Alexander,United States,63,1.5,United States,2007
Frank Batten Sr,United States,80,1.5,United States,2007
Amar Bose,United States,77,1.5,United States,2007
William Boyd,United States,75,1.5,United States,2007
Oleg Boyko,Russia,42,1.5,Russia,2007
Peter Buck,United States,76,1.5,United States,2007
Turgay Ciner,Turkey,51,1.5,Turkey,2007
Fred DeLuca,United States,59,1.5,United States,2007
Gleb Fetisov,Russia,40,1.5,Russia,2007
John J Fisher,United States,45,1.5,United States,2007
James France,United States,63,1.5,United States,2007
William France Jr,United States,75,1.5,United States,2007
Jaiprakash Gaur,India,76,1.5,India,2007
David Green,United States,65,1.5,United States,2007
Guo Guangchang,China,40,1.5,China,2007
R Budi Hartono & family,Indonesia,66,1.5,Indonesia,2007
Douglas Hsu,Taiwan,65,1.5,Taiwan,2007
Michael Ilitch,United States,77,1.5,United States,2007
Brad Kelley,United States,50,1.5,United States,2007
William Kellogg,United States,63,1.5,United States,2007
Andrei Kozitsyn,Russia,46,1.5,Russia,2007
Guy Laliberte,Canada,47,1.5,Canada,2007
Guilherme Peirao Leal,Brazil,56,1.5,Brazil,2007
James Leprino,United States,70,1.5,United States,2007
Theodore Lerner,United States,81,1.5,United States,2007
Liu Yongxing,China,58,1.5,China,2007
Vijay Mallya,India,51,1.5,India,2007
Aubrey McClendon,United States,48,1.5,United States,2007
Robert McNair,United States,70,1.5,United States,2007
Robert Naify,United States,85,1.5,United States,2007
Michael Price,United States,54,1.5,United States,2007
Stewart Rahr,United States,61,1.5,United States,2007
James Ratcliffe,United Kingdom,54,1.5,United Kingdom,2007
Trevor Rees-Jones,United States,56,1.5,United States,2007
Marc Rich,United States,72,1.5,Switzerland,2007
Robert Rich Jr,United States,66,1.5,United States,2007
Hans Riegel,Germany,84,1.5,Germany,2007
Paul Riegel,Germany,80,1.5,Germany,2007
Fayez Sarofim,United States,78,1.5,United States,2007
Hajime Satomi,Japan,65,1.5,Japan,2007
Samih Sawiris,Egypt,50,1.5,Egypt,2007
Thomas Siebel,United States,54,1.5,United States,2007
Herbert Simon,United States,72,1.5,United States,2007
Zygmunt Solorz-Zak,Poland,50,1.5,Poland,2007
Nurzhan Subkhanberdin,Kazakhstan,41,1.5,Kazakhstan,2007
David Tepper,United States,49,1.5,United States,2007
Martin Viessmann,Germany,53,1.5,Germany,2007
Oprah Winfrey,United States,53,1.5,United States,2007
Daniel Ziff,United States,35,1.5,United States,2007
Dirk Ziff,United States,42,1.5,United States,2007
Robert Ziff,United States,40,1.5,United States,2007
Mohamed Al-Bahar,Kuwait,n/a,1.4,Kuwait,2007
Sulaiman Algosaibi,Saudi Arabia,n/a,1.4,Saudi Arabia,2007
Semahat Arsel,Turkey,78,1.4,Turkey,2007
Arthur Blank,United States,64,1.4,United States,2007
David Cheriton,Canada,55,1.4,United States,2007
Scott Cook,United States,54,1.4,United States,2007
Barry Diller,United States,65,1.4,United States,2007
Richard Farmer,United States,72,1.4,United States,2007
Robert Fisher,United States,53,1.4,United States,2007
William Fisher,United States,49,1.4,United States,2007
Robert Friedland,United States,56,1.4,Singapore,2007
Phillip Frost,United States,70,1.4,United States,2007
Alan Gerry,United States,77,1.4,United States,2007
Christopher Goldsbury,United States,64,1.4,United States,2007
Leslie Gonda,United States,86,1.4,United States,2007
Marguerite Harbert,United States,83,1.4,United States,2007
Joseph Jamail Jr,United States,81,1.4,United States,2007
Ryoichi Jinnai,Japan,80,1.4,Japan,2007
Vyacheslav Kantor,Russia,53,1.4,Switzerland,2007
Rahmi Koc,Turkey,76,1.4,Turkey,2007
Tracy Krohn,United States,53,1.4,United States,2007
Lev Kvetnoi,Russia,41,1.4,Russia,2007
Thomas Lee,United States,62,1.4,United States,2007
Peter Lewis,United States,73,1.4,United States,2007
Joseph Mansueto,United States,50,1.4,United States,2007
Gary Michelson,United States,58,1.4,United States,2007
Shigenobu Nagamori,Japan,53,1.4,Japan,2007
Vikas Oberoi,India,36,1.4,India,2007
Nelson Peltz,United States,64,1.4,United States,2007
Clayton Riddell,Canada,69,1.4,Canada,2007
Phillip Ruffin,United States,71,1.4,United States,2007
Herbert Siegel,United States,78,1.4,United States,2007
Bautista Soler,Spain,78,1.4,Spain,2007
Kerry Stokes,Australia,65,1.4,Australia,2007
Todd Wagner,United States,46,1.4,United States,2007
Alfred West Jr,United States,64,1.4,United States,2007
Dean White,United States,83,1.4,United States,2007
Syed Mokhtar AlBukhary,Malaysia,55,1.3,Malaysia,2007
Carl Berg,United States,69,1.3,United States,2007
Anneliese Brost,Germany,86,1.3,Germany,2007
John Brown,United States,72,1.3,United States,2007
James Cayne,United States,73,1.3,United States,2007
Yong Keu Cha,South Korea,50,1.3,United Kingdom,2007
Chu Lam Yiu,China,37,1.3,Hong Kong,2007
Chung Mong-Joon,South Korea,55,1.3,South Korea,2007
Robert Day,United States,63,1.3,United States,2007
Richard Desmond,United Kingdom,55,1.3,United Kingdom,2007
Roy Disney,United States,77,1.3,United States,2007
Lloyd Dorfman,United Kingdom,54,1.3,United Kingdom,2007
N Murray Edwards,Canada,47,1.3,Canada,2007
Richard Egan,United States,71,1.3,United States,2007
Kenneth Fisher,United States,56,1.3,United States,2007
Thomas Flatley,United States,74,1.3,United States,2007
Andrew Forrest,Australia,45,1.3,Australia,2007
Soichiro Fukutake,Japan,61,1.3,Japan,2007
Ernest Gallo & family,United States,97,1.3,United States,2007
Naresh Goyal,India,57,1.3,United Kingdom,2007
Richard Hayne,United States,59,1.3,United States,2007
William Hilton,United States,79,1.3,United States,2007
Vladimir Iorikh,Russia,48,1.3,Russia,2007
Jerral Jones,United States,64,1.3,United States,2007
Nasser Khalili,United Kingdom,61,1.3,United Kingdom,2007
William Koch,United States,67,1.3,United States,2007
Robert Kraft,United States,65,1.3,United States,2007
Richard Li,Hong Kong,40,1.3,Hong Kong,2007
Gary Magness,United States,53,1.3,United States,2007
Anne Windfohr Marion,United States,67,1.3,United States,2007
Manny Mashouf & family,United States,69,1.3,United States,2007
"Billy Joe ""Red"" McCombs",United States,79,1.3,United States,2007
Robert McLane Jr,United States,70,1.3,United States,2007
PNC Menon,Oman,58,1.3,India,2007
Nandan Nilekani,India,51,1.3,India,2007
William Pulte,United States,74,1.3,United States,2007
Ferit Sahenk,Turkey,43,1.3,Turkey,2007
Donald Schneider,United States,71,1.3,United States,2007
Walter Scott Jr,United States,75,1.3,United States,2007
Peter Unger,Germany,62,1.3,Germany,2007
Hope Hill Van Beuren,United States,73,1.3,United States,2007
Joop van den Ende,Netherlands,65,1.3,Netherlands,2007
Charlotte Colket Weber,United States,64,1.3,United States,2007
Margaret Whitman,United States,50,1.3,United States,2007
Xu Jiayin,China,49,1.3,China,2007
Dennis Albaugh,United States,57,1.2,United States,2007
Edmund Ansin,United States,71,1.2,United States,2007
Thomas Bailey,United States,70,1.2,United States,2007
Timothy Blixseth,United States,56,1.2,United States,2007
Henadiy Boholyubov,Ukraine,45,1.2,Ukraine,2007
S Truett Cathy,United States,86,1.2,United States,2007
William Connor II,United States,57,1.2,Hong Kong,2007
David Duffield,United States,66,1.2,United States,2007
Bulent Eczacibasi,Turkey,57,1.2,Turkey,2007
Israel Englander,United States,59,1.2,United States,2007
J Christopher Flowers,United States,49,1.2,United States,2007
Thomas Friedkin,United States,71,1.2,United States,2007
Daniel Gilbert,United States,45,1.2,United States,2007
Senapathy Gopalakrishnan,India,51,1.2,India,2007
Alec Gores,United States,54,1.2,United States,2007
Pincus Green,United States,71,1.2,Switzerland,2007
William Gross,United States,62,1.2,United States,2007
Bjorgolfur Gudmundsson,Iceland,66,1.2,Iceland,2007
Gerald Harvey,Australia,67,1.2,Australia,2007
Dietmar Hopp,Germany,66,1.2,Germany,2007
Suna Kirac,Turkey,65,1.2,Turkey,2007
Jerome Kohlberg Jr,United States,81,1.2,United States,2007
Ihor Kolomoyskyy,Ukraine,n/a,1.2,Ukraine,2007
L Lowry Mays,United States,71,1.2,United States,2007
Arturo Moreno,United States,60,1.2,United States,2007
Or Wai Sheun,Hong Kong,55,1.2,Hong Kong,2007
Tuncay Ozilhan,Turkey,59,1.2,Turkey,2007
Sebastian Pinera,Chile,57,1.2,Chile,2007
Wilbur Ross Jr,United States,69,1.2,United States,2007
Silvio Scaglia,Italy,48,1.2,Italy,2007
Richard Scaife,United States,74,1.2,United States,2007
Anatoly Sedykh,Russia,42,1.2,Russia,2007
John Sperling,United States,86,1.2,United States,2007
Peter Sperling,United States,47,1.2,United States,2007
Eliezer Steinbruch,Brazil,n/a,1.2,Brazil,2007
Toichi Takenaka,Japan,64,1.2,Japan,2007
Kenny Troutt,United States,59,1.2,United States,2007
Kenneth Tuchman,United States,47,1.2,United States,2007
Murat Vargi,Turkey,58,1.2,Turkey,2007
Jan Wejchert,Poland,57,1.2,Poland,2007
Olgun Zorlu,Turkey,43,1.2,Turkey,2007
Rahul Bajaj,India,68,1.1,India,2007
Boris Berezovsky,Russia,61,1.1,Russia,2007
Stephen Bisciotti,United States,46,1.1,United States,2007
Cao Dewang,China,61,1.1,Hong Kong,2007
Chung Yong-Jin,South Korea,38,1.1,South Korea,2007
James Clark,United States,63,1.1,United States,2007
Henrique Constantino,Brazil,35,1.1,Brazil,2007
Joaquim Constantino Neto,Brazil,41,1.1,Brazil,2007
Ricardo Constantino,Brazil,43,1.1,Brazil,2007
Constantino de Oliveira Jr,Brazil,38,1.1,Brazil,2007
William Ding,China,36,1.1,China,2007
John Edson,United States,74,1.1,United States,2007
Albert Gubay,United Kingdom,78,1.1,United Kingdom,2007
Dorrance Hamilton,United States,78,1.1,United States,2007
Han Chang-Woo & family,Japan,76,1.1,Japan,2007
Timothy Headington,United States,56,1.1,United States,2007
Marvin Herb,United States,70,1.1,United States,2007
Thomas Hunter,United Kingdom,45,1.1,Scotland,2007
Pradeep Jain,India,41,1.1,India,2007
Robert Johnson,United States,60,1.1,United States,2007
George Joseph,United States,85,1.1,United States,2007
Morris Kahn,Israel,77,1.1,Israel,2007
Alexander Knaster,United States,48,1.1,United Kingdom,2007
Andrei Kosogov,Russia,46,1.1,Russia,2007
Kenneth Langone,United States,71,1.1,United States,2007
Edward Linde,United States,65,1.1,United States,2007
Liu Yonghao,China,55,1.1,China,2007
Jonathan Lovelace Jr & family,United States,80,1.1,United States,2007
Lu Guanqiu,China,62,1.1,China,2007
Keshub Mahindra,India,83,1.1,India,2007
John P Manning,United States,59,1.1,United States,2007
Yalcin Sabanci,Turkey,63,1.1,Turkey,2007
Filiz Sahenk,Turkey,40,1.1,Turkey,2007
Monika Schoeller,Germany,68,1.1,Germany,2007
Howard Schultz,United States,53,1.1,United States,2007
Alexander Spanos & family,United States,83,1.1,United States,2007
John Stanton,United States,51,1.1,United States,2007
Suh Kyung-Bae,South Korea,44,1.1,South Korea,2007
Joyce Raley Teel,United States,76,1.1,United States,2007
Tiong Hiew King,Malaysia,71,1.1,Malaysia,2007
Ion Tiriac,Romania,67,1.1,Romania,2007
Dieter von Holtzbrinck,Germany,65,1.1,Germany,2007
Stefan von Holtzbrinck,Germany,43,1.1,Germany,2007
Roger Wang,United States,57,1.1,China,2007
Gary West,United States,61,1.1,United States,2007
Mary West,United States,61,1.1,United States,2007
Samuel Wyly,United States,71,1.1,United States,2007
Kamil Yazici,Turkey,77,1.1,Turkey,2007
Tadahiro Yoshida & family,Japan,60,1.1,Japan,2007
Zong Qinghou,China,61,1.1,China,2007
Jerry Zucker,United States,57,1.1,United States,2007
Mohamed Bin Issa Al Jaber,Saudi Arabia,48,1,Saudi Arabia,2007
Mahdi Al-Tajir,United Arab Emirates,74,1,United Kingdom,2007
Mary Anselmo,United States,78,1,United States,2007
Louis Bacon,United States,51,1,United Kingdom,2007
Thomas Barrack,United States,59,1,United States,2007
Marc Benioff,United States,42,1,United States,2007
Timothy Boyle,United States,57,1,United States,2007
Stephen Case,United States,49,1,United States,2007
Chen Fashu,China,47,1,China,2007
Francis Choi,Hong Kong,59,1,Hong Kong,2007
Hasan Colakoglu,Turkey,51,1,Turkey,2007
Weili Dai,United States,45,1,United States,2007
David Davidovich,Russia,44,1,Russia,2007
L John Doerr,United States,56,1,United States,2007
Michael Eisner,United States,65,1,United States,2007
Paul Fireman,United States,63,1,United States,2007
Richard Fuld Jr,United States,60,1,United States,2007
Robert Galvin,United States,84,1,United States,2007
Bruce Gordon,Australia,78,1,Bermuda,2007
Suat Gunsel,Cyprus,54,1,Cyprus,2007
Nazek Hariri,Lebanon,n/a,1,France,2007
Michael Heisley Sr,United States,70,1,United States,2007
Jeffrey Hildebrand,United States,48,1,United States,2007
Jeremy Jacobs Sr,United States,67,1,United States,2007
Stephen Karp,United States,66,1,United States,2007
Asim Kibar,Turkey,74,1,Turkey,2007
Li Wei,China,38,1,China,2007
Liang Wengen,China,50,1,China,2007
Leonard Litwin,United States,92,1,United States,2007
Friedhelm Loh,Germany,60,1,Germany,2007
Richard Manoogian,United States,70,1,United States,2007
Miroslav Miskovic,Serbia,61,1,Serbia,2007
William Moncrief Jr,United States,86,1,United States,2007
William Morean,United States,51,1,United States,2007
Dwight Opperman,United States,84,1,United States,2007
Kenshin Oshima,Japan,59,1,Japan,2007
Richard Peery,United States,66,1,United States,2007
Paul Raymond,United Kingdom,82,1,United Kingdom,2007
Ira Rennert,United States,73,1,United States,2007
Gina Rinehart,Australia,53,1,Australia,2007
Julian Robertson Jr,United States,75,1,United States,2007
Arthur Rock,United States,80,1,United States,2007
Joanne (JK) Rowling,United Kingdom,41,1,Scotland,2007
Omer Sabanci,Turkey,47,1,Turkey,2007
Lily Safra,Monaco,69,1,Monaco,2007
David Shaw,United States,55,1,United States,2007
Charles Simonyi,United States,59,1,United States,2007
Song Weiping,China,48,1,China,2007
Sehat Sutardja,United States,45,1,United States,2007
Mehmet Sinan Tara,Turkey,48,1,Turkey,2007
Tsai Eng Meng,Taiwan,50,1,Taiwan,2007
Donald Tyson,United States,76,1,United States,2007
Murat Ulker,Turkey,47,1,Turkey,2007
Gary Wang,Taiwan,52,1,Taiwan,2007
Faruk Yalcin,Turkey,83,1,Turkey,2007
Kostyantin Zhevago,Ukraine,33,1,Ukraine,2007
