name,country,age,wealth,residence,year
Ryoichi Jinnai,Japan,83,1.3,Japan,2010
Vyacheslav Kantor,Russia,56,1.3,Switzerland,2010
Pyotr Kondrashev,Russia,60,1.3,Russia,2010
Lev Kvetnoi,Russia,44,1.3,Russia,2010
Richard Li,Hong Kong,43,1.3,Hong Kong,2010
Lin Xiucheng & family,China,54,1.3,China,2010
Anatoly Lomakin,Russia,57,1.3,Russia,2010
Joseph Mansueto,United States,53,1.3,United States,2010
John Marriott Jr,United States,78,1.3,United States,2010
Richard Marriott,United States,71,1.3,United States,2010
Billy Joe McCombs,United States,82,1.3,United States,2010
Gary Michelson,United States,61,1.3,United States,2010
Kenneth Morrison,United Kingdom,78,1.3,United Kingdom,2010
Tuncay Ozilhan,Turkey,62,1.3,Turkey,2010
Roger Penske,United States,73,1.3,United States,2010
Daniel Pritzker,United States,51,1.3,United States,2010
James Pritzker,United States,58,1.3,United States,2010
Jean (Gigi) Pritzker,United States,48,1.3,United States,2010
John Pritzker,United States,57,1.3,United States,2010
Karen Pritzker,United States,52,1.3,United States,2010
Linda Pritzker,United States,56,1.3,United States,2010
Qi Jinxing,China,48,1.3,China,2010
Clayton Riddell,Canada,72,1.3,Canada,2010
Eduard Shifrin,United Kingdom,49,1.3,United Kingdom,2010
Alexander Shnaider,Canada,41,1.3,Canada,2010
John Sperling,United States,89,1.3,United States,2010
Sun Guangxin,China,47,1.3,China,2010
Tong Jinquan,China,55,1.3,China,2010
Peter Unger,Germany,65,1.3,Germany,2010
Joop van den Ende,Netherlands,68,1.3,Netherlands,2010
Wang Jiufang,China,46,1.3,China,2010
Margaret Whitman,United States,53,1.3,United States,2010
Jerry Yang,United States,41,1.3,United States,2010
Juan Abello,Spain,68,1.2,Spain,2010
Alberto Alcocer,Spain,67,1.2,Spain,2010
Zdenek Bakala,Czech Republic,49,1.2,Switzerland,2010
Chao Teng-Hsiung,Taiwan,66,1.2,Taiwan,2010
Chen Jinxia,China,42,1.2,China,2010
Chen Tianqiao,China,37,1.2,China,2010
Alfred James Clark,United States,82,1.2,United States,2010
Alberto Cortina,Spain,64,1.2,Spain,2010
Jean Coutu,Canada,82,1.2,Canada,2010
Ray Davis,United States,67,1.2,United States,2010
Barry Diller,United States,68,1.2,United States,2010
Lloyd Dorfman,United Kingdom,57,1.2,United Kingdom,2010
Du Shuanghua,China,45,1.2,China,2010
David Duffield,United States,69,1.2,United States,2010
Faruk Eczacibasi,Turkey,56,1.2,Turkey,2010
Tetsuro Funai,Japan,83,1.2,Japan,2010
Gao Dekang & family,China,58,1.2,China,2010
Jayme Garfinkel,Brazil,63,1.2,Brazil,2010
He Jinming,China,57,1.2,China,2010
Roberto Hernandez Ramirez,Mexico,68,1.2,Mexico,2010
Ingeburg Herz,Germany,90,1.2,Germany,2010
Huang Maoru & family,Belize,45,1.2,China,2010
Johnelle Hunt,United States,78,1.2,United States,2010
Vladimir Iorikh,Germany,51,1.2,Switzerland,2010
Irwin Jacobs,United States,76,1.2,United States,2010
Anand Jain,India,53,1.2,India,2010
Igor Kesaev,Russia,43,1.2,Russia,2010
Danil Khachaturov,Russia,38,1.2,Russia,2010
Andrei Kozitsyn,Russia,49,1.2,Russia,2010
Thomas Lee,United States,65,1.2,United States,2010
Lin Li,China,46,1.2,China,2010
Low Tuck Kwong,Indonesia,61,1.2,Indonesia,2010
Jack Ma,China,45,1.2,China,2010
Malone Mitchell III,United States,48,1.2,United States,2010
Vikas Oberoi,India,39,1.2,India,2010
Ural Rakhimov,Russia,48,1.2,Russia,2010
Marc Rowan,United States,48,1.2,United States,2010
Lily Safra,Monaco,72,1.2,United Kingdom,2010
Bernard Saul II,United States,77,1.2,United States,2010
Richard Scaife,United States,77,1.2,United States,2010
Thomas Secunda,United States,55,1.2,United States,2010
Evgeny (Eugene) Shvidler,United States,46,1.2,United Kingdom,2010
Peter Sperling,United States,50,1.2,United States,2010
Vincent Tan,Malaysia,n/a,1.2,Malaysia,2010
Mehmet Sinan Tara,Turkey,51,1.2,Turkey,2010
Peter Thiel,United States,42,1.2,United States,2010
Dieter von Holtzbrinck,Germany,68,1.2,Germany,2010
Todd Wagner,United States,49,1.2,United States,2010
Charlotte Colket Weber,United States,67,1.2,United States,2010
Ye Chenghai,Hong Kong,66,1.2,Hong Kong,2010
Zhang Cheng Fei,China,40,1.2,China,2010
Kostyantin Zhevago,Ukraine,36,1.2,Ukraine,2010
Kenneth Adams Jr,United States,87,1.1,United States,2010
Aras Agalarov,Russia,54,1.1,Russia,2010
Abdulla Al Futtaim,United Arab Emirates,n/a,1.1,United Arab Emirates,2010
Igor Altushkin,Russia,39,1.1,Russia,2010
Rahul Bajaj,India,71,1.1,India,2010
Thomas Barrack,United States,62,1.1,United States,2010
Vincent Bollore,France,57,1.1,France,2010
Julio Bozano,Brazil,74,1.1,Brazil,2010
John Brown,United States,75,1.1,United States,2010
Stephen Case,United States,51,1.1,United States,2010
Chan Laiwa & family,China,69,1.1,China,2010
Chang Yung Fa,Taiwan,83,1.1,Taiwan,2010
Chey Tae-Won,South Korea,49,1.1,South Korea,2010
Alexander Dzhaparidze,Russia,54,1.1,Russia,2010
John Fisher,United States,48,1.1,United States,2010
Robert Fisher,United States,56,1.1,United States,2010
Theodore Forstmann,United States,70,1.1,United States,2010
Alan Gerry,United States,81,1.1,United States,2010
Vinod Goenka,India,51,1.1,India,2010
Albert Gubay,United Kingdom,81,1.1,United Kingdom,2010
Mubariz Gurbanoglu,Turkey,42,1.1,Turkey,2010
He Zhusheng & family,China,62,1.1,China,2010
Michael Hintze,Australia,56,1.1,United Kingdom,2010
Hamilton James,United States,58,1.1,United States,2010
Ke Xiping,China,49,1.1,China,2010
Vinod Khosla,United States,55,1.1,United States,2010
Alexander Knaster,United States,51,1.1,United Kingdom,2010
Koo Bon-Moo,South Korea,65,1.1,South Korea,2010
Timur Kulibaev,Kazakhstan,43,1.1,Kazakhstan,2010
Dinara Kulibaeva,Kazakhstan,42,1.1,Kazakhstan,2010
Marc Ladreit de Lacharriere,France,69,1.1,France,2010
Lei Jufang,China,57,1.1,China,2010
William Macaulay,United States,64,1.1,United States,2010
Gary Magness,United States,56,1.1,United States,2010
William Moncrief Jr,United States,90,1.1,United States,2010
Ioan Niculae,Romania,55,1.1,n/a,2010
Ahsen Ozokur,Turkey,n/a,1.1,Turkey,2010
Nelson Peltz,United States,67,1.1,United States,2010
T. Boone Pickens,United States,81,1.1,United States,2010
Alexander Ponomarenko,Russia,45,1.1,Russia,2010
David Sainsbury,United Kingdom,69,1.1,United Kingdom,2010
Thomas Sandell,Sweden,49,1.1,United States,2010
Anatoly Sedykh,Russia,45,1.1,Russia,2010
Walter Shorenstein & family,United States,95,1.1,United States,2010
Herbert Simon,United States,75,1.1,United States,2010
Alexander Skorobogatko,Russia,42,1.1,Russia,2010
Daniel Snyder,United States,45,1.1,United States,2010
Alexander Spanos & family,United States,86,1.1,United States,2010
George Steinbrenner III,United States,79,1.1,United States,2010
Nurzhan Subkhanberdin,Kazakhstan,44,1.1,Kazakhstan,2010
Henry Swieca,United States,52,1.1,United States,2010
Kenny Troutt,United States,62,1.1,United States,2010
Hope Hill van Beuren,United States,76,1.1,United States,2010
Wang Wenjing,China,45,1.1,China,2010
Allan Wong & family,Hong Kong,n/a,1.1,Hong Kong,2010
Yao Juhuo & family,China,79,1.1,China,2010
Zhang Hongwei,China,55,1.1,China,2010
An Kang,China,61,1,China,2010
Andrej Babis,Czech Republic,55,1,Czech Republic,2010
Thomas Bailey,United States,73,1,United States,2010
Shahid Balwa,India,36,1,India,2010
Benu Gopal Bangur,India,78,1,India,2010
Patrick Bowlen & family,United States,66,1,United States,2010
Gary Burrell,United States,72,1,United States,2010
Ahmet Calik,Turkey,51,1,Turkey,2010
Christopher Chandler,New Zealand,50,1,New Zealand,2010
Turgay Ciner,Turkey,54,1,Turkey,2010
Scott Cook,United States,57,1,United States,2010
Aydin Dogan,Turkey,73,1,Turkey,2010
James Dyson,United Kingdom,62,1,United Kingdom,2010
John Edson,United States,77,1,United States,2010
Douglas Fregin,Canada,49,1,Canada,2010
Fu Guangming,China,56,1,China,2010
Mario Gabelli,United States,67,1,United States,2010
Joaquin Guzman Loera,Mexico,55,1,Mexico,2010
Donald Hall & family,United States,81,1,United States,2010
Dorrance Hamilton,United States,81,1,United States,2010
Alfredo Harp Helu & family,Mexico,66,1,Mexico,2010
Huang Wenzai,China,56,1,China,2010
Jon Huntsman,United States,72,1,United States,2010
Rakesh Jhunjhunwala,India,49,1,India,2010
George Joseph,United States,88,1,United States,2010
Morris Kahn,Israel,80,1,Israel,2010
William Kellogg,United States,66,1,United States,2010
Nasser Khalili,United Kingdom,64,1,United Kingdom,2010
Sidney Kimmel,United States,82,1,United States,2010
Andrei Kosogov,Russia,49,1,Russia,2010
Michael Krasny,United States,56,1,United States,2010
Kenneth Langone,United States,74,1,United States,2010
Michael Lee-Chin,Canada,59,1,Canada,2010
Nancy Lerner,United States,49,1,United States,2010
Norma Lerner,United States,74,1,United States,2010
Randolph Lerner,United States,48,1,United States,2010
Solomon Lew,Australia,65,1,Australia,2010
Peter Lewis,United States,76,1,United States,2010
Li Zhaohui,China,29,1,China,2010
Jeffrey Lurie,United States,58,1,United States,2010
Margaret Magerko,United States,44,1,United States,2010
Vijay Mallya,India,54,1,India,2010
Mian Muhammad Mansha,Pakistan,62,1,Pakistan,2010
Aubrey McClendon,United States,50,1,United States,2010
Virendra Mhaiskar,India,38,1,India,2010
Arturo Moreno,United States,63,1,United States,2010
Kazuo Okada & family,Japan,67,1,Japan,2010
Ajay Piramal,India,54,1,India,2010
Nicholas Pritzker II,United States,66,1,United States,2010
G.V. Krishna Reddy,India,73,1,India,2010
K. Anji Reddy,India,68,1,India,2010
Marc Rich,United States,75,1,Switzerland,2010
Joanne (J.K.) Rowling,United Kingdom,44,1,Scotland,2010
Suzan Sabanci Dincer,Turkey,45,1,Turkey,2010
Sevket Sabanci,Turkey,74,1,Turkey,2010
Deniz Sahenk,Turkey,n/a,1,Turkey,2010
Silvio Scaglia,Italy,51,1,Italy,2010
Schar Dwight,United States,68,1,United States,2010
Schonfeld Steven,United States,50,1,United States,2010
Nobutoshi Shimamura,Japan,84,1,Japan,2010
Michal Solowow,Poland,47,1,Poland,2010
Chairul Tanjung,Indonesia,47,1,n/a,2010
Joyce Raley Teel,United States,79,1,United States,2010
Tiong Hiew King,Malaysia,75,1,Malaysia,2010
Ion Tiriac,Romania,70,1,Romania,2010
Mustafa Latif Topbas,Turkey,66,1,Turkey,2010
Murat Vargi,Turkey,61,1,Turkey,2010
Rakesh Wadhawan & family,India,57,1,India,2010
Wei Ing-Chou,Taiwan,57,1,China,2010
Wei Yin-Chun,Taiwan,53,1,Taiwan,2010
Wei Yin-Heng,Taiwan,51,1,China,2010
Wei Ying-chiao,Taiwan,55,1,China,2010
Samuel Wyly,United States,74,1,United States,2010
Xian Yang,China,36,1,China,2010
Zegar Charles,United States,62,1,United States,2010
