"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","headquarters","state","title.company","position","rank","net_worth.millions","is.government","url.bio.forbes","url.image"
"1654",2001,"Billionaires","Philip Day","Day",0,52,"clothing retail","Fashion & Retail","M","United Kingdom",2018-02-13 23:10:01,1160.039,1856,1856,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/philip-day","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1655",2001,"Billionaires","Philip Niarchos","Niarchos",0,64,"art collection","Diversified","M","Greece",2018-02-13 23:10:01,2800,850,851,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/philip-niarchos","http://i.forbesimg.com/media/lists/people/philip-niarchos_200x200.jpg"
"1656",2001,"Billionaires","Philippe Ginestet","Ginestet",0,64,"retail stores","Fashion & Retail","M","France",2018-02-13 23:10:01,2086.914,1168,1168,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/philippe-ginestet","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1657",2001,"Billionaires","Phillip Frost","Frost",-18.721,81,"pharmaceuticals","Healthcare","M","United States",2018-02-13 23:10:01,2563.974,935,935,"//specials-images.forbesimg.com/imageserve/59dbe880a7ea436b47b39f42/416x416.jpg?background=000000&cropX1=944&cropX2=2068&cropY1=1729&cropY2=2854","FL","Florida",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/phillip-frost","http://i.forbesimg.com/media/lists/people/phillip-frost_200x200.jpg"
"1658",2001,"Billionaires","Phillip Ruffin","Ruffin",0,82,"casinos, real estate","Diversified","M","United States",2018-02-13 23:10:01,2605.27,920,920,"//specials-images.forbesimg.com/imageserve/59dd84f931358e542c03940e/416x416.jpg?background=000000&cropX1=505&cropX2=2992&cropY1=446&cropY2=2932","NV","Nevada",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/phillip-ruffin","http://i.forbesimg.com/media/lists/people/phillip-ruffin_200x200.jpg"
"1659",2001,"Billionaires","Phillip T. (Terry) Ragon","Ragon",0,68,"health IT","Technology","M","United States",2018-02-13 23:10:01,2233.392,1083,1083,"http://specials-images.forbesimg.com/imageserve/57e1974ba7ea430a8a1a0ded/416x416.jpg?background=000000&cropX1=3&cropX2=639&cropY1=143&cropY2=780","MA","Massachusetts",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/phillip-t-terry-ragon","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1660",2001,"Billionaires","Phornthep Phornprapha & family","Phornprapha",0,69,"auto","Automotive","M","Thailand",2018-02-13 23:10:01,1675.512,1417,1417,"//specials-images.forbesimg.com/imageserve/08c6220be7ed5b7890d721e264d2ef5f/416x416.jpg?background=000000&cropX1=21&cropX2=744&cropY1=18&cropY2=742",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/phornthep-phornprapha","http://i.forbesimg.com/media/lists/people/phornthep-phornprapha_200x200.jpg"
"1661",2001,"Billionaires","Pier Luigi Loro Piana","Loro Piana",0,66,"fashion","Fashion & Retail","M","Italy",2018-02-13 23:10:01,1567.892,1492,1492,"//specials-images.forbesimg.com/imageserve/589fab7ca7ea431f32194d7a/416x416.jpg?background=000000&cropX1=134&cropX2=598&cropY1=26&cropY2=490",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pier-luigi-loro-piana","http://i.forbesimg.com/media/lists/people/pier-luigi-loro-piana_200x200.jpg"
"1662",2001,"Billionaires","Piero Ferrari","Ferrari",23.05,72,"automobiles","Automotive","M","Italy",2018-02-13 23:10:01,2774.172,858,858,"//specials-images.forbesimg.com/imageserve/589fac4931358e1a35ab2c25/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=198&cropY2=942",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/piero-ferrari","http://i.forbesimg.com/media/lists/people/piero-ferrari_200x200.jpg"
"1663",2001,"Billionaires","Pierre Castel & family","Castel",0,91,"wine","Food and Beverage","M","France",2018-02-13 23:10:01,13784.971,104,104,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pierre-castel","http://i.forbesimg.com/media/lists/people/pierre-castel_200x200.jpg"
"1664",2001,"Billionaires","Pierre Chen","Chen",0,60,"art, electronics","Diversified","M","Taiwan",2018-02-13 23:10:01,2644.995,901,901,"//specials-images.forbesimg.com/imageserve/577687c631358e0aa22dc1a5/416x416.jpg?background=000000&cropX1=108&cropX2=714&cropY1=55&cropY2=661",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pierre-chen","http://i.forbesimg.com/media/lists/people/pierre-chen_200x200.jpg"
"1665",2001,"Billionaires","Pierre Karl Péladeau","Péladeau",-8.362,56,"communications","Media & Entertainment","M","Canada",2018-02-13 23:10:01,1311.552,1714,1714,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pierre-karl-peladeau","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1666",2001,"Billionaires","P.N.C. Menon","Menon",0,69,"real estate","Real Estate","M","Oman",2018-02-13 23:10:01,1547.603,1507,1507,"//specials-images.forbesimg.com/imageserve/58c9c6114bbe6f0e5588acf5/416x416.jpg?background=000000&cropX1=21&cropX2=691&cropY1=77&cropY2=747",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pnc-menon","http://i.forbesimg.com/media/lists/people/pnc-menon_200x200.jpg"
"1667",2001,"Billionaires","Pollyanna Chu","Chu",130.959,59,"financial services","Finance and Investments","F","Hong Kong",2018-02-13 23:10:01,7239.988,230,230,"//specials-images.forbesimg.com/imageserve/5a579e67a7ea431690109bda/416x416.jpg?background=000000&cropX1=64&cropX2=582&cropY1=14&cropY2=532",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pollyanna-chu","http://i.forbesimg.com/media/lists/people/pollyanna-chu_200x200.jpg"
"1668",2001,"Billionaires","Polys Haji-Ioannou","Haji-Ioannou",11.471,58,"EasyJet","Service","M","Cyprus",2018-02-13 23:10:01,1469.988,1570,1570,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/polys-haji-ioannou","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1669",2001,"Billionaires","Prajogo Pangestu","Pangestu",13.617,73,"petrochemicals","Diversified","M","Indonesia",2018-02-13 23:10:01,2822.744,843,843,"//specials-images.forbesimg.com/imageserve/60c553cb4b74b3bcdf576301e1c1606d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=68&cropY2=812",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/prajogo-pangestu","http://i.forbesimg.com/media/lists/people/prajogo-pangestu_200x200.jpg"
"1670",2001,"Billionaires","Prasert Prasarttong-Osoth","Prasarttong-Osoth",25.068,84,"hospitals","Healthcare","M","Thailand",2018-02-13 23:10:01,3115.029,763,763,"//specials-images.forbesimg.com/imageserve/59270ccaa7ea434078d46655/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=55&cropY2=799",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/prasert-prasarttong-osoth","http://i.forbesimg.com/media/lists/people/prasert-prasarttong-osoth_200x200.jpg"
"1671",2001,"Billionaires","Prayudh Mahagitsiri","Mahagitsiri",-4.69,72,"coffee, shipping","Food and Beverage","M","Thailand",2018-02-13 23:10:01,1687.529,1406,1406,"//specials-images.forbesimg.com/imageserve/59270e39a7ea434078d466b4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/prayudh-mahagitsiri","http://i.forbesimg.com/media/lists/people/prayudh-mahagitsiri_200x200.jpg"
"1672",2001,"Billionaires","Prince Sultan bin Mohammed bin Saud Al Kabeer","Al Kabeer",-15.237,64,"dairy farms","Food and Beverage","M","Saudi Arabia",2018-02-13 23:10:01,3551.662,639,639,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/prince-sultan-bin-mohammed-bin-saud-al-kabeer","http://i.forbesimg.com/media/lists/people/prince-sultan-bin-mohammed-bin-saud-al-kabeer_200x200.jpg"
"1673",2001,"Billionaires","P.V. Ramprasad Reddy","Reddy",0,59,"pharmaceuticals","Healthcare","M","India",2018-02-13 23:10:01,2548.64,941,941,"//specials-images.forbesimg.com/imageserve/59cc0e8731358e542c02fa6f/416x416.jpg?background=000000&cropX1=261&cropX2=900&cropY1=116&cropY2=755",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pv-ramprasad-reddy","http://i.forbesimg.com/media/lists/people/pv-ramprasad-reddy_200x200.jpg"
"1674",2001,"Billionaires","Pyotr Aven","Aven",-3.425,62,"oil, banking, telecom","Energy","M","Russia",2018-02-13 23:10:01,5105.068,388,388,"//specials-images.forbesimg.com/imageserve/58a26a61a7ea431f32197456/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=13&cropY2=757",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pyotr-aven","http://i.forbesimg.com/media/lists/people/pyotr-aven_200x200.jpg"
"1675",2001,"Billionaires","Pyotr Kondrashev","Kondrashev",0,68,"fertilizers","Manufacturing","M","Russia",2018-02-13 23:10:01,1430.461,1604,1604,"//specials-images.forbesimg.com/imageserve/58a26ad4a7ea431f3219745b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/pyotr-kondrashev","http://i.forbesimg.com/media/lists/people/pyotr-kondrashev_200x200.jpg"
"1676",2001,"Billionaires","Qi Jinxing","Qi",27.162,55,"real estate","Real Estate","M","China",2018-02-13 23:10:01,1723.964,1370,1370,"//specials-images.forbesimg.com/imageserve/58c6b84f4bbe6f0e55887516/416x416.jpg?background=000000&cropX1=205&cropX2=678&cropY1=221&cropY2=695",NA,"Zhejiang",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/qi-jinxing","http://i.forbesimg.com/media/lists/people/qi-jinxing_200x200.jpg"
"1677",2001,"Billionaires","Qi Shi & family","Qi",-10.435,48,"financial information","Technology","M","China",2018-02-13 23:10:01,1720.886,1376,1376,"//specials-images.forbesimg.com/imageserve/589d31bc31358e1a35ab0be8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821",NA,"Shanghai",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/qi-shi","http://i.forbesimg.com/media/lists/people/qi-shi_200x200.jpg"
"1678",2001,"Billionaires","Qin Yinglin & family","Qin",-21.991,52,"pig breeding","Food and Beverage","M","China",2018-02-13 23:10:01,3732.292,598,598,NA,NA,"Henan",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/qin-yinglin","http://i.forbesimg.com/media/lists/people/qin-yinglin_200x200.jpg"
"1679",2001,"Billionaires","Qiu Guanghe & family","Qiu",-23.192,66,"fashion retail","Fashion & Retail","M","China",2018-02-13 23:10:01,3703.471,609,609,NA,NA,"Zhejiang",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/qiu-guanghe","http://i.forbesimg.com/media/lists/people/qiu-guanghe_200x200.jpg"
"1680",2001,"Billionaires","Qiu Jianping & family","Qiu",4.451,56,"hand tools","Manufacturing","M","China",2018-02-13 23:10:01,1901.875,1267,1267,NA,NA,"Zhejiang",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/qiu-jianping","http://i.forbesimg.com/media/lists/people/qiu-jianping_200x200.jpg"
"1681",2001,"Billionaires","Que Wenbin & family","Que",-0.001,54,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,1449.267,1590,1590,NA,NA,"Sichuan",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/que-wenbin","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1682",2001,"Billionaires","R. Budi Hartono","Hartono",124.491,77,"banking, tobacco","Finance and Investments","M","Indonesia",2018-02-13 23:10:01,17400.497,74,74,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/r-budi-hartono","http://i.forbesimg.com/media/lists/people/r-budi-hartono_200x200.jpg"
"1683",2001,"Billionaires","Radhakishan Damani & family","Damani",-0.001,63,"investments, retail","Finance and Investments","M","India",2018-02-13 23:10:01,10099.199,153,153,"//specials-images.forbesimg.com/imageserve/59d3d5c431358e542c0344ae/416x416.jpg?background=000000&cropX1=765&cropX2=2549&cropY1=102&cropY2=1887",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/radhakishan-damani","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1684",2001,"Billionaires","Radhe Shyam Agarwal","Agarwal",0,73,"consumer goods","Fashion & Retail","M","India",2018-02-13 23:10:01,1602.663,1459,1459,"http://specials-images.forbesimg.com/imageserve/0e96c29819c584840c6320805c622547/416x416.jpg?background=000000&cropX1=10&cropX2=744&cropY1=39&cropY2=774",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/radhe-shyam-agarwal","http://i.forbesimg.com/media/lists/people/radhe-shyam-agarwal_200x200.jpg"
"1685",2001,"Billionaires","Radhe Shyam Goenka","Goenka",0,72,"consumer goods","Fashion & Retail","M","India",2018-02-13 23:10:01,1602.663,1459,1460,"//specials-images.forbesimg.com/imageserve/98ff8ca7e8482f8118eec56850275103/416x416.jpg?background=000000&cropX1=50&cropX2=691&cropY1=108&cropY2=749",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/radhe-shyam-goenka","http://i.forbesimg.com/media/lists/people/radhe-shyam-goenka_200x200.jpg"
"1686",2001,"Billionaires","Radik Shaimiev","Shaimiev",3.256,53,"refinery, chemicals","Energy","M","Russia",2018-02-13 23:10:01,1192.219,1827,1827,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/radik-shaimiev","http://i.forbesimg.com/media/lists/people/radik-shaimiev_200x200.jpg"
"1687",2001,"Billionaires","Radovan Vitek","Vitek",0,46,"real estate","Real Estate","M","Czech Republic",2018-02-13 23:10:01,2950.54,804,804,"//specials-images.forbesimg.com/imageserve/589f486a4bbe6f0e55868b04/416x416.jpg?background=000000&cropX1=61&cropX2=729&cropY1=242&cropY2=911",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/radovan-vitek","http://i.forbesimg.com/media/lists/people/radovan-vitek_200x200.jpg"
"1688",2001,"Billionaires","Rafael Del Pino y Calvo-Sotelo","Del Pino y Calvo-Sotelo",-35.302,59,"construction","Construction & Engineering","M","Spain",2018-02-13 23:10:01,3371.811,685,685,"//specials-images.forbesimg.com/imageserve/910e6d8352e21187ae4e0c51f41eb089/416x416.jpg?background=000000&cropX1=394&cropX2=2592&cropY1=167&cropY2=2366",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rafael-del-pino-y-calvo-sotelo","http://i.forbesimg.com/media/lists/people/rafael-del-pino-y-calvo-sotelo_200x200.jpg"
"1689",2001,"Billionaires","Raghuvinder Kataria","Kataria",0,68,"diversified","Finance and Investments","M","United Kingdom",2018-02-13 23:10:01,1295.957,1726,1726,"//specials-images.forbesimg.com/imageserve/56cc6d3be4b062f6b59a515b/416x416.jpg?background=000000&cropX1=8&cropX2=626&cropY1=229&cropY2=848",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/raghuvinder-kataria","http://i.forbesimg.com/media/lists/people/raghuvinder-kataria_200x200.jpg"
"1690",2001,"Billionaires","Rahel Blocher","Blocher",-128.492,42,"chemicals","Manufacturing","F","Switzerland",2018-02-13 23:10:01,5382.736,363,363,"//specials-images.forbesimg.com/imageserve/58a292be31358e1a35ab5499/416x416.jpg?background=000000&cropX1=0&cropX2=660&cropY1=21&cropY2=682",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rahel-blocher","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"1691",2001,"Billionaires","Rahul Bajaj","Bajaj",-0.001,79,"motorcycles","Automotive","M","India",2018-02-13 23:10:01,4412.613,486,486,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rahul-bajaj","http://i.forbesimg.com/media/lists/people/rahul-bajaj_200x200.jpg"
"1692",2001,"Billionaires","Rainer Blickle","Blickle",0,70,"auto parts","Manufacturing","M","Germany",2018-02-13 23:10:01,4307.628,505,505,"//specials-images.forbesimg.com/imageserve/250c3eea55c826ca89f092951d0882b3/416x416.jpg?background=000000&cropX1=55&cropX2=680&cropY1=256&cropY2=881",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rainer-blickle","http://i.forbesimg.com/media/lists/people/rainer-blickle_200x200.jpg"
"1693",2001,"Billionaires","Raj Kumar & Kishin RK","Kumar & Kishin RK",0,63,"real estate","Real Estate","M","Singapore",2018-02-13 23:10:01,2624.334,909,909,"http://specials-images.forbesimg.com/imageserve/2ee0cbfdcb4531b1edcc4917f3b1df61/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/raj-kumar-kishin-rk","http://i.forbesimg.com/media/lists/people/raj-kumar-kishin-rk_200x200.jpg"
"1694",2001,"Billionaires","Rajan Raheja & family","Raheja",0,63,"diversified","Diversified","M","India",2018-02-13 23:10:01,3163.868,749,749,"//specials-images.forbesimg.com/imageserve/59cc22e931358e542c02fd0f/416x416.jpg?background=000000&cropX1=8&cropX2=1200&cropY1=8&cropY2=1201",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rajan-raheja","http://i.forbesimg.com/media/lists/people/rajan-raheja_200x200.jpg"
"1695",2001,"Billionaires","Rajju Shroff","Shroff",0,84,"agrochemicals","Manufacturing","M","India",2018-02-13 23:10:01,1540.124,1516,1516,"//specials-images.forbesimg.com/imageserve/59cc1993a7ea434a34f46d5d/416x416.jpg?background=000000&cropX1=355&cropX2=1833&cropY1=10&cropY2=1488",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rajju-shroff","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1696",2001,"Billionaires","Rakesh Gangwal","Gangwal",-0.168,64,"airline","Service","M","United States",2018-02-13 23:10:01,3282.278,707,707,"http://specials-images.forbesimg.com/imageserve/55f78579e4b0ffa7afe49489/416x416.jpg?background=000000&cropX1=90&cropX2=609&cropY1=53&cropY2=572","FL","Florida",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rakesh-gangwal","http://i.forbesimg.com/media/lists/people/rakesh-gangwal_200x200.jpg"
"1697",2001,"Billionaires","Rakesh Jhunjhunwala","Jhunjhunwala",0,57,"investments","Finance and Investments","M","India",2018-02-13 23:10:01,3120.304,762,762,"//specials-images.forbesimg.com/imageserve/59cc103231358e542c02fab4/416x416.jpg?background=000000&cropX1=2061&cropX2=4794&cropY1=254&cropY2=2989",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rakesh-jhunjhunwala","http://i.forbesimg.com/media/lists/people/rakesh-jhunjhunwala_200x200.jpg"
"1698",2001,"Billionaires","Ralph Dommermuth","Dommermuth",-24.159,54,"internet service provider","Technology","M","Germany",2018-02-13 23:10:01,6048.011,300,300,"//specials-images.forbesimg.com/imageserve/58a1e44031358e1a35ab4492/416x416.jpg?background=000000&cropX1=190&cropX2=744&cropY1=92&cropY2=646",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ralph-dommermuth","http://i.forbesimg.com/media/lists/people/ralph-dommermuth_200x200.jpg"
"1699",2001,"Billionaires","Ralph Sonnenberg & family","Sonnenberg",-35.31,83,"blinds","Manufacturing","M","Netherlands",2018-02-13 23:10:01,2915.53,822,822,NA,NA,NA,"Chairman and CEO, Hunter Douglas N.V.",NA,NA,NA,FALSE,"http://www.forbes.com/profile/ralph-sonnenberg","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1700",2001,"Billionaires","Ramon Ang","Ang",-34.428,64,"Diversified","Food and Beverage","M","Philippines",2018-02-13 23:10:01,2451.322,993,993,"//specials-images.forbesimg.com/imageserve/599b5da74bbe6f5997f0433f/416x416.jpg?background=000000&cropX1=1857&cropX2=3663&cropY1=600&cropY2=2405",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ramon-ang","http://i.forbesimg.com/media/lists/people/ramon-ang_200x200.jpg"
"1701",2001,"Billionaires","Rana Kapoor","Kapoor",0,60,"banking","Finance and Investments","M","India",2018-02-13 23:10:01,1337.016,1688,1688,"//specials-images.forbesimg.com/imageserve/59d3e21f31358e542c034603/416x416.jpg?background=000000&cropX1=481&cropX2=1924&cropY1=258&cropY2=1702",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/rana-kapoor","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1702",2001,"Billionaires","Randa Williams","Williams",63.41,56,"pipelines","Energy","F","United States",2018-02-13 23:10:01,5703.028,325,325,"//specials-images.forbesimg.com/imageserve/08e1b96a529223a3ac25ca9a21cc8092/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=61&cropY2=805","TX","Texas","Non-Executive Chairman of the Board, Enterprise GP Holdings",NA,NA,NA,FALSE,"http://www.forbes.com/profile/randa-williams","http://i.forbesimg.com/media/lists/people/randa-williams_200x200.jpg"
"1703",2001,"Billionaires","Randal Kirk","Kirk",23.897,63,"pharmaceuticals","Healthcare","M","United States",2018-02-13 23:10:01,2942.668,806,806,"//specials-images.forbesimg.com/imageserve/5a825b3aa7ea431690135c09/416x416.jpg?background=000000&cropX1=444&cropX2=2978&cropY1=27&cropY2=2561","FL","Florida",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/randal-kirk","http://i.forbesimg.com/media/lists/people/randal-kirk_200x200.jpg"
"1704",2001,"Billionaires","Randall Rollins","Rollins",-16.248,86,"pest control","Service","M","United States",2018-02-13 23:10:01,4370.818,491,492,"//specials-images.forbesimg.com/imageserve/c71620af40d526c7e992f006ce03dc6f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=126&cropY2=870","GA","Georgia",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/randall-rollins","http://i.forbesimg.com/media/lists/people/randall-rollins_200x200.jpg"
"1705",2001,"Billionaires","Randolph Lerner","Lerner",0.86,55,"banking, credit cards","Finance and Investments","M","United States",2018-02-13 23:10:01,1092.102,1905,1905,NA,"OH","Ohio",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/randolph-lerner","http://i.forbesimg.com/media/lists/people/randolph-lerner_200x200.jpg"
"1706",2001,"Billionaires","Ranjan Pai","Pai",0,45,"education","Service","M","India",2018-02-13 23:10:01,1898.215,1269,1269,"//specials-images.forbesimg.com/imageserve/59cc16a731358e542c02fc02/416x416.jpg?background=000000&cropX1=673&cropX2=2666&cropY1=4&cropY2=1997",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ranjan-pai","http://i.forbesimg.com/media/lists/people/ranjan-pai_200x200.jpg"
"1707",2001,"Billionaires","Ravi Jaipuria","Jaipuria",0,63,"soft drinks","Food and Beverage","M","India",2018-02-13 23:10:01,2127.352,1143,1143,"//specials-images.forbesimg.com/imageserve/59cc173531358e542c02fc2c/416x416.jpg?background=000000&cropX1=10&cropX2=1632&cropY1=10&cropY2=1633",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ravi-jaipuria","http://i.forbesimg.com/media/lists/people/ravi-jaipuria_200x200.jpg"
"1708",2001,"Billionaires","Ravi Pillai","Pillai",0,64,"construction","Construction & Engineering","M","India",2018-02-13 23:10:01,3976.553,561,561,"//specials-images.forbesimg.com/imageserve/852181c7f225b2df196d085d65487095/416x416.jpg?background=000000&cropX1=89&cropX2=704&cropY1=81&cropY2=697",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ravi-pillai","http://i.forbesimg.com/media/lists/people/ravi-pillai_200x200.jpg"
"1709",2001,"Billionaires","Ray Dalio","Dalio",0,68,"hedge funds","Finance and Investments","M","United States",2018-02-13 23:10:01,17720,71,71,"//specials-images.forbesimg.com/imageserve/58c1d5374bbe6f0e55884b3e/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=60&cropY2=804","CT","Connecticut","Founder & Co-Chief Investment Officer, Bridgewater Associates",NA,NA,NA,FALSE,"http://www.forbes.com/profile/ray-dalio","http://i.forbesimg.com/media/lists/people/ray-dalio_200x200.jpg"
"1710",2001,"Billionaires","Ray Davis","Davis",20.464,76,"pipelines","Energy","M","United States",2018-02-13 23:10:01,2788.465,856,856,"//specials-images.forbesimg.com/imageserve/57e16edba7ea430a8a1a0c09/416x416.jpg?background=000000&cropX1=87&cropX2=712&cropY1=89&cropY2=714","TX","Texas",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/ray-davis","http://i.forbesimg.com/media/lists/people/ray-davis_200x200.jpg"
"1711",2001,"Billionaires","Reed Hastings","Hastings",2.56,57,"Netflix","Media & Entertainment","M","United States",2018-02-13 23:10:01,2822.414,844,844,"http://specials-images.forbesimg.com/imageserve/5705719be4b0072dbd74377f/416x416.jpg?background=000000&cropX1=158&cropX2=582&cropY1=44&cropY2=468","CA","California",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/reed-hastings","http://i.forbesimg.com/media/lists/people/reed-hastings_200x200.jpg"
"1712",2001,"Billionaires","Regine Leibinger","Leibinger",0,55,"machine tools","Manufacturing","F","Germany",2018-02-13 23:10:01,1686.91,1407,1408,"//specials-images.forbesimg.com/imageserve/58a1e4d34bbe6f0e5586ab01/416x416.jpg?background=000000&cropX1=84&cropX2=656&cropY1=224&cropY2=796",NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/regine-leibinger","http://i.forbesimg.com/media/lists/people/regine-leibinger_200x200.jpg"
"1713",2001,"Billionaires","Reid Hoffman","Hoffman",-9.293,50,"LinkedIn","Technology","M","United States",2018-02-13 23:10:01,3242.59,725,725,"//specials-images.forbesimg.com/imageserve/59dbe8d54bbe6f37dda037b9/416x416.jpg?background=000000&cropX1=1420&cropX2=3289&cropY1=104&cropY2=1972","CA","California","Chairman and Cofounder, LinkedIn",NA,NA,NA,FALSE,"http://www.forbes.com/profile/reid-hoffman","http://i.forbesimg.com/media/lists/people/reid-hoffman_200x200.jpg"
"1714",2001,"Billionaires","Reinfried Pohl Jr","Pohl",0,58,"mutual funds","Finance and Investments","M","Germany",2018-02-13 23:10:01,1289.647,1736,1737,NA,NA,NA,NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/reinfried-pohl-jr","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1715",2001,"Billionaires","Reinhold Schmieding","Schmieding",0,63,"medical devices","Healthcare","M","United States",2018-02-13 23:10:01,4980.384,403,403,"//specials-images.forbesimg.com/imageserve/ba18b6f38b0a9ad48193fbb68d7e2af2/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=174&cropY2=918","FL","Florida",NA,NA,NA,NA,FALSE,"http://www.forbes.com/profile/reinhold-schmieding","http://i.forbesimg.com/media/lists/people/reinhold-schmieding_200x200.jpg"
