"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","title.company","headquarters","state","net_worth.millions","position","rank","url.bio.forbes","url.image"
"344",2000,"Billionaires","Zhao Weiguo","Zhao",-12.656,51,"technology","Technology","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589f2d6e31358e1a35ab274c/416x416.jpg?background=000000&cropX1=119&cropX2=560&cropY1=259&cropY2=701",NA,NA,"Beijing",1337.913,1686,1686,"http://www.forbes.com/profile/zhao-weiguo","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"345",2000,"Billionaires","Steve Case","Case",1.855,59,"AOL","Technology","M","United States",2018-02-13 23:10:01,NA,NA,NA,NA,NA,"VA","Virginia",1326.182,1695,1695,"http://www.forbes.com/profile/steve-case","http://i.forbesimg.com/media/lists/people/steve-case_200x200.jpg"
"346",2000,"Billionaires","Yu Peidi","Yu",-0.781,58,"real estate","Real Estate","M","Hong Kong",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shanghai",1325.375,1696,1696,"http://www.forbes.com/profile/yu-peidi","http://i.forbesimg.com/media/lists/people/yu-peidi_200x200.jpg"
"347",2000,"Billionaires","William MacMillan","MacMillan",0,63,"Cargill","Food and Beverage","M","United States",2018-02-13 23:10:01,NA,NA,NA,NA,NA,"CO","Colorado",1323.989,1700,1697,"http://www.forbes.com/profile/william-macmillan","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"348",2000,"Billionaires","Tsai Ming-Kai","Tsai",0,67,"semiconductors","Technology","M","Taiwan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58cc4ea831358e1a35ad3866/416x416.jpg?background=000000&cropX1=188&cropX2=689&cropY1=140&cropY2=641",NA,NA,NA,1321.768,1702,1702,"http://www.forbes.com/profile/tsai-ming-kai","http://i.forbesimg.com/media/lists/people/tsai-ming-kai_200x200.jpg"
"349",2000,"Billionaires","Surendra Hiranandani","Hiranandani",0,63,"real estate","Real Estate","M","Cyprus",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,1319.081,1706,1706,"http://www.forbes.com/profile/surendra-hiranandani","http://i.forbesimg.com/media/lists/people/surendra-hiranandani_200x200.jpg"
"350",2000,"Billionaires","Zheng Jianjiang & family","Zheng",-3.944,57,"electrical equipment","Manufacturing","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589f2de84bbe6f0e5586894c/416x416.jpg?background=000000&cropX1=206&cropX2=557&cropY1=203&cropY2=554",NA,NA,"Zhejiang",1318.997,1707,1707,"http://www.forbes.com/profile/zheng-jianjiang","http://i.forbesimg.com/media/lists/people/zheng-jianjiang_200x200.jpg"
"351",2000,"Billionaires","Solomon Lew","Lew",15.792,72,"retail","Fashion & Retail","M","Australia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59f749f2a7ea436b47b48aa4/416x416.jpg?background=000000&cropX1=5&cropX2=945&cropY1=93&cropY2=1034",NA,NA,NA,1318.292,1709,1709,"http://www.forbes.com/profile/solomon-lew","http://i.forbesimg.com/media/lists/people/solomon-lew_200x200.jpg"
"352",2000,"Billionaires","Zhang Guiping & family","Zhang",0,66,"real estate","Real Estate","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Jiangsu",1307.937,1716,1716,"http://www.forbes.com/profile/zhang-guiping","http://i.forbesimg.com/media/lists/people/zhang-guiping_200x200.jpg"
"353",2000,"Billionaires","Wang Yong","Wang",6.552,67,"food sweeteners","Food and Beverage","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shandong",1302.684,1721,1721,"http://www.forbes.com/profile/wang-yong","http://i.forbesimg.com/media/lists/people/wang-yong_200x200.jpg"
"354",2000,"Billionaires","Xu Ziquan & family","Xu",-16.919,59,"software","Technology","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Beijing",1294.501,1728,1728,"http://www.forbes.com/profile/xu-ziquan","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"355",2000,"Billionaires","Wen Yibo & family","Wen",-1.805,52,"wastewater treatment","Service","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Beijing",1292.666,1730,1730,"http://www.forbes.com/profile/wen-yibo","http://i.forbesimg.com/media/lists/people/wen-yibo_200x200.jpg"
"356",2000,"Billionaires","Yang Keng","Yang",25.671,57,"real estate","Real Estate","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Sichuan",1287.64,1738,1738,"http://www.forbes.com/profile/yang-keng","http://i.forbesimg.com/media/lists/people/yang-keng_200x200.jpg"
"357",2000,"Billionaires","Zan Shengda","Zan",-2.432,54,"diversified","Diversified","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589e1a4ba7ea431f321938ca/416x416.jpg?background=000000&cropX1=48&cropX2=731&cropY1=58&cropY2=741",NA,NA,"Jiangsu",1282.386,1740,1740,"http://www.forbes.com/profile/zan-shengda","http://i.forbesimg.com/media/lists/people/zan-shengda_200x200.jpg"
"358",2000,"Billionaires","Sun Yinhuan","Sun",0,68,"real estate","Real Estate","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589db1eca7ea431f32192f04/416x416.jpg?background=000000&cropX1=89&cropX2=730&cropY1=105&cropY2=746",NA,NA,"Liaoning",1276.439,1746,1746,"http://www.forbes.com/profile/sun-yinhuan","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"359",2000,"Billionaires","You Xiaoping","You",5.725,60,"chemicals, spandex","Manufacturing","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Zhejiang",1271.853,1749,1749,"http://www.forbes.com/profile/you-xiaoping","http://i.forbesimg.com/media/lists/people/you-xiaoping_200x200.jpg"
"360",2000,"Billionaires","Xu Xiong","Xu",41.667,46,"driving schools","Service","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589dfa364bbe6f0e558677cd/416x416.jpg?background=000000&cropX1=0&cropX2=730&cropY1=13&cropY2=743",NA,NA,"Beijing",1271.435,1751,1751,"http://www.forbes.com/profile/xu-xiong","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"361",2000,"Billionaires","Ziyavudin Magomedov","Magomedov",-0.782,49,"port, gas","Energy","M","Russia",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,1267.073,1754,1754,"http://www.forbes.com/profile/ziyavudin-magomedov","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"362",2000,"Billionaires","Wang Han","Wang",27.225,30,"airline","Diversified","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shanghai",1265.235,1755,1755,"http://www.forbes.com/profile/wang-han","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"363",2000,"Billionaires","Vadim Yakunin","Yakunin",6.805,55,"pharmacy","Healthcare","M","Russia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a272a9a7ea431f32197514/416x416.jpg?background=000000&cropX1=24&cropX2=744&cropY1=108&cropY2=828",NA,NA,NA,1255.871,1758,1758,"http://www.forbes.com/profile/vadim-yakunin","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"364",2000,"Billionaires","Soichiro Fukutake","Fukutake",4.729,72,"education","Service","M","Japan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58de745f4bbe6f1aff4547a9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=87&cropY2=831",NA,NA,NA,1255.145,1759,1759,"http://www.forbes.com/profile/soichiro-fukutake","http://i.forbesimg.com/media/lists/people/soichiro-fukutake_200x200.jpg"
"365",2000,"Billionaires","Wang Junjin","Wang",27.265,49,"airline","Service","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shanghai",1255.114,1760,1760,"http://www.forbes.com/profile/wang-junjin","http://i.forbesimg.com/media/lists/people/wang-junjin_200x200.jpg"
"366",2000,"Billionaires","Thomas James","James",-3.735,75,"finance","Finance and Investments","M","United States",2018-02-13 23:10:01,NA,NA,NA,NA,NA,"FL","Florida",1250.869,1764,1764,"http://www.forbes.com/profile/thomas-james","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"367",2000,"Billionaires","Wu Yiling","Wu",0,68,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Hebei",1248.485,1766,1766,"http://www.forbes.com/profile/wu-yiling","http://i.forbesimg.com/media/lists/people/wu-yiling_200x200.jpg"
"368",2000,"Billionaires","Terry Snow","Snow",-0.009,74,"airports, real estate","Real Estate","M","Australia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/59f74b17a7ea436b47b48ab9/416x416.jpg?background=000000&cropX1=1944&cropX2=3381&cropY1=1014&cropY2=2450",NA,NA,NA,1241.651,1769,1769,"http://www.forbes.com/profile/terry-snow","http://i.forbesimg.com/media/lists/people/terry-snow_200x200.jpg"
"369",2000,"Billionaires","Terence (Terry) Matthews","Matthews",0,74,"telecom","Telecom","M","Canada",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,1239.475,1773,1773,"http://www.forbes.com/profile/terence-terry-matthews","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"370",2000,"Billionaires","Shang Jiyong","Shang",0,50,"tires, chemicals","Diversified","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shandong",1232.833,1780,1780,"http://www.forbes.com/profile/shang-jiyong","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"371",2000,"Billionaires","Tian Ming","Tian",28.61,64,"measuring instruments","Technology","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Anhui",1230.507,1784,1784,"http://www.forbes.com/profile/tian-ming","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"372",2000,"Billionaires","Xiu Laigui","Xiu",0,63,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589df7cc4bbe6f0e558677b4/416x416.jpg?background=000000&cropX1=164&cropX2=518&cropY1=404&cropY2=759",NA,NA,"Jilin",1226.102,1785,1785,"http://www.forbes.com/profile/xiu-laigui","http://i.forbesimg.com/media/lists/people/xiu-laigui_200x200.jpg"
"373",2000,"Billionaires","Sol Daurella","Daurella",0.636,52,"Coca-Cola","Food and Beverage","F","Spain",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58cc132f31358e1a35ad32e0/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=177&cropY2=921",NA,NA,NA,1224.863,1788,1788,"http://www.forbes.com/profile/sol-daurella","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"374",2000,"Billionaires","Zhang Keqiang","Zhang",24.886,57,"real estate","Real Estate","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Guangdong",1208.538,1805,1805,"http://www.forbes.com/profile/zhang-keqiang","http://i.forbesimg.com/media/lists/people/zhang-keqiang_200x200.jpg"
"375",2000,"Billionaires","Stephen Saad","Saad",9.303,53,"pharmaceuticals","Healthcare","M","South Africa",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,1201.597,1815,1815,"http://www.forbes.com/profile/stephen-saad","http://i.forbesimg.com/media/lists/people/stephen-saad_200x200.jpg"
"376",2000,"Billionaires","Thomas Bailey","Bailey",0,81,"money management","Finance and Investments","M","United States",2018-02-13 23:10:01,NA,NA,NA,NA,NA,"CO","Colorado",1200,1820,1818,"http://www.forbes.com/profile/thomas-bailey","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"377",2000,"Billionaires","Yoshikazu Tanaka","Tanaka",4.136,40,"social network","Technology","M","Japan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58de741431358e58f079f667/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=47&cropY2=791",NA,NA,NA,1196.606,1822,1822,"http://www.forbes.com/profile/yoshikazu-tanaka","http://i.forbesimg.com/media/lists/people/yoshikazu-tanaka_200x200.jpg"
"378",2000,"Billionaires","Zhang Zhangsun","Zhang",47.516,61,"real estate","Real Estate","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Beijing",1193.452,1826,1826,"http://www.forbes.com/profile/zhang-zhangsun","http://i.forbesimg.com/media/lists/people/zhang-zhangsun_200x200.jpg"
"379",2000,"Billionaires","Zhang Cheng Fei","Zhang",10.316,50,"paper & related products","Manufacturing","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Guangdong",1184.853,1834,1834,"http://www.forbes.com/profile/zhang-cheng-fei","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"380",2000,"Billionaires","Wu Daohong","Wu",0,52,"energy services","Energy","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589df21b31358e1a35ab1431/416x416.jpg?background=000000&cropX1=32&cropX2=567&cropY1=261&cropY2=796",NA,NA,"Beijing",1182.809,1835,1835,"http://www.forbes.com/profile/wu-daohong","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"381",2000,"Billionaires","Zadik Bino","Bino",-0.269,74,"banking, oil","Diversified","M","Israel",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,1172.782,1846,1846,"http://www.forbes.com/profile/zadik-bino","http://i.forbesimg.com/media/lists/people/zadik-bino_200x200.jpg"
"382",2000,"Billionaires","Thomas Tull","Tull",0,47,"movies","Media & Entertainment","M","United States",2018-02-13 23:10:01,NA,NA,NA,NA,NA,"CA","California",1172.3,1847,1847,"http://www.forbes.com/profile/thomas-tull","http://i.forbesimg.com/media/lists/people/thomas-tull_200x200.jpg"
"383",2000,"Billionaires","Soegiarto Adikoesoemo","Adikoesoemo",8.64,79,"chemicals","Logistics","M","Indonesia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/5a19b57ba7ea432f2e740203/416x416.jpg?background=000000&cropX1=237&cropX2=1329&cropY1=112&cropY2=1205",NA,NA,NA,1170.2,1851,1851,"http://www.forbes.com/profile/soegiarto-adikoesoemo","http://i.forbesimg.com/media/lists/people/soegiarto-adikoesoemo_200x200.jpg"
"384",2000,"Billionaires","Sybill Storz","Storz",0,80,"medical devices","Healthcare","F","Germany",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58c85eb24bbe6f0e558893e1/416x416.jpg?background=000000&cropX1=40&cropX2=692&cropY1=5&cropY2=658",NA,NA,NA,1159.588,1859,1858,"http://www.forbes.com/profile/sybill-storz","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"385",2000,"Billionaires","Zhang Jingzhang","Zhang",-36.168,82,"precision machinery","Manufacturing","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Zhejiang",1155.761,1861,1861,"http://www.forbes.com/profile/zhang-jingzhang","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"386",2000,"Billionaires","Simon Nixon","Nixon",0,50,"price comparison website","Technology","M","United Kingdom",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a0de1b31358e1a35ab3945/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=222&cropY2=966",NA,NA,NA,1153.78,1865,1865,"http://www.forbes.com/profile/simon-nixon","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"387",2000,"Billionaires","Shin Dong-Joo","Shin",-1.062,64,"retail","Fashion & Retail","M","South Korea",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58f8e28331358e58f07a9943/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810","Lotte Shopping",NA,NA,1146.315,1872,1872,"http://www.forbes.com/profile/shin-dong-joo","http://i.forbesimg.com/media/lists/people/shin-dong-joo_200x200.jpg"
"388",2000,"Billionaires","Wen Jianping","Wen",-19.299,55,"sewage treatment","Service","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Beijing",1128.379,1883,1883,"http://www.forbes.com/profile/wen-jianping","http://i.forbesimg.com/media/lists/people/wen-jianping_200x200.jpg"
"389",2000,"Billionaires","Swift Xie","Xie",0,NA,"drones","Technology","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,"Chief Marketing Officer, DJI Technology Co.",NA,"Guangdong",1120,1888,1888,"http://www.forbes.com/profile/swift-xie","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"390",2000,"Billionaires","Zhao Yan","Zhao",2.539,51,"real estate, finance","Diversified","F","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Beijing",1118.084,1889,1889,"http://www.forbes.com/profile/zhao-yan","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
"391",2000,"Billionaires","Svein Stole","Stole",0,54,"investments","Finance and Investments","M","Norway",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a390f631358e1a35ab6405/416x416.jpg?background=000000&cropX1=163&cropX2=653&cropY1=56&cropY2=546",NA,NA,NA,1108.901,1895,1895,"http://www.forbes.com/profile/svein-stole","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"392",2000,"Billionaires","Zhang Zhirong","Zhang",0,49,"real estate, shipbuilding","Diversified","M","Hong Kong",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Hong Kong",1106.214,1897,1897,"http://www.forbes.com/profile/zhang-zhirong","http://i.forbesimg.com/media/lists/people/zhang-zhirong_200x200.jpg"
"393",2000,"Billionaires","Wang Zhenghua","Wang",24.259,73,"budget airline","Service","M","China",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589dec9da7ea431f32193348/416x416.jpg?background=000000&cropX1=182&cropX2=593&cropY1=16&cropY2=427",NA,NA,"Shanghai",1105.876,1898,1898,"http://www.forbes.com/profile/wang-zhenghua","http://i.forbesimg.com/media/lists/people/wang-zhenghua_200x200.jpg"
"394",2000,"Billionaires","William Ackman","Ackman",-7.595,51,"hedge funds","Finance and Investments","M","United States",2018-02-13 23:10:01,NA,NA,NA,NA,"Founder, CEO, Pershing Square Capital Management, L.P.","NY","New York",1090.23,1908,1908,"http://www.forbes.com/profile/william-ackman","http://i.forbesimg.com/media/lists/people/william-ackman_200x200.jpg"
"395",2000,"Billionaires","Wang Miaotong","Wang",2.798,60,"auto parts","Automotive","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Zhejiang",1088.444,1910,1910,"http://www.forbes.com/profile/wang-miaotong","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"396",2000,"Billionaires","William Macaulay","Macaulay",0,72,"energy investments","Energy","M","United States",2018-02-13 23:10:01,NA,NA,NA,NA,NA,"CT","Connecticut",1084,1912,1912,"http://www.forbes.com/profile/william-macaulay","http://i.forbesimg.com/media/lists/people/william-macaulay_200x200.jpg"
"397",2000,"Billionaires","Sukanto Tanoto","Tanoto",7.515,68,"diversified","Diversified","M","Indonesia",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/a96a99f9ad71a1c36b18128c2ee29d72/416x416.jpg?background=000000&cropX1=92&cropX2=720&cropY1=135&cropY2=763",NA,NA,NA,1080.437,1916,1916,"http://www.forbes.com/profile/sukanto-tanoto","http://i.forbesimg.com/media/lists/people/sukanto-tanoto_200x200.jpg"
"398",2000,"Billionaires","Tiong Hiew King","Tiong",1.752,82,"timber, media","Diversified","M","Malaysia",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,1079.006,1917,1917,"http://www.forbes.com/profile/tiong-hiew-king","http://i.forbesimg.com/media/lists/people/tiong-hiew-king_200x200.jpg"
"399",2000,"Billionaires","Yoshiko Shinohara","Shinohara",-5.58,83,"staffing","Service","F","Japan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/589fcb37a7ea431f32194e2f/416x416.jpg?background=000000&cropX1=147&cropX2=596&cropY1=230&cropY2=680",NA,NA,NA,1060.822,1932,1932,"http://www.forbes.com/profile/yoshiko-shinohara","http://i.forbesimg.com/media/lists/people/yoshiko-shinohara_200x200.jpg"
"400",2000,"Billionaires","Wen Pengcheng & family","Wen",9.767,55,"agribusiness","Food and Beverage","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Guangdong",1050.983,1940,1940,"http://www.forbes.com/profile/wen-pengcheng","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"401",2000,"Billionaires","Yuri Gushchin","Gushchin",0,73,"candy, real estate","Food and Beverage","M","Russia",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,NA,1037.268,1948,1948,"http://www.forbes.com/profile/yuri-gushchin","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"402",2000,"Billionaires","Sun Shangchuan & family","Sun",0,54,"electronics components","Technology","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Guangdong",1033.253,1949,1949,"http://www.forbes.com/profile/sun-shangchuan","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"403",2000,"Billionaires","Yao Xinyi","Yao",0.355,53,"air conditioning","Diversified","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Zhejiang",1033.168,1950,1950,"http://www.forbes.com/profile/yao-xinyi","http://i.forbesimg.com/media/lists/people/yao-xinyi_200x200.jpg"
"404",2000,"Billionaires","Zhao Xiaoqiang","Zhao",0,50,"fashion, entertainment","Fashion & Retail","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Zhejiang",1032.09,1951,1951,"http://www.forbes.com/profile/zhao-xiaoqiang","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"405",2000,"Billionaires","V. Prem Watsa","Watsa",-8.958,67,"insurance, investments","Finance and Investments","M","Canada",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58c31983a7ea431f321aec03/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=134&cropY2=878",NA,NA,"Ontario",1029.275,1958,1958,"http://www.forbes.com/profile/v-prem-watsa","http://i.forbesimg.com/media/lists/people/v-prem-watsa_200x200.jpg"
"406",2000,"Billionaires","Wu Chung-yi","Wu",0,59,"manufacturing","Manufacturing","M","Taiwan",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/396ac9be937f8a7a801b375df40ec151/416x416.jpg?background=000000&cropX1=121&cropX2=685&cropY1=21&cropY2=585",NA,NA,NA,1023.342,1962,1962,"http://www.forbes.com/profile/wu-chung-yi","http://i.forbesimg.com/media/lists/people/wu-chung-yi_200x200.jpg"
"407",2000,"Billionaires","Surin Upatkoon","Upatkoon",0.969,68,"telecom, lotteries, insurance","Diversified","M","Thailand",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58a783104bbe6f0e5587106d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=248&cropY2=992",NA,NA,NA,1018.32,1966,1966,"http://www.forbes.com/profile/surin-upatkoon","http://i.forbesimg.com/media/lists/people/surin-upatkoon_200x200.jpg"
"408",2000,"Billionaires","Yvon Chouinard","Chouinard",0,NA,"Patagonia","Fashion & Retail","M","United States",2018-02-13 23:10:01,NA,NA,NA,"//specials-images.forbesimg.com/imageserve/58d0307431358e1a35ad595f/416x416.jpg?background=000000&cropX1=142&cropX2=643&cropY1=82&cropY2=583",NA,"CA","California",1000,1980,1974,"http://www.forbes.com/profile/yvon-chouinard","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"409",2000,"Billionaires","Wan Lianbu","Wan",-101.333,52,"fertilizers","Manufacturing","M","China",2018-02-13 23:10:01,NA,NA,NA,NA,NA,NA,"Shandong",984.878,1982,1982,"http://www.forbes.com/profile/wan-lianbu","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"410",2000,"Billionaires","Abdul Majeed Alhokair","Alhokair",-0.652,48,"retail, real estate","Fashion & Retail","M","Saudi Arabia",2018-02-13 23:10:01,1291.582,1732,1732,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/abdul-majeed-alhokair","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"411",2000,"Billionaires","Abdulla Al Futtaim","Al Futtaim",0,NA,"auto dealers, investments","Automotive","M","United Arab Emirates",2018-02-13 23:10:01,3330.68,695,695,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/abdulla-al-futtaim","http://i.forbesimg.com/media/lists/people/abdulla-al-futtaim_200x200.jpg"
"412",2000,"Billionaires","Abdulla bin Ahmad Al Ghurair & family","Al Ghurair",0,NA,"diversified","Diversified","M","United Arab Emirates",2018-02-13 23:10:01,5924.344,307,307,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/abdulla-bin-ahmad-al-ghurair","http://i.forbesimg.com/media/lists/people/abdulla-bin-ahmad-al-ghurair_200x200.jpg"
"413",2000,"Billionaires","Abdullah Al Rajhi & family","Al Rajhi",-1.266,NA,"banking","Finance and Investments","M","Saudi Arabia",2018-02-13 23:10:01,1723.021,1373,1373,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/abdullah-al-rajhi","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"414",2000,"Billionaires","Abhay Firodia","Firodia",-0.001,73,"automobiles","Automotive","M","India",2018-02-13 23:10:01,2475.182,982,982,"//specials-images.forbesimg.com/imageserve/59cc11ab31358e542c02fafe/416x416.jpg?background=000000&cropX1=15&cropX2=2141&cropY1=15&cropY2=2140",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/abhay-firodia","http://i.forbesimg.com/media/lists/people/abhay-firodia_200x200.jpg"
"415",2000,"Billionaires","Abigail Johnson","Johnson",0,56,"money management","Finance and Investments","F","United States",2018-02-13 23:10:01,16058.518,89,89,"http://specials-images.forbesimg.com/imageserve/57e570c54bbe6f24d1f891b6/416x416.jpg?background=000000&cropX1=63&cropX2=615&cropY1=68&cropY2=621","President-CEO, Fidelity Investments","MA","Massachusetts",NA,NA,NA,"http://www.forbes.com/profile/abigail-johnson","http://i.forbesimg.com/media/lists/people/abigail-johnson_200x200.jpg"
"416",2000,"Billionaires","Abilio dos Santos Diniz","Diniz",-2.918,81,"retail","Fashion & Retail","M","Brazil",2018-02-13 23:10:01,3545.251,642,642,"//specials-images.forbesimg.com/imageserve/58a0f237a7ea431f32195b98/416x416.jpg?background=000000&cropX1=167&cropX2=706&cropY1=3&cropY2=543",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/abilio-dos-santos-diniz","http://i.forbesimg.com/media/lists/people/abilio-dos-santos-diniz_200x200.jpg"
"417",2000,"Billionaires","Achal Bakeri","Bakeri",0,58,"air coolers","Manufacturing","M","India",2018-02-13 23:10:01,1675.751,1416,1416,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/achal-bakeri","http://i.forbesimg.com/media/lists/people/achal-bakeri_200x200.jpg"
