"","year","list","name","last_name","net_worth_change.millions","age","source","industry","gender","country","timestamp","net_worth.realtime.millions","real_time.rank","real_time.position","squareImage","title.company","headquarters","state","net_worth.millions","position","rank","url.bio.forbes","url.image"
"1770",2000,"Billionaires","Peng Jianhu","Peng",-1.27,61,"tourism","Media & Entertainment","M","China",2018-02-13 23:10:01,1109.176,1894,1894,NA,NA,NA,"Chongqing",NA,NA,NA,"http://www.forbes.com/profile/peng-jianhu","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1771",2000,"Billionaires","Penny Pritzker","Pritzker",9.222,58,"hotels, investments","Finance and Investments","F","United States",2018-02-13 23:10:01,2797.182,852,852,"//specials-images.forbesimg.com/imageserve/59dd844231358e542c039401/416x416.jpg?background=000000&cropX1=0&cropX2=2339&cropY1=201&cropY2=2541",NA,"IL","Illinois",NA,NA,NA,"http://www.forbes.com/profile/penny-pritzker","http://i.forbesimg.com/media/lists/people/penny-pritzker_200x200.jpg"
"1772",2000,"Billionaires","Pete Bodharamik","Bodharamik",-13.553,45,"telecom","Telecom","M","Thailand",2018-02-13 23:10:01,1054.951,1937,1937,"//specials-images.forbesimg.com/imageserve/59271613a7ea434078d4682b/416x416.jpg?background=000000&cropX1=72&cropX2=573&cropY1=106&cropY2=607",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pete-bodharamik","http://i.forbesimg.com/media/lists/people/pete-bodharamik_200x200.jpg"
"1773",2000,"Billionaires","Peter Buck","Buck",0,87,"Subway sandwich shops","Food and Beverage","M","United States",2018-02-13 23:10:01,2389.13,1024,1024,"http://specials-images.forbesimg.com/imageserve/d49004dde899836482456b533a9e22d9/416x416.jpg?background=000000&cropX1=153&cropX2=615&cropY1=42&cropY2=504","Co-Founder, Doctor's Associates (Subway)","CT","Connecticut",NA,NA,NA,"http://www.forbes.com/profile/peter-buck","http://i.forbesimg.com/media/lists/people/peter-buck_200x200.jpg"
"1774",2000,"Billionaires","Peter Gilgan","Gilgan",0,67,"homebuilding","Construction & Engineering","M","Canada",2018-02-13 23:10:01,3831.065,579,579,"//specials-images.forbesimg.com/imageserve/589cd3144bbe6f0e55866566/416x416.jpg?background=000000&cropX1=0&cropX2=610&cropY1=63&cropY2=674","Founder, CEO and Chairman, Mattamy Group Corp.",NA,"Ontario",NA,NA,NA,"http://www.forbes.com/profile/peter-gilgan","http://i.forbesimg.com/media/lists/people/peter-gilgan_200x200.jpg"
"1775",2000,"Billionaires","Peter Hargreaves","Hargreaves",-92.755,71,"financial services","Finance and Investments","M","United Kingdom",2018-02-13 23:10:01,3777.072,592,592,"//specials-images.forbesimg.com/imageserve/58a0d206a7ea431f32195a58/416x416.jpg?background=000000&cropX1=127&cropX2=618&cropY1=0&cropY2=491",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-hargreaves","http://i.forbesimg.com/media/lists/people/peter-hargreaves_200x200.jpg"
"1776",2000,"Billionaires","Peter Kamprad","Kamprad",0,53,"IKEA","Finance and Investments","M","Sweden",2018-02-13 23:10:01,1073.366,1922,1924,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-kamprad","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1777",2000,"Billionaires","Peter Kellogg","Kellogg",18.332,75,"investments","Finance and Investments","M","United States",2018-02-13 23:10:01,3621.439,629,629,NA,NA,"NJ","New Jersey",NA,NA,NA,"http://www.forbes.com/profile/peter-kellogg","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1778",2000,"Billionaires","Peter Leibinger","Leibinger",0,51,"machine tools","Manufacturing","M","Germany",2018-02-13 23:10:01,1686.91,1407,1407,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-leibinger","http://i.forbesimg.com/media/lists/people/peter-leibinger_200x200.jpg"
"1779",2000,"Billionaires","Peter Lim","Lim",0.384,64,"investments","Finance and Investments","M","Singapore",2018-02-13 23:10:01,2186.078,1111,1111,"//specials-images.forbesimg.com/imageserve/58a39f0431358e1a35ab647b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=98&cropY2=842",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-lim","http://i.forbesimg.com/media/lists/people/peter-lim_200x200.jpg"
"1780",2000,"Billionaires","Peter Peterson","Peterson",2.785,91,"investments","Finance and Investments","M","United States",2018-02-13 23:10:01,2001.135,1212,1212,"//specials-images.forbesimg.com/imageserve/59de7e474bbe6f37dda05933/416x416.jpg?background=000000&cropX1=350&cropX2=1397&cropY1=40&cropY2=1087",NA,"NY","New York",NA,NA,NA,"http://www.forbes.com/profile/peter-peterson","http://i.forbesimg.com/media/lists/people/peter-peterson_200x200.jpg"
"1781",2000,"Billionaires","Peter Sondakh","Sondakh",-1.797,67,"investments","Finance and Investments","M","Indonesia",2018-02-13 23:10:01,1890.34,1273,1273,"//specials-images.forbesimg.com/imageserve/59cee031b64464d632f811308196237b/416x416.jpg?background=000000&cropX1=138&cropX2=605&cropY1=208&cropY2=675",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-sondakh","http://i.forbesimg.com/media/lists/people/peter-sondakh_200x200.jpg"
"1782",2000,"Billionaires","Peter Sperling","Sperling",2.922,58,"education","Service","M","United States",2018-02-13 23:10:01,1400.423,1630,1630,NA,NA,"AZ","Arizona",NA,NA,NA,"http://www.forbes.com/profile/peter-sperling","http://i.forbesimg.com/media/lists/people/peter-sperling_200x200.jpg"
"1783",2000,"Billionaires","Peter Spuhler","Spuhler",-3.224,58,"train cars","Manufacturing","M","Switzerland",2018-02-13 23:10:01,2370.55,1034,1034,"//specials-images.forbesimg.com/imageserve/58a2926831358e1a35ab5496/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=97&cropY2=841",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-spuhler","http://i.forbesimg.com/media/lists/people/peter-spuhler_200x200.jpg"
"1784",2000,"Billionaires","Peter Thiel","Thiel",-0.195,50,"Facebook, Palantir","Finance and Investments","M","United States",2018-02-13 23:10:01,2527.172,953,953,"//specials-images.forbesimg.com/imageserve/5a836fff31358e4955ad6549/416x416.jpg?background=000000&cropX1=234&cropX2=790&cropY1=7&cropY2=563","Partner, Founders Fund","CA","California",NA,NA,NA,"http://www.forbes.com/profile/peter-thiel","http://i.forbesimg.com/media/lists/people/peter-thiel_200x200.jpg"
"1785",2000,"Billionaires","Peter Unger","Unger",0,73,"auto repair","Automotive","M","Germany",2018-02-13 23:10:01,2455.193,991,991,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-unger","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1786",2000,"Billionaires","Peter Woo","Woo",173.71,71,"real estate","Real Estate","M","Hong Kong",2018-02-13 23:10:01,12496.933,126,126,"//specials-images.forbesimg.com/imageserve/5a579dc74bbe6f2652f2519b/416x416.jpg?background=000000&cropX1=206&cropX2=2600&cropY1=274&cropY2=2667",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/peter-woo","http://i.forbesimg.com/media/lists/people/peter-woo_200x200.jpg"
"1787",2000,"Billionaires","Petr Kellner","Kellner",-6.872,53,"banking, insurance","Finance and Investments","M","Czech Republic",2018-02-13 23:10:01,15157.312,97,97,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/petr-kellner","http://i.forbesimg.com/media/lists/people/petr-kellner_200x200.jpg"
"1788",2000,"Billionaires","Petter Stordalen & family","Stordalen",0,55,"hotels","Service","M","Norway",2018-02-13 23:10:01,1852.03,1289,1289,"//specials-images.forbesimg.com/imageserve/58a2457d4bbe6f0e5586b95b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=253&cropY2=997",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/petter-stordalen","http://i.forbesimg.com/media/lists/people/petter-stordalen_200x200.jpg"
"1789",2000,"Billionaires","Pham Nhat Vuong","Vuong",0,49,"real estate","Real Estate","M","Vietnam",2018-02-13 23:10:01,4643.115,457,457,"//specials-images.forbesimg.com/imageserve/58cc5df3a7ea431f321b5619/416x416.jpg?background=000000&cropX1=137&cropX2=736&cropY1=53&cropY2=652",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pham-nhat-vuong","http://i.forbesimg.com/media/lists/people/pham-nhat-vuong_200x200.jpg"
"1790",2000,"Billionaires","Phil Knight & family","Knight",-37.597,79,"Nike","Fashion & Retail","M","United States",2018-02-13 23:10:01,29774.262,27,27,"//specials-images.forbesimg.com/imageserve/59d50db3a7ea436b47b36d8f/416x416.jpg?background=000000&cropX1=1237&cropX2=3357&cropY1=380&cropY2=2499","Chairman, Nike","OR","Oregon",NA,NA,NA,"http://www.forbes.com/profile/phil-knight","http://i.forbesimg.com/media/lists/people/phil-knight_200x200.jpg"
"1791",2000,"Billionaires","Philip Anschutz","Anschutz",-0.84,78,"investments","Finance and Investments","M","United States",2018-02-13 23:10:01,13082.521,112,112,"//specials-images.forbesimg.com/imageserve/58c1d4a4a7ea431f321add5b/416x416.jpg?background=000000&cropX1=23&cropX2=732&cropY1=37&cropY2=746",NA,"CO","Colorado",NA,NA,NA,"http://www.forbes.com/profile/philip-anschutz","http://i.forbesimg.com/media/lists/people/philip-anschutz_200x200.jpg"
"1792",2000,"Billionaires","Philip & Cristina Green","Green",0,65,"fashion retail","Fashion & Retail",NA,"United Kingdom",2018-02-13 23:10:01,4790.554,435,435,"//specials-images.forbesimg.com/imageserve/58a0d24e4bbe6f0e55869d1f/416x416.jpg?background=000000&cropX1=132&cropX2=509&cropY1=27&cropY2=404",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/philip-cristina-green","http://i.forbesimg.com/media/lists/people/philip-cristina-green_200x200.jpg"
"1793",2000,"Billionaires","Philip Day","Day",0,52,"clothing retail","Fashion & Retail","M","United Kingdom",2018-02-13 23:10:01,1160.039,1856,1856,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/philip-day","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1794",2000,"Billionaires","Philip Niarchos","Niarchos",0,64,"art collection","Diversified","M","Greece",2018-02-13 23:10:01,2800,850,851,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/philip-niarchos","http://i.forbesimg.com/media/lists/people/philip-niarchos_200x200.jpg"
"1795",2000,"Billionaires","Philippe Foriel-Destezet","Foriel-Destezet",-1.493,82,"employment agency","Service","M","France",2018-02-13 23:10:01,2927.153,819,819,"//specials-images.forbesimg.com/imageserve/58a1c153a7ea431f3219630d/416x416.jpg?background=000000&cropX1=0&cropX2=680&cropY1=52&cropY2=732",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/philippe-foriel-destezet","http://i.forbesimg.com/media/lists/people/philippe-foriel-destezet_200x200.jpg"
"1796",2000,"Billionaires","Philippe Ginestet","Ginestet",0,64,"retail stores","Fashion & Retail","M","France",2018-02-13 23:10:01,2086.914,1168,1168,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/philippe-ginestet","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1797",2000,"Billionaires","Phillip Frost","Frost",-18.721,81,"pharmaceuticals","Healthcare","M","United States",2018-02-13 23:10:01,2563.974,935,935,"//specials-images.forbesimg.com/imageserve/59dbe880a7ea436b47b39f42/416x416.jpg?background=000000&cropX1=944&cropX2=2068&cropY1=1729&cropY2=2854",NA,"FL","Florida",NA,NA,NA,"http://www.forbes.com/profile/phillip-frost","http://i.forbesimg.com/media/lists/people/phillip-frost_200x200.jpg"
"1798",2000,"Billionaires","Phillip Ruffin","Ruffin",0,82,"casinos, real estate","Diversified","M","United States",2018-02-13 23:10:01,2605.27,920,920,"//specials-images.forbesimg.com/imageserve/59dd84f931358e542c03940e/416x416.jpg?background=000000&cropX1=505&cropX2=2992&cropY1=446&cropY2=2932",NA,"NV","Nevada",NA,NA,NA,"http://www.forbes.com/profile/phillip-ruffin","http://i.forbesimg.com/media/lists/people/phillip-ruffin_200x200.jpg"
"1799",2000,"Billionaires","Phillip T. (Terry) Ragon","Ragon",0,68,"health IT","Technology","M","United States",2018-02-13 23:10:01,2233.392,1083,1083,"http://specials-images.forbesimg.com/imageserve/57e1974ba7ea430a8a1a0ded/416x416.jpg?background=000000&cropX1=3&cropX2=639&cropY1=143&cropY2=780",NA,"MA","Massachusetts",NA,NA,NA,"http://www.forbes.com/profile/phillip-t-terry-ragon","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1800",2000,"Billionaires","Phornthep Phornprapha & family","Phornprapha",0,69,"auto","Automotive","M","Thailand",2018-02-13 23:10:01,1675.512,1417,1417,"//specials-images.forbesimg.com/imageserve/08c6220be7ed5b7890d721e264d2ef5f/416x416.jpg?background=000000&cropX1=21&cropX2=744&cropY1=18&cropY2=742",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/phornthep-phornprapha","http://i.forbesimg.com/media/lists/people/phornthep-phornprapha_200x200.jpg"
"1801",2000,"Billionaires","Pier Luigi Loro Piana","Loro Piana",0,66,"fashion","Fashion & Retail","M","Italy",2018-02-13 23:10:01,1567.892,1492,1492,"//specials-images.forbesimg.com/imageserve/589fab7ca7ea431f32194d7a/416x416.jpg?background=000000&cropX1=134&cropX2=598&cropY1=26&cropY2=490",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pier-luigi-loro-piana","http://i.forbesimg.com/media/lists/people/pier-luigi-loro-piana_200x200.jpg"
"1802",2000,"Billionaires","Piero Ferrari","Ferrari",23.05,72,"automobiles","Automotive","M","Italy",2018-02-13 23:10:01,2774.172,858,858,"//specials-images.forbesimg.com/imageserve/589fac4931358e1a35ab2c25/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=198&cropY2=942",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/piero-ferrari","http://i.forbesimg.com/media/lists/people/piero-ferrari_200x200.jpg"
"1803",2000,"Billionaires","Pierre Bellon & family","Bellon",-42.36,88,"food services","Service","M","France",2018-02-13 23:10:01,6113.492,296,296,"//specials-images.forbesimg.com/imageserve/58a1c18ba7ea431f32196354/416x416.jpg?background=000000&cropX1=14&cropX2=694&cropY1=189&cropY2=869",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pierre-bellon","http://i.forbesimg.com/media/lists/people/pierre-bellon_200x200.jpg"
"1804",2000,"Billionaires","Pierre Castel & family","Castel",0,91,"wine","Food and Beverage","M","France",2018-02-13 23:10:01,13784.971,104,104,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pierre-castel","http://i.forbesimg.com/media/lists/people/pierre-castel_200x200.jpg"
"1805",2000,"Billionaires","Pierre Chen","Chen",0,60,"art, electronics","Diversified","M","Taiwan",2018-02-13 23:10:01,2644.995,901,901,"//specials-images.forbesimg.com/imageserve/577687c631358e0aa22dc1a5/416x416.jpg?background=000000&cropX1=108&cropX2=714&cropY1=55&cropY2=661",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pierre-chen","http://i.forbesimg.com/media/lists/people/pierre-chen_200x200.jpg"
"1806",2000,"Billionaires","Pierre Karl Péladeau","Péladeau",-8.362,56,"communications","Media & Entertainment","M","Canada",2018-02-13 23:10:01,1311.552,1714,1714,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pierre-karl-peladeau","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1807",2000,"Billionaires","Pierre Omidyar","Omidyar",-31.763,50,"eBay","Technology","M","United States",2018-02-13 23:10:01,10549.087,149,149,"//specials-images.forbesimg.com/imageserve/59d57e6f4bbe6f37dda002ba/416x416.jpg?background=000000&cropX1=123&cropX2=1302&cropY1=83&cropY2=1263","Founder, eBay","HI","Hawaii",NA,NA,NA,"http://www.forbes.com/profile/pierre-omidyar","http://i.forbesimg.com/media/lists/people/pierre-omidyar_200x200.jpg"
"1808",2000,"Billionaires","P.N.C. Menon","Menon",0,69,"real estate","Real Estate","M","Oman",2018-02-13 23:10:01,1547.603,1507,1507,"//specials-images.forbesimg.com/imageserve/58c9c6114bbe6f0e5588acf5/416x416.jpg?background=000000&cropX1=21&cropX2=691&cropY1=77&cropY2=747",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pnc-menon","http://i.forbesimg.com/media/lists/people/pnc-menon_200x200.jpg"
"1809",2000,"Billionaires","Pollyanna Chu","Chu",130.959,59,"financial services","Finance and Investments","F","Hong Kong",2018-02-13 23:10:01,7239.988,230,230,"//specials-images.forbesimg.com/imageserve/5a579e67a7ea431690109bda/416x416.jpg?background=000000&cropX1=64&cropX2=582&cropY1=14&cropY2=532",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pollyanna-chu","http://i.forbesimg.com/media/lists/people/pollyanna-chu_200x200.jpg"
"1810",2000,"Billionaires","Polys Haji-Ioannou","Haji-Ioannou",11.471,58,"EasyJet","Service","M","Cyprus",2018-02-13 23:10:01,1469.988,1570,1570,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/polys-haji-ioannou","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1811",2000,"Billionaires","Prajogo Pangestu","Pangestu",13.617,73,"petrochemicals","Diversified","M","Indonesia",2018-02-13 23:10:01,2822.744,843,843,"//specials-images.forbesimg.com/imageserve/60c553cb4b74b3bcdf576301e1c1606d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=68&cropY2=812",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/prajogo-pangestu","http://i.forbesimg.com/media/lists/people/prajogo-pangestu_200x200.jpg"
"1812",2000,"Billionaires","Prasert Prasarttong-Osoth","Prasarttong-Osoth",25.068,84,"hospitals","Healthcare","M","Thailand",2018-02-13 23:10:01,3115.029,763,763,"//specials-images.forbesimg.com/imageserve/59270ccaa7ea434078d46655/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=55&cropY2=799",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/prasert-prasarttong-osoth","http://i.forbesimg.com/media/lists/people/prasert-prasarttong-osoth_200x200.jpg"
"1813",2000,"Billionaires","Prayudh Mahagitsiri","Mahagitsiri",-4.69,72,"coffee, shipping","Food and Beverage","M","Thailand",2018-02-13 23:10:01,1687.529,1406,1406,"//specials-images.forbesimg.com/imageserve/59270e39a7ea434078d466b4/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=19&cropY2=763",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/prayudh-mahagitsiri","http://i.forbesimg.com/media/lists/people/prayudh-mahagitsiri_200x200.jpg"
"1814",2000,"Billionaires","Prince Alwaleed Bin Talal Alsaud","Alsaud",34.774,62,"investments","Finance and Investments","M","Saudi Arabia",2018-02-13 23:10:01,17571.421,72,72,"//specials-images.forbesimg.com/imageserve/58a0795b4bbe6f0e55869730/416x416.jpg?background=000000&cropX1=167&cropX2=708&cropY1=19&cropY2=560",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/prince-alwaleed-bin-talal-alsaud","http://i.forbesimg.com/media/lists/people/prince-alwaleed-bin-talal-alsaud_200x200.jpg"
"1815",2000,"Billionaires","Prince Sultan bin Mohammed bin Saud Al Kabeer","Al Kabeer",-15.237,64,"dairy farms","Food and Beverage","M","Saudi Arabia",2018-02-13 23:10:01,3551.662,639,639,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/prince-sultan-bin-mohammed-bin-saud-al-kabeer","http://i.forbesimg.com/media/lists/people/prince-sultan-bin-mohammed-bin-saud-al-kabeer_200x200.jpg"
"1816",2000,"Billionaires","P.V. Ramprasad Reddy","Reddy",0,59,"pharmaceuticals","Healthcare","M","India",2018-02-13 23:10:01,2548.64,941,941,"//specials-images.forbesimg.com/imageserve/59cc0e8731358e542c02fa6f/416x416.jpg?background=000000&cropX1=261&cropX2=900&cropY1=116&cropY2=755",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pv-ramprasad-reddy","http://i.forbesimg.com/media/lists/people/pv-ramprasad-reddy_200x200.jpg"
"1817",2000,"Billionaires","Pyotr Aven","Aven",-3.425,62,"oil, banking, telecom","Energy","M","Russia",2018-02-13 23:10:01,5105.068,388,388,"//specials-images.forbesimg.com/imageserve/58a26a61a7ea431f32197456/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=13&cropY2=757",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pyotr-aven","http://i.forbesimg.com/media/lists/people/pyotr-aven_200x200.jpg"
"1818",2000,"Billionaires","Pyotr Kondrashev","Kondrashev",0,68,"fertilizers","Manufacturing","M","Russia",2018-02-13 23:10:01,1430.461,1604,1604,"//specials-images.forbesimg.com/imageserve/58a26ad4a7ea431f3219745b/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=79&cropY2=823",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/pyotr-kondrashev","http://i.forbesimg.com/media/lists/people/pyotr-kondrashev_200x200.jpg"
"1819",2000,"Billionaires","Qi Jinxing","Qi",27.162,55,"real estate","Real Estate","M","China",2018-02-13 23:10:01,1723.964,1370,1370,"//specials-images.forbesimg.com/imageserve/58c6b84f4bbe6f0e55887516/416x416.jpg?background=000000&cropX1=205&cropX2=678&cropY1=221&cropY2=695",NA,NA,"Zhejiang",NA,NA,NA,"http://www.forbes.com/profile/qi-jinxing","http://i.forbesimg.com/media/lists/people/qi-jinxing_200x200.jpg"
"1820",2000,"Billionaires","Qi Shi & family","Qi",-10.435,48,"financial information","Technology","M","China",2018-02-13 23:10:01,1720.886,1376,1376,"//specials-images.forbesimg.com/imageserve/589d31bc31358e1a35ab0be8/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=77&cropY2=821",NA,NA,"Shanghai",NA,NA,NA,"http://www.forbes.com/profile/qi-shi","http://i.forbesimg.com/media/lists/people/qi-shi_200x200.jpg"
"1821",2000,"Billionaires","Qin Yinglin & family","Qin",-21.991,52,"pig breeding","Food and Beverage","M","China",2018-02-13 23:10:01,3732.292,598,598,NA,NA,NA,"Henan",NA,NA,NA,"http://www.forbes.com/profile/qin-yinglin","http://i.forbesimg.com/media/lists/people/qin-yinglin_200x200.jpg"
"1822",2000,"Billionaires","Qiu Guanghe & family","Qiu",-23.192,66,"fashion retail","Fashion & Retail","M","China",2018-02-13 23:10:01,3703.471,609,609,NA,NA,NA,"Zhejiang",NA,NA,NA,"http://www.forbes.com/profile/qiu-guanghe","http://i.forbesimg.com/media/lists/people/qiu-guanghe_200x200.jpg"
"1823",2000,"Billionaires","Qiu Jianping & family","Qiu",4.451,56,"hand tools","Manufacturing","M","China",2018-02-13 23:10:01,1901.875,1267,1267,NA,NA,NA,"Zhejiang",NA,NA,NA,"http://www.forbes.com/profile/qiu-jianping","http://i.forbesimg.com/media/lists/people/qiu-jianping_200x200.jpg"
"1824",2000,"Billionaires","Que Wenbin & family","Que",-0.001,54,"pharmaceuticals","Healthcare","M","China",2018-02-13 23:10:01,1449.267,1590,1590,NA,NA,NA,"Sichuan",NA,NA,NA,"http://www.forbes.com/profile/que-wenbin","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1825",2000,"Billionaires","Quek Leng Chan","Quek",0,76,"banking, property","Diversified","M","Malaysia",2018-02-13 23:10:01,7220.14,231,231,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/quek-leng-chan","http://i.forbesimg.com/media/lists/people/quek-leng-chan_200x200.jpg"
"1826",2000,"Billionaires","R. Budi Hartono","Hartono",124.491,77,"banking, tobacco","Finance and Investments","M","Indonesia",2018-02-13 23:10:01,17400.497,74,74,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/r-budi-hartono","http://i.forbesimg.com/media/lists/people/r-budi-hartono_200x200.jpg"
"1827",2000,"Billionaires","Radhakishan Damani & family","Damani",-0.001,63,"investments, retail","Finance and Investments","M","India",2018-02-13 23:10:01,10099.199,153,153,"//specials-images.forbesimg.com/imageserve/59d3d5c431358e542c0344ae/416x416.jpg?background=000000&cropX1=765&cropX2=2549&cropY1=102&cropY2=1887",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/radhakishan-damani","http://i.forbesimg.com/media/lists/people/no-pic_200x200.jpg"
"1828",2000,"Billionaires","Radhe Shyam Agarwal","Agarwal",0,73,"consumer goods","Fashion & Retail","M","India",2018-02-13 23:10:01,1602.663,1459,1459,"http://specials-images.forbesimg.com/imageserve/0e96c29819c584840c6320805c622547/416x416.jpg?background=000000&cropX1=10&cropX2=744&cropY1=39&cropY2=774",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/radhe-shyam-agarwal","http://i.forbesimg.com/media/lists/people/radhe-shyam-agarwal_200x200.jpg"
"1829",2000,"Billionaires","Radhe Shyam Goenka","Goenka",0,72,"consumer goods","Fashion & Retail","M","India",2018-02-13 23:10:01,1602.663,1459,1460,"//specials-images.forbesimg.com/imageserve/98ff8ca7e8482f8118eec56850275103/416x416.jpg?background=000000&cropX1=50&cropX2=691&cropY1=108&cropY2=749",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/radhe-shyam-goenka","http://i.forbesimg.com/media/lists/people/radhe-shyam-goenka_200x200.jpg"
"1830",2000,"Billionaires","Radik Shaimiev","Shaimiev",3.256,53,"refinery, chemicals","Energy","M","Russia",2018-02-13 23:10:01,1192.219,1827,1827,NA,NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/radik-shaimiev","http://i.forbesimg.com/media/lists/people/radik-shaimiev_200x200.jpg"
"1831",2000,"Billionaires","Radovan Vitek","Vitek",0,46,"real estate","Real Estate","M","Czech Republic",2018-02-13 23:10:01,2950.54,804,804,"//specials-images.forbesimg.com/imageserve/589f486a4bbe6f0e55868b04/416x416.jpg?background=000000&cropX1=61&cropX2=729&cropY1=242&cropY2=911",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/radovan-vitek","http://i.forbesimg.com/media/lists/people/radovan-vitek_200x200.jpg"
"1832",2000,"Billionaires","Rafael Del Pino y Calvo-Sotelo","Del Pino y Calvo-Sotelo",-35.302,59,"construction","Construction & Engineering","M","Spain",2018-02-13 23:10:01,3371.811,685,685,"//specials-images.forbesimg.com/imageserve/910e6d8352e21187ae4e0c51f41eb089/416x416.jpg?background=000000&cropX1=394&cropX2=2592&cropY1=167&cropY2=2366",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/rafael-del-pino-y-calvo-sotelo","http://i.forbesimg.com/media/lists/people/rafael-del-pino-y-calvo-sotelo_200x200.jpg"
"1833",2000,"Billionaires","Raghuvinder Kataria","Kataria",0,68,"diversified","Finance and Investments","M","United Kingdom",2018-02-13 23:10:01,1295.957,1726,1726,"//specials-images.forbesimg.com/imageserve/56cc6d3be4b062f6b59a515b/416x416.jpg?background=000000&cropX1=8&cropX2=626&cropY1=229&cropY2=848",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/raghuvinder-kataria","http://i.forbesimg.com/media/lists/people/raghuvinder-kataria_200x200.jpg"
"1834",2000,"Billionaires","Rahel Blocher","Blocher",-128.492,42,"chemicals","Manufacturing","F","Switzerland",2018-02-13 23:10:01,5382.736,363,363,"//specials-images.forbesimg.com/imageserve/58a292be31358e1a35ab5499/416x416.jpg?background=000000&cropX1=0&cropX2=660&cropY1=21&cropY2=682",NA,NA,NA,NA,NA,NA,"http://www.forbes.com/profile/rahel-blocher","http://i.forbesimg.com/media/lists/people/no-pic-female_200x200.jpg"
